Sr. No,Symbol,Series,Security Name,From,To
1,MTNL,EQ,MAHANAGAR TELEPHONE NIGAM LIMITED,10,5
2,NPST,SM,NETWORK PEOPLE SERVICES TECHNOLOGIES LIMITED,10,5
3,SUMEETINDS,BE,SUMEET INDUSTRIES LIMITED,10,5
4,VERA,SM,VERA SYNTHETIC LIMITED,10,5
5,KREBSBIO,BE,KREBS BIOCHEMICALS AND INDUSTRIES LIMITED,20,5
6,SONAMLTD,EQ,SONAM LIMITED,20,10
7,RKEC,BE,RKEC PROJECTS LIMITED,5,2
