Symbol,Security,From Series,To Series,Change Date,Remarks
KARMAENG,KARMA ENERGY LIMITED,EQ,BE,24-JUL-2024,"-"
KREBSBIO,KREBS BIOCHEMICALS AND INDUSTRIES LIMITED,EQ,BE,24-JUL-2024,"-"
SUMEETINDS,SUMEET INDUSTRIES LIMITED,EQ,BE,24-JUL-2024,"-"
