1,AARTIPHARM,INE0LRU01027,597.1,20
2,HEALTHIETF,INF109KC1Q72,122.53,20
3,JLHL,INE682M01012,1148.95,20
4,DPSCLTD,INE360C01024,17.5,22.95
5,PONNIERODE,INE838E01017,428.1,20
6,DEEPAKNTR,INE288B01029,2365.2,20
7,THANGAMAYL,INE085J01014,1260.25,20
8,NAVNETEDUL,INE060A01024,155.25,20
9,TVSSCS,INE395N01027,178.2,20
10,RELINFRA,INE036A01016,171.15,26.15
11,NFL,INE870D01012,106.35,20.33
12,PROZONER,INE195N01013,31.25,22.92
13,JAYAGROGN,INE785A01026,239.75,20
14,MARUTI,INE585B01010,13000.45,9
15,SWANENERGY,INE665A01038,630.55,22.67
16,ALBERTDAVD,INE155C01010,1161.8,20
17,ASAHISONG,INE228I01012,371.1,20
18,KMSUGAR,INE157H01023,37.5,22.53
19,ASHIMASYN,INE440A01010,23.9,25.17
20,SIGIND,INE529F01035,88,22.98
21,ESG,INF769K01GS9,38.6,20
22,YUKEN,INE384C01016,1208.65,20
23,RAJESHEXPO,INE343B01030,302.75,20
24,IGPL,INE204A01010,494.9,20
25,BLUESTARCO,INE472A01039,1485.15,20
26,SGBJAN29IX,IN0020200377,7257.12,10
27,ITI,INE248A01017,307.5,25.2
28,RUSTOMJEE,INE263M01029,711.3,20
29,BECTORFOOD,INE495P01012,1226.1,20
30,SGBMAR25,IN0020160126,7291.8,10
31,MOVALUE,INF247L01BE5,103.51,20
32,INDIAGLYCO,INE560A01015,795.5,20
33,MIDQ50ADD,INF740KA1QL0,232.9,20
34,TRIGYN,INE948A01012,112.6,20.14
35,VSTTILLERS,INE764D01017,3364.45,20
36,SGBSEP27,IN0020190115,7488,10
37,SGBNOV25VI,IN0020170083,7488,10
38,RECLTD,INE020B01018,554.05,20
39,AXISCETF,INF846K016C7,109.42,20
40,IDFNIFTYET,INF194KA1U07,246.59,8.33
41,SGBAUG27,IN0020190107,7320.99,10
42,VERANDA,INE0IQ001011,154.6,21.5
43,JUBLINDS,INE645L01011,1068.15,22.3
44,PASUPTAC,INE818B01023,36.5,20.71
45,CENTRUM,INE660C01027,40.9,24.77
46,UCAL,INE139B01016,166.65,20
47,SGBMAY26,IN0020180033,7360,10
48,BLUEJET,INE0KBH01020,375.6,20
49,FLUOROCHEM,INE09N301011,3228.95,20
50,DHUNINV,INE320L01011,1228.75,21.44
51,GSEC10IETF,INF109KC18O0,230.99,10
52,STARPAPER,INE733A01018,236.1,20
53,GOLDCASE,INF0R8F01042,11.54,20
54,CHEMPLASTS,INE488A01050,475,20
55,PAGEIND,INE761H01022,35554.9,20
56,GOKULAGRO,INE314T01025,140.9,20
57,RUSHIL,INE573K01017,314.5,20
58,EICHERMOT,INE066A01021,4880.95,10.13
59,VISHNU,INE270I01022,310.3,20
60,GUJALKALI,INE186A01019,799.85,20
61,NMDC,INE584A01023,267.9,20
62,KIRLOSENG,INE146L01010,1285.15,20
63,DHANI,INE274G01010,46,23.5
64,PNC,INE392B01011,62.95,24.68
65,MOIL,INE490G01020,500.75,21.87
66,NIFMID150,INF789F1AYX9,195.52,9.91
67,ANANTRAJ,INE242C01024,380.45,20
68,CREATIVE,INE985W01018,745.9,20
69,TIINDIA,INE974X01010,3825.2,20
70,SENSEXIETF,INF346A01034,843.49,7.9
71,CHAMBLFERT,INE085A01013,405.95,20
72,PLASTIBLEN,INE083C01022,256.45,20
73,KIRLPNU,INE811A01020,1171.75,20
74,INFRAIETF,INF109KC16E5,90.52,20
75,SGBNOV25,IN0020170091,7443,10
76,RUCHIRA,INE803H01014,124.2,20
77,TRU,INE615R01029,61.85,23.86
78,JSWHL,INE824G01012,6724.45,20
79,HSCL,INE019C01026,350.5,20
80,RCF,INE027A01015,157.25,20
81,COMMOIETF,INF109KC19O8,91.68,20
82,NATHBIOGEN,INE448G01010,189.2,20
83,SANDHAR,INE278H01035,563.4,20
84,NCC,INE868B01028,281.9,20
85,KECL,INE134B01017,182.2,26.99
86,LORDSCHLO,INE846D01012,118,100
87,STOVEKRAFT,INE00IN01015,496.65,20
88,MEDICAMEQ,INE646B01010,520.4,20
89,AXISHCETF,INF846K01Z12,122.13,20
90,VENUSPIPES,INE0JA001018,2129.1,20
91,TITAN,INE280A01028,3412.4,9
92,IFGLEXPOR,INE133Y01011,621.2,22.63
93,BASF,INE373A01013,4429.7,20
94,TV18BRDCST,INE886H01027,44.5,20
95,SIL,INE173A01025,24.35,20
96,DJML,INE0B1K01014,334.45,100
97,NIFTYIETF,INF109K012R6,253.67,6
98,NAHARCAP,INE049I01012,287.25,20
99,HDFCBANK,INE040A01034,1517.2,9
100,HINDALCO,INE038A01020,673.25,12.77
101,LIQUIDBEES,INF732E01037,1000,10
102,JPOLYINVST,INE147P01019,742.05,21.87
103,ATAM,INE09KD01013,215.1,100
