MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AC,925IBHFL25,SEC RE NCD 9.25% SR.II,       991.00,       991.00,       991.00,       991.00,       991.00,                     2973.00,3, ,1,       995.00,       915.00
N,AP,950NFL23A,SEC RE NCD 9.65% SR I,      1029.41,      1043.24,      1043.24,      1043.24,      1043.24,                     5216.20,5, ,1,      1148.00,       900.10
N,AR,925IHFL25C,SEC RE NCD 9.25% SR II,       959.77,       979.00,       980.00,       979.00,       980.00,                    50928.00,52, ,2,      1110.00,       900.10
N,AT,IBHFZC25B,SEC RE NCD SR III,      1045.00,      1045.00,      1045.00,      1045.00,      1045.00,                    10450.00,10, ,1,      1060.00,       830.10
N,N0,885MOFSL26,SEC RE NCD 8.85% SR I,       985.02,       982.10,      1000.00,       982.10,      1000.00,                    59105.00,60, ,2,      1002.00,       950.00
N,N0,965IHFL25C,SEC RE NCD 9.39% SR.VIII,       915.00,       902.00,       910.00,       902.00,       910.00,                    46402.00,51, ,2,      1038.00,       815.00
N,N0,975NFL25,SEC RE NCD 9.75% SR. I,       994.00,       990.00,       990.00,       975.03,       987.00,                   170788.32,173, ,13,      1007.00,       960.49
N,N0,9PEL25,SEC RE NCD 9.00% SR I,      1033.50,      1034.00,      1034.00,      1034.00,      1034.00,                     5170.00,5, ,1,      1036.00,       985.00
N,N0,IMC1,SEC RE NCGB 8.25% STRPP A,       250.00,       250.26,       250.26,       250.00,       250.00,                    28514.82,114, ,7,       265.98,       242.78
N,N1,0MOFSL26,SEC RE NCD SR II,       999.90,       988.00,       988.00,       860.00,       960.00,                   480112.50,530, ,9,      1000.00,       860.00
N,N1,79NHIT35,SEC RE NCD 7.90% STRPP A,       303.03,       303.03,       304.80,       303.00,       304.75,                   309269.33,1020, ,16,       316.90,       295.00
N,N1,872MMFSL26,8.72% UNSECURED NCD,      1019.80,      1020.00,      1020.00,      1020.00,      1020.00,                   137700.00,135, ,5,      1145.00,       972.00
N,N1,945CAGL24,SEC RE NCD 9.45% SR. I,       996.45,       996.00,       996.00,       996.00,       996.00,                    29880.00,30, ,1,      1020.00,       876.00
N,N1,CIFCZC25A,SEC RE NCD SR.II,      1050.10,      1053.00,      1074.00,      1050.10,      1070.89,                  1143387.90,1087, ,7,      1080.00,       950.00
N,N1,IMC1,SEC RE NCGB 8.25% STRPP B,       250.00,       250.00,       250.00,       250.00,       250.00,                     2750.00,11, ,2,       263.74,       240.00
N,N2,764NABAR31,7.64% TAX FREE TRI SRIIB,      1134.00,      1134.50,      1134.50,      1133.50,      1134.40,                  1587620.00,1400, ,5,      1215.90,      1062.30
N,N2,79NHIT40,SEC RE NCD 7.90% STRPP B,       303.42,       303.42,       304.97,       303.42,       304.97,                   636981.53,2098, ,20,       320.00,       298.45
N,N2,810IRFC27,BOND 8.10% PA TAX FREE S2,      1117.61,      1120.00,      1121.00,      1120.00,      1120.90,                   224090.00,200, ,3,      1180.00,      1065.00
N,N2,830NHAI27,BOND 8.30% PA TAX FREE S2,      1129.00,      1129.00,      1132.00,      1125.50,      1129.12,                   421050.24,373, ,5,      1177.00,      1062.20
N,N2,957ISFL26,SEC RE NCD 9.57% SR 3,       980.00,       979.99,       979.99,       979.99,       979.99,                    30379.69,31, ,2,      1009.00,       927.00
N,N2,IMC1,SEC RE NCGB 8.25% STRPP C,       247.50,       250.00,       250.00,       250.00,       250.00,                     2500.00,10, ,1,       262.98,       241.80
N,N3,760PFCL35,7.60% TAX FREE NCD,      1213.50,      1203.01,      1203.01,      1203.01,      1203.01,                     1203.01,1, ,1,      1279.84,      1119.01
N,N3,79NHIT47,SEC RE NCD 7.90% STRPP C,       407.25,       406.05,       408.50,       405.53,       406.00,                   404075.32,995, ,16,       428.46,       392.00
N,N3,960CAGL25,SEC RE NCD 9.60% SR. III,      1005.00,      1000.00,      1000.00,      1000.00,      1000.00,                    69000.00,69, ,2,      1025.00,       990.00
N,N3,CIFCZC26A,SEC RE NCD SR.IV,      1045.00,      1045.00,      1045.00,      1045.00,      1045.00,                     1045.00,1, ,1,      1085.00,      1000.00
N,N3,IMC1,SEC RE NCGB 8.25% STRPP D,       259.00,       259.10,       259.10,       258.00,       258.00,                     5171.00,20, ,2,       268.55,       241.81
N,N3,M&MFIN,UNSECURED NCD,      1992.00,      1992.00,      1992.00,      1992.00,      1992.00,                    35856.00,18, ,4,      2244.00,      1728.00
N,N4,1003ISFL28,SEC RE NCD 10.03% SR 5,       994.00,       995.89,       995.89,       995.35,       995.35,                   159322.08,160, ,6,      1018.99,       951.10
N,N4,10IIFL28,UNSEC RE NCD 10% SR.I,       997.59,       997.00,       998.00,       997.00,       997.02,                  1455951.50,1460, ,16,      1082.00,       937.00
N,N4,734IRFC28,7.34 NCD 19FEB28 TR1 SR2,      1101.00,      1101.01,      1101.01,      1101.01,      1101.01,                    25323.23,23, ,4,      1169.90,      1050.50
N,N4,78ABFL33,SEC RE NCD 7.80% SR V,       987.94,       983.90,       983.90,       983.90,       983.90,                      983.90,1, ,1,      1040.00,       960.00
N,N4,801TCH25,SEC RED NCD 8.01% SR.II,      1003.01,      1003.01,      1003.01,      1003.00,      1003.01,                    27081.17,27, ,3,      1100.01,       951.00
N,N4,840CIFCL28,SEC RE NCD 8.40% SR.V,       986.57,       995.00,       995.00,       990.00,       990.00,                   218175.00,220, ,9,      1070.00,       975.11
N,N4,891IIFCL34,8.91% TAX FREE NCD,      1287.05,      1292.50,      1292.50,      1292.50,      1292.50,                    10340.00,8, ,1,      1359.90,      1241.02
N,N4,897MOFSL29,SEC RE NCD 8.97% SR V,      1012.00,      1014.00,      1014.00,      1014.00,      1014.00,                   608400.00,600, ,1,      1015.90,       996.00
N,N4,945IFSL25,SEC RE NCD 9.45% SR.I,       981.00,       980.00,       980.00,       970.01,       970.01,                   131152.14,135, ,4,      1170.00,       941.00
N,N5,1025NFL25,SEC RE NCD 10.25% SR.II,       999.90,       999.80,       999.80,       999.80,       999.80,                    11997.60,12, ,1,      1180.00,       931.35
N,N5,10CAGL27,SEC RE NCD 10% SR. V,      1019.95,      1015.00,      1020.00,      1015.00,      1020.00,                   353124.70,347, ,9,      1066.00,       888.00
N,N5,830PFCL27,8.30% TAX FREE NCD,      1126.00,      1125.00,      1125.00,      1125.00,      1125.00,                   213750.00,190, ,1,      1179.90,      1054.00
N,N5,850NHAI29,8.50% TAX FREE TR I S IIA,      1150.95,      1057.00,      1175.99,      1057.00,      1175.90,                     3408.89,3, ,3,      1252.00,      1003.66
N,N5,879NHPC28,8.79% SEC RED BOND S2B,      1154.79,      1135.01,      1159.99,      1135.01,      1159.99,                   176154.53,153, ,3,      1299.90,      1090.53
