Sr. No,Symbol,Series,Security Name,From,To
1,PANACEABIO,EQ,PANACEA BIOTEC LIMITED,10,5
2,ADL,EQ,ARCHIDPLY DECOR LIMITED,20,10
3,MOS,SM,MOS UTILITY LIMITED,20,10
4,BROOKS,BE,BROOKS LABORATORIES LIMITED,5,2
5,DJML,BE,DJ MEDIAPRINT & LOGISTICS LIMITED,5,2
