"Security Name","Symbol Name","Trade Date","Quantity"
"DIVI'S LABORATORIES LTD","DIVISLAB","12-Sep-2024","15400"
"MAHANAGAR TELEPHONE NIGAM","MTNL","12-Sep-2024","370"
"ICICI BANK LTD.","ICICIBANK","12-Sep-2024","130900"
"TVS MOTOR COMPANY  LTD","TVSMOTOR","12-Sep-2024","5"
"HDFC BANK LTD","HDFCBANK","12-Sep-2024","6"
"ASIAN PAINTS LIMITED","ASIANPAINT","12-Sep-2024","1200"
"GODREJ CONSUMER PRODUCTS LIMITED","GODREJCP","12-Sep-2024","2000"
"AUROBINDO PHARMA LTD","AUROPHARMA","12-Sep-2024","38"
