Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,19062024,2893772557,0002521
Trade Date <19-JUN-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL26,N1,20,20,100.00
20,2,1003ISFL28,N4,2355,2105,89.38
20,3,1015ECL29,NR,100,100,100.00
20,4,1015IHF28B,AZ,5,5,100.00
20,5,1018GS2026,GS,4330,4330,100.00
20,6,1025ICCL26,NT,30,30,100.00
20,7,1025UCL25,N8,9,9,100.00
20,8,1035UCL26,NA,281,245,87.19
20,9,1040NFL26,NA,100,100,100.00
20,10,1050ISFL28,N5,10,10,100.00
20,11,1050NFL26,N7,504,504,100.00
20,12,1050UCL25,N7,20,20,100.00
20,13,105UCL2026,NB,5,5,100.00
20,14,1075NFL25,N6,676,453,67.01
20,15,10CAGL27,N5,362,194,53.59
20,16,10IIFL28,N4,147,147,100.00
20,17,10IIFL28A,NE,65,65,100.00
20,18,10IIFL29,N6,15,15,100.00
20,19,10NFL25,N9,10,10,100.00
20,20,10NIDO26,N6,148,148,100.00
20,21,182D011124,TB,600,600,100.00
20,22,182D040724,TB,400,400,100.00
20,23,182D050924,TB,100,100,100.00
20,24,182D080824,TB,100,100,100.00
20,25,182D110724,TB,100,100,100.00
20,26,182D111024,TB,800,400,50.00
20,27,182D120924,TB,800,700,87.50
20,28,182D141124,TB,100,100,100.00
20,29,182D150824,TB,600,300,50.00
20,30,182D180724,TB,900,800,88.89
20,31,182D190924,TB,1000,1000,100.00
20,32,182D220824,TB,1600,1600,100.00
20,33,182D221124,TB,100,100,100.00
20,34,182D270624,TB,300,300,100.00
20,35,20MICRONS,EQ,237384,104419,43.99
20,36,360ONE,EQ,2526599,1318747,52.19
20,37,364D050625,TB,600,600,100.00
20,38,364D080824,TB,15000,15000,100.00
20,39,364D110425,TB,1500,1500,100.00
20,40,364D120625,TB,500,500,100.00
20,41,364D150525,TB,2800,2800,100.00
20,42,364D211124,TB,200,100,50.00
20,43,364D281124,TB,100,100,100.00
20,44,364D290525,TB,100,100,100.00
20,45,364D300125,TB,200,200,100.00
20,46,3IINFOLTD,EQ,3275057,1230611,37.58
20,47,3MINDIA,EQ,10351,6362,61.46
20,48,3PLAND,EQ,6025,3500,58.09
20,49,515GS2025,GS,30,28,93.33
20,50,522GS2025,GS,5,5,100.00
20,51,563GS2026,GS,8,4,50.00
20,52,574GS2026,GS,150,150,100.00
20,53,5PAISA,EQ,39486,18398,46.59
20,54,610GS2031,GS,1,1,100.00
20,55,618GS2024,GS,10,5,50.00
20,56,622GS2035,GS,5,5,100.00
20,57,63MOONS,EQ,100777,65902,65.39
20,58,654GS2032,GS,1124,1118,99.47
20,59,667GS2035,GS,100,100,100.00
20,60,667GS2050,GS,4003,4003,100.00
20,61,669GS2024,GS,12287,12284,99.98
20,62,676GS2061,GS,2,2,100.00
20,63,68GS2060,GS,1250,1250,100.00
20,64,699GS2026,GS,11146,11146,100.00
20,65,699GS2051,GS,4479,4479,100.00
20,66,702GS2027,GS,200,200,100.00
20,67,704GS2029,GS,2999,2999,100.00
20,68,706GS2028,GS,451,451,100.00
20,69,710GS2029,GS,34178,34178,100.00
20,70,714NHAI26,N7,400,400,100.00
20,71,718GS2033,GS,500,500,100.00
20,72,718GS2037,GS,50760,50560,99.61
20,73,723GS2039,GS,201,201,100.00
20,74,725GS2063,GS,963,963,100.00
20,75,726GS2032,GS,191452,191452,100.00
20,76,726GS2033,GS,1,1,100.00
20,77,729IRFC26,NN,1000,1000,100.00
