MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AT,IBHFZC25B,SEC RE NCD SR III,      1040.37,      1050.00,      1050.00,      1040.00,      1040.00,                    15650.00,15, ,3,      1060.00,       830.10
N,AV,990IHFL26I,SEC RE NCD 9.90% SR IV,      1030.10,      1040.40,      1040.41,      1040.40,      1040.41,                     9363.67,9, ,3,      1040.41,       820.30
N,AX,948IHFL26I,SEC RE NCD 9.48% SR V,       982.00,       963.00,       963.00,       963.00,       963.00,                     5778.00,6, ,2,      1065.00,       900.31
N,AZ,1015IHF28B,SEC RE NCD 10.15% SR VII,      1021.50,      1021.80,      1021.80,      1021.80,      1021.80,                     5109.00,5, ,1,      1025.00,       835.00
N,BC,971IHFL28I,SEC RE NCD 9.71% SR VIII,      1000.00,       950.40,       950.40,       950.40,       950.40,                     4752.00,5, ,1,      1000.00,       820.00
N,N0,885MOFSL26,SEC RE NCD 8.85% SR I,      1000.00,      1000.00,      1000.00,       994.00,      1000.00,                   174876.00,175, ,9,      1002.00,       950.00
N,N0,965IHFL25C,SEC RE NCD 9.39% SR.VIII,       902.00,       895.00,       895.00,       895.00,       895.00,                     1790.00,2, ,2,      1038.00,       815.00
N,N0,975NFL25,SEC RE NCD 9.75% SR. I,       987.25,       987.25,       987.25,       987.25,       987.25,                     9872.50,10, ,1,      1010.00,       960.49
N,N0,9PEL25,SEC RE NCD 9.00% SR I,      1038.50,      1038.51,      1038.51,      1038.51,      1038.51,                    12462.12,12, ,1,      1041.00,       985.00
N,N0,IMC1,SEC RE NCGB 8.25% STRPP A,       255.00,       250.00,       254.40,       250.00,       253.00,                    49689.40,197, ,12,       265.98,       241.00
N,N1,0MOFSL26,SEC RE NCD SR II,       989.00,       989.00,       989.00,       989.00,       989.00,                    19780.00,20, ,1,      1000.00,       860.00
N,N1,735PFCL35,7.35% TAX FREE NCD,      1300.00,      1310.00,      1310.00,      1310.00,      1310.00,                   117900.00,90, ,2,      1691.90,      1000.10
N,N1,79NHIT35,SEC RE NCD 7.90% STRPP A,       305.17,       304.00,       304.70,       304.00,       304.70,                   338390.40,1112, ,21,       316.90,       295.00
N,N1,872MMFSL26,8.72% UNSECURED NCD,      1025.00,      1025.00,      1025.00,      1012.00,      1012.00,                   173860.10,170, ,9,      1145.00,       972.00
N,N1,960ISFL25,SEC RE NCD 9.60% SR 2,      1010.00,      1010.00,      1010.00,      1010.00,      1010.00,                   151500.00,150, ,1,      1032.00,       901.00
N,N1,ABFL26,SEC RE NCD SR II,       997.72,      1010.00,      1029.00,       997.72,      1029.00,                   166718.40,165, ,4,      1029.00,       852.40
N,N1,IMC1,SEC RE NCGB 8.25% STRPP B,       254.00,       250.00,       254.45,       250.00,       252.00,                    37020.30,146, ,8,       263.74,       240.00
N,N2,736PFCL28,7.36% TAX FREE NCD,      1099.60,      1091.51,      1091.51,      1091.51,      1091.51,                    54575.50,50, ,1,      1179.95,      1010.60
N,N2,738REC27TF,TAXFREE SEC NCD TR1 S2,      1094.00,      1095.00,      1095.00,      1095.00,      1095.00,                   109500.00,100, ,1,      1155.00,      1041.47
N,N2,764NABAR31,7.64% TAX FREE TRI SRIIB,      1131.53,      1132.00,      1135.00,      1130.06,      1133.44,                  1017087.45,899, ,14,      1330.00,      1062.30
N,N2,79NHIT40,SEC RE NCD 7.90% STRPP B,       304.85,       304.30,       307.00,       304.30,       304.50,                   328941.20,1080, ,9,       320.00,       298.45
N,N2,810IRFC27,BOND 8.10% PA TAX FREE S2,      1122.00,      1120.30,      1121.00,      1120.01,      1121.00,                   178094.10,159, ,8,      1180.00,      1065.00
N,N2,82HUDCO27,8.20 NCD05MAR27 FV 1000,      1091.02,      1092.00,      1095.99,      1092.00,      1095.99,                   333699.90,305, ,3,      1209.99,      1060.00
N,N2,830NHAI27,BOND 8.30% PA TAX FREE S2,      1129.99,      1130.00,      1130.00,      1130.00,      1130.00,                  1006830.00,891, ,5,      1177.00,      1062.20
