Symbol,Security,From Series,To Series,Change Date,Remarks
BINANIIND,BINANI INDUSTRIES LIMITED,EQ,BE,30-MAY-2024,"GSM STAGE - 0"
KAVVERITEL,KAVVERI TELECOM PRODUCTS LIMITED,EQ,BE,30-MAY-2024,"-"
KCK,KCK INDUSTRIES LIMITED,SM,ST,30-MAY-2024,"-"
MBECL,MCNALLY BHARAT ENGINEERING COMPANY LIMITED,EQ,BE,30-MAY-2024,"GSM STAGE - 0"
SILKFLEX,SILKFLEX POLYMERS (INDIA) LIMITED,ST,SM,30-MAY-2024,"-"
TAINWALCHM,TAINWALA CHEMICAL AND PLASTIC (I) LIMITED,EQ,BE,30-MAY-2024,"-"
