"Security Name","Symbol Name","Trade Date","Quantity"
"ASTRAL POLY TECHNIK LIMITED","ASTRAL","28-May-2024","32296"
"AU SMALL FINANCE BANK LIMITED","AUBANK","28-May-2024","27000"
"COROMANDEL INTERNTL. LTD ","COROMANDEL","28-May-2024","31500"
"JUBILANT FOODWORKS LTD","JUBLFOOD","28-May-2024","10000"
"INDRAPRASTHA GAS LTD","IGL","28-May-2024","24750"
