Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,02072024,1877830547,0002522
Trade Date <02-JUL-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1003IIFL29,NC,12,11,91.67
20,2,1003ISFL28,N4,255,255,100.00
20,3,1015ECL29,NR,747,634,84.87
20,4,1015IHF28B,AZ,64,26,40.63
20,5,1018GS2026,GS,3104,3104,100.00
20,6,1025IHF34,Z8,20,20,100.00
20,7,1025UCL25,N8,5,5,100.00
20,8,1035UCL26,NA,10,10,100.00
20,9,1049DLS25A,Y5,4,4,100.00
20,10,1049DLSL25,NX,200,200,100.00
20,11,1050NFL26,N7,120,120,100.00
20,12,1050UCL25,N7,18,18,100.00
20,13,105IIFL29,N7,56,56,100.00
20,14,1065NFL27,NC,301,301,100.00
20,15,1075IHF33A,N2,23,23,100.00
20,16,10CAGL27,N5,20,20,100.00
20,17,10IIFL28,N4,545,517,94.86
20,18,10IIFL28A,NE,454,454,100.00
20,19,10IIFL29,N6,150,125,83.33
20,20,1119NFL27,ND,145,115,79.31
20,21,11DLSL25,NV,365,256,70.14
20,22,182D011124,TB,100,100,100.00
20,23,182D051224,TB,100,100,100.00
20,24,182D111024,TB,600,600,100.00
20,25,182D120924,TB,3200,3200,100.00
20,26,182D121224,TB,200,200,100.00
20,27,182D181024,TB,500,500,100.00
20,28,182D220824,TB,600,600,100.00
20,29,182D250724,TB,200,200,100.00
20,30,20MICRONS,EQ,247536,115632,46.71
20,31,360ONE,EQ,377222,165842,43.96
20,32,364D020125,TB,200,200,100.00
20,33,364D071124,TB,10000,10000,100.00
20,34,364D120625,TB,200,200,100.00
20,35,364D141124,TB,100,100,100.00
20,36,364D200225,TB,500,500,100.00
20,37,364D211124,TB,300,300,100.00
20,38,364D270924,TB,15000,15000,100.00
20,39,364D290824,TB,3000,3000,100.00
20,40,3IINFOLTD,EQ,1124767,539185,47.94
20,41,3MINDIA,EQ,34347,8181,23.82
20,42,3PLAND,EQ,64375,33495,52.03
20,43,563GS2026,GS,1013,1000,98.72
20,44,574GS2026,GS,94,74,78.72
20,45,5PAISA,EQ,381872,72295,18.93
20,46,610GS2031,GS,2,2,100.00
20,47,618GS2024,GS,8,8,100.00
20,48,622GS2035,GS,202,200,99.01
20,49,63MOONS,EQ,98031,56584,57.72
20,50,654GS2032,GS,42,2,4.76
20,51,667GS2035,GS,5,3,60.00
20,52,667GS2050,GS,57,56,98.25
20,53,68GS2060,GS,2501,2501,100.00
20,54,695GS2061,GS,5532,5500,99.42
20,55,699GS2026,GS,7501,7501,100.00
20,56,699GS2051,GS,4171,4171,100.00
20,57,702GS2027,GS,2273,2271,99.91
20,58,704GS2029,GS,200,200,100.00
20,59,706GS2028,GS,7000,5000,71.43
20,60,710GS2029,GS,153089,152837,99.84
20,61,716GS2050,GS,100,100,100.00
20,62,717GS2030,GS,11094,11094,100.00
20,63,718GS2033,GS,500,500,100.00
20,64,718GS2037,GS,65250,64773,99.27
20,65,719HUDCO28,N7,50,50,100.00
20,66,71GS2034,GS,1200,1200,100.00
20,67,723GS2039,GS,300,300,100.00
20,68,725GS2063,GS,62119,62119,100.00
20,69,726GS2032,GS,40511,29006,71.60
20,70,726GS2033,GS,26501,26500,100.00
20,71,729NHAI26,NC,57,47,82.46
20,72,732GS2030,GS,4700,4700,100.00
20,73,733GS2026,GS,1500,1500,100.00
20,74,734GS2064,GS,103510,103500,99.99
20,75,734IRFC28,N4,100,100,100.00
20,76,735NHAI31,N9,3,1,33.33
20,77,736GS2052,GS,82100,82100,100.00
20,78,736NTPC25D,NB,2,1,50.00
20,79,737GS2028,GS,8300,8200,98.80
20,80,737NTPC35C,NA,55,55,100.00
20,81,738GS2027,GS,112747,111746,99.11
