Confirmed list of securities to be auctioned in A 2024122 to be held on Jul 02 2024.

Sr No,Symbol,Series,Total Qty
1,3MINDIA,EQ,4
2,5PAISA,EQ,1
3,63MOONS,EQ,4
4,AARTIPHARM,EQ,4
5,AARVI,EQ,88
6,AAVAS,EQ,1
7,ABB,EQ,4
8,ABCAPITAL,EQ,105
9,ABFRL,EQ,5348
10,ABSLPSE,EQ,1872
11,ACCELYA,EQ,4
12,ACLGATI,EQ,10
13,ADFFOODS,EQ,3
14,ADROITINFO,EQ,24
15,ADVENZYMES,EQ,1
16,AFFLE,EQ,5
17,AGARIND,EQ,37
18,AIAENG,EQ,4
19,AIRAN,EQ,80
20,AIRTELPP,E1,376
21,AJANTPHARM,EQ,6
22,AJOONI,EQ,3802
23,ALKYLAMINE,EQ,3
24,ALLCARGO,EQ,8
25,ALPEXSOLAR,SM,1200
26,ALPL30IETF,EQ,21
27,AMBICAAGAR,EQ,16
28,AMJLAND,EQ,238
29,AMNPLST,EQ,16
30,ANANDRATHI,EQ,16
31,ANTGRAPHIC,EQ,10
32,ANURAS,EQ,26
33,APLLTD,EQ,32
34,APS,SM,4500
35,APTECHT,EQ,7
36,ARE&M,EQ,21
37,ARIHANTCAP,EQ,75
38,AROGRANITE,EQ,688
39,ARTNIRMAN,EQ,36
40,ARVIND,EQ,99
41,ARVSMART,EQ,2
42,ASALCBR,EQ,1
43,ASHIMASYN,EQ,2931
44,ASIANENE,EQ,3567
45,ASMS,EQ,224
46,ASTERDM,EQ,18
47,ATFL,EQ,2
48,ATGL,EQ,314
49,ATL,EQ,10
50,ATMASTCO,SM,800
51,ATUL,EQ,1
52,ATULAUTO,EQ,77276
53,AURIONPRO,EQ,17
54,AUROPHARMA,EQ,11
55,AURUMPP1,E1,2
56,AUTOIETF,EQ,48
57,AVADHSUGAR,EQ,4
58,AVALON,EQ,1
59,AXISBANK,EQ,2
60,AXISBPSETF,EQ,6
61,AXISCADES,EQ,10
62,AXISGOLD,EQ,326
63,AXISILVER,EQ,224
64,AXISTECETF,EQ,52
65,BAJAJHCARE,EQ,16
66,BAJAJHIND,EQ,4
67,BAJFINANCE,EQ,3
68,BALPHARMA,EQ,10
69,BANCOINDIA,EQ,9
70,BANDHANBNK,EQ,8
71,BANG,EQ,418
72,BANKBARODA,EQ,1000
73,BANKETF,EQ,21
74,BANKETFADD,EQ,132
75,BANKINDIA,EQ,4672
76,BANSWRAS,EQ,4
77,BARBEQUE,EQ,20
78,BBNPPGOLD,EQ,10
79,BBTC,EQ,5
80,BCONCEPTS,EQ,6
81,BEDMUTHA,EQ,42
82,BEPL,EQ,10
83,BHANDARI,EQ,1283
84,BHARATGEAR,EQ,10
85,BHARTIARTL,EQ,119
86,BIOCON,EQ,2300
87,BIRLACABLE,EQ,30
88,BIRLAMONEY,EQ,1820
89,BLAL,EQ,21
90,BLUESTARCO,EQ,6
91,BOROLTD,EQ,10
92,BORORENEW,EQ,50
93,BPCL,EQ,735
94,BPL,EQ,10
95,BSOFT,EQ,2
96,CANFINHOME,EQ,8
97,CARBORUNIV,EQ,1
98,CAREERP,EQ,2
99,CARTRADE,EQ,4
100,CASTROLIND,EQ,1013
101,CEATLTD,EQ,2
102,CENTUM,EQ,24
103,CESC,EQ,9
104,CHALET,EQ,8
105,CHAMBLFERT,EQ,24
106,CHEMFAB,EQ,16
107,CHEVIOT,EQ,8
108,CHOICEIN,EQ,1
109,CIEINDIA,EQ,8
110,CLOUD,SM,187000
111,COLPAL,EQ,106
112,CONCOR,EQ,1
113,CONCORDBIO,EQ,11
114,CONFIPET,EQ,8
115,CONS,EQ,16
116,CRISIL,EQ,38
117,CROMPTON,EQ,2
118,CSLFINANCE,EQ,13
119,CTE,EQ,200
120,CYIENT,EQ,9
121,DALBHARAT,EQ,97
122,DALMIASUG,EQ,1
123,DANGEE,EQ,500
124,DBCORP,EQ,66
125,DBSTOCKBRO,EQ,1906
126,DCBBANK,EQ,10
127,DCM,EQ,10
128,DEEDEV,EQ,30
129,DEEPAKFERT,EQ,140
130,DEEPAKNTR,EQ,16
131,DELTACORP,EQ,10
132,DEN,EQ,10
133,DEVIT,EQ,66
134,DHANI,EQ,10
135,DIAMINESQ,EQ,8
136,DIL,EQ,636
137,DIVISLAB,EQ,20
138,DIVOPPBEES,EQ,124
139,DOMS,EQ,40
140,DPWIRES,EQ,2
141,DREDGECORP,EQ,855
142,DSSL,EQ,32
143,DVL,EQ,1
144,DYNAMATECH,EQ,4
145,DYNPRO,EQ,2
146,ECLERX,EQ,3
147,EIHAHOTELS,EQ,2
148,ELECTCAST,EQ,10
149,ELGIEQUIP,EQ,3
150,EMAMILTD,EQ,10
151,EMAMIREAL,EQ,48
152,EMBASSY,RR,23
153,EMIL,EQ,8
154,EMSLIMITED,EQ,16
155,EMUDHRA,EQ,100
156,ENTERO,EQ,8
157,EPACK,EQ,1
158,EQUITASBNK,EQ,1
159,ESCONET,SM,2400
160,ESG,EQ,81
161,ESILVER,EQ,111
162,EXICOM,EQ,50
163,FCL,EQ,18
164,FEDERALBNK,EQ,500
165,FIBERWEB,EQ,10
166,FINIETF,EQ,806
167,FINOPB,EQ,86
168,FLAIR,EQ,32
169,FMCGIETF,EQ,668
170,FMGOETZE,EQ,9
171,FMNL,EQ,160
172,FOODSIN,EQ,33
173,GAIL,EQ,1
174,GANESHHOUC,EQ,1
175,GANGESSECU,EQ,7
176,GENCON,EQ,52
177,GENUSPOWER,EQ,322
178,GEOJITFSL,EQ,48
179,GHCLTEXTIL,EQ,4
180,GICHSGFIN,EQ,456
181,GILLANDERS,EQ,739
182,GILLETTE,EQ,1
183,GILT5YBEES,EQ,177
184,GLAND,EQ,32
185,GLAXO,EQ,1
186,GMRP&UI,EQ,1
187,GODHA,EQ,174245
188,GOKEX,EQ,30
189,GOLDCASE,EQ,871
190,GOLDETF,EQ,140
191,GOLDETFADD,EQ,140
192,GOLDSHARE,EQ,326
193,GPTHEALTH,EQ,16
194,GREAVESCOT,EQ,359
195,GRMOVER,EQ,8
196,GRSE,EQ,64978
197,GSEC10YEAR,EQ,15
198,GSPL,EQ,12
199,GTLINFRA,EQ,10642079
200,GUJRAFFIA,EQ,24
201,GULFOILLUB,EQ,2
202,GULFPETRO,EQ,4
203,GVKPIL,EQ,1429
204,HAPPYFORGE,EQ,3
205,HARDWYN,EQ,32
206,HATSUN,EQ,2
207,HAVELLS,EQ,116
208,HCG,EQ,7
209,HCLTECH,EQ,700
210,HDFCLIFE,EQ,50
211,HDFCNEXT50,EQ,134
212,HDFCNIF100,EQ,24
213,HDFCNIFIT,EQ,536
214,HDFCQUAL,EQ,72
215,HDFCSENSEX,EQ,113
216,HDFCSML250,EQ,278
217,HEALTHIETF,EQ,39
218,HEALTHY,EQ,780
219,HEG,EQ,5
220,HERCULES,EQ,4
221,HIKAL,EQ,1
222,HIMATSEIDE,EQ,14188
223,HINDALCO,EQ,2
224,HINDPETRO,EQ,1
225,HINDUNILVR,EQ,5
226,HINDWAREAP,EQ,2
227,HLEGLAS,EQ,190
228,HNDFDS,EQ,1
229,HPL,EQ,164
230,HUHTAMAKI,EQ,151
231,IBULPP,E1,1
232,ICIL,EQ,50
233,IDEA,EQ,1101
234,IDFC,EQ,865
235,IDFCFIRSTB,EQ,4029
236,IEL,EQ,419
237,IFBIND,EQ,5
238,IFCI,EQ,1
239,IGARASHI,EQ,2
240,IGL,EQ,252
