Sr. No,Symbol,Series,Security Name,From,To
726,HEIDELBERG,EQ,HEIDELBERGCEMENT INDIA LIMITED,5,20
727,HEMIPROP,EQ,HEMISPHERE PROPERTIES INDIA LIMITED,5,20
728,HERANBA,EQ,HERANBA INDUSTRIES LIMITED,5,20
729,HERCULES,EQ,HERCULES HOISTS LIMITED,5,20
730,HERITGFOOD,EQ,HERITAGE FOODS LIMITED,5,20
731,HESTERBIO,EQ,HESTER BIOSCIENCES LIMITED,5,20
732,HEUBACHIND,EQ,HEUBACH COLORANTS INDIA LIMITED,5,20
733,HFCL,EQ,HFCL LIMITED,5,20
734,HGINFRA,EQ,H.G. INFRA ENGINEERING LIMITED,5,20
735,HGS,EQ,HINDUJA GLOBAL SOLUTIONS LIMITED,5,20
736,HIGHWAYS,IV,HIGHWAYS INFRASTRUCTURE TRUST,5,20
737,HIGREEN,SM,HI-GREEN CARBON LIMITED,5,20
738,HIKAL,EQ,HIKAL LIMITED,5,20
739,HIL,EQ,HIL LIMITED,5,20
740,HIMATSEIDE,EQ,HIMATSINGKA SEIDE LIMITED,5,20
741,HINDCOMPOS,EQ,HINDUSTAN COMPOSITES LIMITED,5,20
742,HINDOILEXP,EQ,HINDUSTAN OIL EXPLORATION COMPANY LIMITED,5,20
743,HINDWAREAP,EQ,HINDWARE HOME INNOVATION LIMITED,5,20
744,HINDZINC,EQ,HINDUSTAN ZINC LIMITED,5,20
745,HISARMETAL,EQ,HISAR METAL INDUSTRIES LIMITED,5,20
746,HITECH,EQ,HI-TECH PIPES LIMITED,5,20
747,HITECHCORP,EQ,HITECH CORPORATION LIMITED,5,20
748,HLEGLAS,EQ,HLE GLASCOAT LIMITED,5,20
749,HMVL,EQ,HINDUSTAN MEDIA VENTURES LIMITED,5,20
750,HNDFDS,EQ,HINDUSTAN FOODS LIMITED,5,20
751,HNGSNGBEES,EQ,NIPPON INDIA ETF HANG SENG BEES,5,20
752,HOLMARC,SM,HOLMARC OPTO-MECHATRONICS LIMITED,5,20
753,HOMEFIRST,EQ,HOME FIRST FINANCE COMPANY INDIA LIMITED,5,20
754,HONASA,EQ,HONASA CONSUMER LIMITED,5,20
755,HONAUT,EQ,HONEYWELL AUTOMATION INDIA LIMITED,5,20
756,HONDAPOWER,EQ,HONDA INDIA POWER PRODUCTS LIMITED,5,20
757,HPAL,EQ,HP ADHESIVES LIMITED,5,20
758,HRHNEXT,SM,HRH NEXT SERVICES LIMITED,5,20
759,HTMEDIA,EQ,HT MEDIA LIMITED,5,20
760,HUDCO,EQ,HOUSING & URBAN DEVELOPMENT CORPORATION LIMITED,5,20
761,HUHTAMAKI,EQ,HUHTAMAKI INDIA LIMITED,5,20
762,IBLFL,SM,IBL FINANCE LIMITED,5,20
763,IBREALEST,EQ,INDIABULLS REAL ESTATE LIMITED,5,20
764,IBULHSGFIN,EQ,INDIABULLS HOUSING FINANCE LIMITED,5,20
765,IBULPP,E1,INDIABULLS HOUSING FINANCE LIMITED,5,20
766,ICEMAKE,EQ,ICE MAKE REFRIGERATION LIMITED,5,20
767,ICICIB22,EQ,ICICI PRUDENTIAL MUTUAL FUND - BHARAT 22 ETF,5,20
768,ICIL,EQ,INDO COUNT INDUSTRIES LIMITED,5,20
769,ICRA,EQ,ICRA LIMITED,5,20
770,IDBI,EQ,IDBI BANK LIMITED,5,20
771,IDEAFORGE,EQ,IDEAFORGE TECHNOLOGY LIMITED,5,20
772,IDFNIFTYET,EQ,BANDHAN NIFTY 50 ETF,5,20
773,IFBAGRO,EQ,IFB AGRO INDUSTRIES LIMITED,5,20
774,IFBIND,EQ,IFB INDUSTRIES LIMITED,5,20
775,IFGLEXPOR,EQ,IFGL REFRACTORIES LIMITED,5,20
776,IGARASHI,EQ,IGARASHI MOTORS INDIA LIMITED,5,20
777,IGPL,EQ,IG PETROCHEMICALS LIMITED,5,20
778,IIFL,EQ,IIFL FINANCE LIMITED,5,20
779,IIFLSEC,EQ,IIFL SECURITIES LIMITED,5,20
780,IKIO,EQ,IKIO LIGHTING LIMITED,5,20
781,IMAGICAA,EQ,IMAGICAAWORLD ENTERTAINMENT LIMITED,5,20
782,IMFA,EQ,INDIAN METALS & FERRO ALLOYS LIMITED,5,20
783,IMPAL,EQ,INDIA MOTOR PARTS AND ACCESSORIES LIMITED,5,20
784,INDBANK,EQ,INDBANK MERCHANT BANKING SERVICES LIMITED,5,20
785,INDGN,EQ,INDEGENE LIMITED,5,20
786,INDIAGLYCO,EQ,INDIA GLYCOLS LIMITED,5,20
787,INDIANB,EQ,INDIAN BANK,5,20
788,INDIANCARD,EQ,INDIAN CARD CLOTHING COMPANY LIMITED,5,20
789,INDIANHUME,EQ,INDIAN HUME PIPE COMPANY LIMITED,5,20
790,INDIASHLTR,EQ,INDIA SHELTER FINANCE CORPORATION LIMITED,5,20
791,INDIFRA,SM,INDIFRA LIMITED,5,20
792,INDIGOPNTS,EQ,INDIGO PAINTS LIMITED,5,20
793,INDIGRID,IV,INDIA GRID TRUST,5,20
794,INDINFR,IV,INDINFRAVIT TRUST,5,20
795,INDNIPPON,EQ,INDIA NIPPON ELECTRICALS LIMITED,5,20
796,INDOAMIN,EQ,INDO AMINES LIMITED,5,20
797,INDOBORAX,EQ,INDO BORAX & CHEMICALS LIMITED,5,20
798,INDOCO,EQ,INDOCO REMEDIES LIMITED,5,20
799,INDORAMA,EQ,INDO RAMA SYNTHETICS (INDIA) LIMITED,5,20
800,INDOSTAR,EQ,INDOSTAR CAPITAL FINANCE LIMITED,5,20
801,INDRAMEDCO,EQ,INDRAPRASTHA MEDICAL CORPORATION LIMITED,5,20
802,INDSWFTLAB,EQ,IND-SWIFT LABORATORIES LIMITED,5,20
803,INDTERRAIN,EQ,INDIAN TERRAIN FASHIONS LIMITED,5,20
804,INFIBEAM,EQ,INFIBEAM AVENUES LIMITED,5,20
805,INFINIUM,SM,INFINIUM PHARMACHEM LIMITED,5,20
806,INFOBEAN,EQ,INFOBEANS TECHNO. LTD.,5,20
807,INFOLLION,SM,INFOLLION RESEARCH SERVICES LIMITED,5,20
808,INFRABEES,EQ,NIPPON INDIA ETF NIFTY INFRASTRUCTURE BEES,5,20
809,INFRAIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND-ICICI PRUDENTIAL NIFTY INFRASTRUCTURE ETF,5,20
810,INGERRAND,EQ,INGERSOLL RAND (INDIA) LIMITED,5,20
811,INM,SM,INTERIORS & MORE LIMITED,5,20
812,INNOVACAP,EQ,INNOVA CAPTAB LIMITED,5,20
813,INNOVANA,SM,INNOVANA THINKLABS LIMITED,5,20
814,INOXINDIA,EQ,INOX INDIA LIMITED,5,20
815,INSECTICID,EQ,INSECTICIDES (INDIA) LIMITED,5,20
816,INTELLECT,EQ,INTELLECT DESIGN ARENA LIMITED,5,20
817,INTENTECH,EQ,INTENSE TECHNOLOGIES LIMITED,5,20
818,INTLCONV,EQ,INTERNATIONAL CONVEYORS LIMITED,5,20
819,IOB,EQ,INDIAN OVERSEAS BANK,5,20
820,IOLCP,EQ,IOL CHEMICALS AND PHARMACEUTICALS LIMITED,5,20
821,IONEXCHANG,EQ,ION EXCHANGE (INDIA) LIMITED,5,20
822,IPSL,SM,INTEGRATED PERSONNEL SERVICES LIMITED,5,20
823,IRB,EQ,IRB INFRASTRUCTURE DEVELOPERS LIMITED,5,20
824,IRBINVIT,IV,IRB INVIT FUND,5,20
825,IRBIT,IV,IRB INFRASTRUCTURE TRUST,5,20
826,IRCON,EQ,IRCON INTERNATIONAL LIMITED,5,20
827,IREDA,EQ,INDIAN RENEWABLE ENERGY DEVELOPMENT AGENCY LIMITED,5,20
828,IRFC,EQ,INDIAN RAILWAY FINANCE CORPORATION LIMITED,5,20
829,IRISDOREME,EQ,IRIS CLOTHINGS LIMITED,5,20
830,IRMENERGY,EQ,IRM ENERGY LIMITED,5,20
831,ISEC,EQ,ICICI SECURITIES LIMITED,5,20
832,ISFT,EQ,INTRASOFT TECHNOLOGIES LIMITED,5,20
833,ISGEC,EQ,ISGEC HEAVY ENGINEERING LIMITED,5,20
834,ISMTLTD,EQ,ISMT LIMITED,5,20
835,IT,EQ,KOTAK NIFTY IT ETF,5,20
836,ITALIANE,SM,ITALIAN EDIBLES LIMITED,5,20
837,ITBEES,EQ,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,5,20
838,ITDCEM,EQ,ITD CEMENTATION INDIA LIMITED,5,20
839,ITETF,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY IT ETF,5,20
840,ITETFADD,EQ,DSP MUTUAL FUND - DSP NIFTY IT ETF,5,20
841,ITI,EQ,ITI LIMITED,5,20
842,ITIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY IT ETF,5,20
843,IVZINGOLD,EQ,INVESCO INDIA GOLD EXCHANGE TRADED FUND,5,20
844,IVZINNIFTY,EQ,INVESCO INDIA NIFTY EXCHANGE TRADED FUND,5,20
845,JAGRAN,EQ,JAGRAN PRAKASHAN LIMITED,5,20
846,JAGSNPHARM,EQ,JAGSONPAL PHARMACEUTICALS LIMITED,5,20
847,JAMNAAUTO,EQ,JAMNA AUTO INDUSTRIES LIMITED,5,20
848,JASH,EQ,JASH ENGINEERING LIMITED,5,20
849,JAYAGROGN,EQ,JAYANT AGRO ORGANICS LIMITED,5,20
850,JAYBARMARU,EQ,JAY BHARAT MARUTI LIMITED,5,20
851,JAYSREETEA,EQ,JAYSHREE TEA & INDUSTRIES LIMITED,5,20
852,JBCHEPHARM,EQ,JB CHEMICALS & PHARMACEUTICALS LIMITED,5,20
853,JBMA,EQ,JBM AUTO LIMITED,5,20
854,JCHAC,EQ,JOHNSON CONTROLS - HITACHI AIR CONDITIONING INDIA LIMITED,5,20
855,JETFREIGHT,EQ,JET FREIGHT LOGISTICS LIMITED,5,20
856,JFLLIFE,SM,JFL LIFE SCIENCES LIMITED,5,20
857,JGCHEM,EQ,J.G.CHEMICALS LIMITED,5,20
858,JINDALPHOT,EQ,JINDAL PHOTO LIMITED,5,20
859,JINDALPOLY,EQ,JINDAL POLY FILMS LIMITED,5,20
860,JINDALSAW,EQ,JINDAL SAW LIMITED,5,20
861,JINDRILL,EQ,JINDAL DRILLING AND INDUSTRIES LIMITED,5,20
862,JINDWORLD,EQ,JINDAL WORLDWIDE LIMITED,5,20
863,JIOFIN,EQ,JIO FINANCIAL SERVICES LIMITED,5,20
864,JISLDVREQS,EQ,JAIN IRRIGATION SYSTEMS LIMITED,5,20
865,JISLJALEQS,EQ,JAIN IRRIGATION SYSTEMS LIMITED,5,20
866,JIWANRAM,SM,JIWANRAM SHEODUTTRAI INDUSTRIES LIMITED,5,20
867,J&KBANK,EQ,THE JAMMU & KASHMIR BANK LIMITED,5,20
868,JKIL,EQ,J.KUMAR INFRAPROJECTS LIMITED,5,20
869,JKLAKSHMI,EQ,JK LAKSHMI CEMENT LIMITED,5,20
870,JKPAPER,EQ,JK PAPER LIMITED,5,20
871,JKTYRE,EQ,JK TYRE & INDUSTRIES LIMITED,5,20
872,JLHL,EQ,JUPITER LIFE LINE HOSPITALS LIMITED,5,20
873,JMFINANCIL,EQ,JM FINANCIAL LIMITED,5,20
874,JNKINDIA,EQ,JNK INDIA LIMITED,5,20
875,JOCIL,EQ,JOCIL LIMITED,5,20
876,JPOLYINVST,EQ,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,5,20
877,JSFB,EQ,JANA SMALL FINANCE BANK LIMITED,5,20
878,JSL,EQ,JINDAL STAINLESS LIMITED,5,20
879,JSWENERGY,EQ,JSW ENERGY LIMITED,5,20
880,JSWHL,EQ,JSW HOLDINGS LIMITED,5,20
881,JTEKTINDIA,EQ,JTEKT INDIA LIMITED,5,20
882,JTLIND,EQ,JTL INDUSTRIES LIMITED,5,20
883,JUBLINGREA,EQ,JUBILANT INGREVIA LIMITED,5,20
884,JUBLPHARMA,EQ,JUBILANT PHARMOVA LIMITED,5,20
885,JUNIORBEES,EQ,NIPPON INDIA ETF NIFTY NEXT 50 JUNIOR BEES,5,20
886,JUSTDIAL,EQ,JUST DIAL LIMITED,5,20
887,JWL,EQ,JUPITER WAGONS LIMITED,5,20
888,JYOTHYLAB,EQ,JYOTHY LABS LIMITED,5,20
889,K2INFRA,SM,K2 INFRAGEN LIMITED,5,20
890,KABRAEXTRU,EQ,KABRA EXTRUSION TECHNIK LIMITED,5,20
891,KAJARIACER,EQ,KAJARIA CERAMICS LIMITED,5,20
892,KAKATCEM,EQ,KAKATIYA CEMENT SUGAR & INDUSTRIES LIMITED,5,20
893,KALAMANDIR,EQ,SAI SILKS (KALAMANDIR) LIMITED,5,20
894,KALYANKJIL,EQ,KALYAN JEWELLERS INDIA LIMITED,5,20
895,KANDARP,SM,KANDARP DIGI SMART BPO LIMITED,5,20
896,KANORICHEM,EQ,KANORIA CHEMICALS & INDUSTRIES LIMITED,5,20
897,KANPRPLA,EQ,KANPUR PLASTIPACK LIMITED,5,20
898,KANSAINER,EQ,KANSAI NEROLAC PAINTS LIMITED,5,20
899,KARURVYSYA,EQ,KARUR VYSYA BANK LIMITED,5,20
900,KAYA,EQ,KAYA LIMITED,5,20
901,KAYNES,EQ,KAYNES TECHNOLOGY INDIA LIMITED,5,20
902,KCP,EQ,KCP LIMITED,5,20
903,KCPSUGIND,EQ,KCP SUGAR AND INDUSTRIES CORPORATION LIMITED,5,20
904,KDDL,EQ,KDDL LIMITED,5,20
905,KEC,EQ,KEC INTERNATIONAL LIMITED,5,20
906,KEI,EQ,KEI INDUSTRIES LIMITED,5,20
907,KEL,SM,KUNDAN EDIFICE LIMITED,5,20
908,KELLTONTEC,EQ,KELLTON TECH SOLUTIONS LIMITED,5,20
909,KFINTECH,EQ,KFIN TECHNOLOGIES LIMITED,5,20
910,KHADIM,EQ,KHADIM INDIA LIMITED,5,20
911,KHAICHEM,EQ,KHAITAN CHEMICALS & FERTILIZERS LIMITED,5,20
912,KHFM,SM,KHFM HOSPITALITY AND FACILITY MANAGEMENT SERVICES LIMITED,5,20
913,KICL,EQ,KALYANI INVESTMENT COMPANY LIMITED,5,20
914,KIMS,EQ,KRISHNA INSTITUTE OF MEDICAL SCIENCES LIMITED,5,20
915,KINGFA,EQ,KINGFA SCIENCE & TECHNOLOGY (INDIA) LIMITED,5,20
916,KIOCL,EQ,KIOCL LIMITED,5,20
917,KIRIINDUS,EQ,KIRI INDUSTRIES LIMITED,5,20
918,KIRLOSBROS,EQ,KIRLOSKAR BROTHERS LIMITED,5,20
919,KIRLOSENG,EQ,KIRLOSKAR OIL ENGINES LIMITED,5,20
920,KIRLOSIND,EQ,KIRLOSKAR INDUSTRIES LIMITED,5,20
921,KITEX,EQ,KITEX GARMENTS LIMITED,5,20
922,KKCL,EQ,KEWAL KIRAN CLOTHING LIMITED,5,20
923,KLL,SM,KAUSHALYA LOGISTICS LIMITED,5,20
924,KNAGRI,SM,KN AGRI RESOURCES LIMITED,5,20
925,KNRCON,EQ,KNR CONSTRUCTIONS LIMITED,5,20
926,KOHINOOR,EQ,KOHINOOR FOODS LIMITED,5,20
927,KOKUYOCMLN,EQ,KOKUYO CAMLIN LIMITED,5,20
928,KOLTEPATIL,EQ,KOLTE - PATIL DEVELOPERS LIMITED,5,20
929,KONTOR,SM,KONTOR SPACE LIMITED,5,20
930,KOPRAN,EQ,KOPRAN LIMITED,5,20
931,KORE,SM,JAY JALARAM TECHNOLOGIES LIMITED,5,20
932,KOTARISUG,EQ,KOTHARI SUGARS AND CHEMICALS LIMITED,5,20
933,KOTHARIPET,EQ,KOTHARI PETROCHEMICALS LIMITED,5,20
934,KOTHARIPRO,EQ,KOTHARI PRODUCTS LIMITED,5,20
935,KOTYARK,SM,KOTYARK INDUSTRIES LIMITED,5,20
936,KPIL,EQ,KALPATARU PROJECTS INTERNATIONAL LIMITED,5,20
937,KPITTECH,EQ,KPIT TECHNOLOGIES LIMITED,5,20
938,KPRMILL,EQ,K.P.R. MILL LIMITED,5,20
939,KRBL,EQ,KRBL LIMITED,5,20
940,KRISHANA,EQ,KRISHANA PHOSCHEM LIMITED,5,20
941,KRISHCA,SM,KRISHCA STRAPPING SOLUTIONS LIMITED,5,20
942,KRISHNADEF,SM,KRISHNA DEFENCE AND ALLIED INDUSTRIES LIMITED,5,20
943,KRITI,EQ,KRITI INDUSTRIES (INDIA) LIMITED,5,20
944,KRITINUT,EQ,KRITI NUTRIENTS LIMITED,5,20
945,KRSNAA,EQ,KRSNAA DIAGNOSTICS LIMITED,5,20
946,KRYSTAL,EQ,KRYSTAL INTEGRATED SERVICES LIMITED,5,20
947,KSB,EQ,KSB LIMITED,5,20
948,KSCL,EQ,KAVERI SEED COMPANY LIMITED,5,20
949,KSL,EQ,KALYANI STEELS LIMITED,5,20
950,KSOLVES,EQ,KSOLVES INDIA LIMITED,5,20
951,KTKBANK,EQ,THE KARNATAKA BANK LIMITED,5,20
952,KTL,SM,KALAHRIDHAAN TRENDZ LIMITED,5,20
953,KUANTUM,EQ,KUANTUM PAPERS LIMITED,5,20
954,LAMBODHARA,EQ,LAMBODHARA TEXTILES LIMITED,5,20
955,LANDMARK,EQ,LANDMARK CARS LIMITED,5,20
956,LAOPALA,EQ,LA OPALA RG LIMITED,5,20
957,LAWSIKHO,SM,ADDICTIVE LEARNING TECHNOLOGY LIMITED,5,20
958,LAXMICOT,EQ,LAXMI COTSPIN LIMITED,5,20
959,LAXMIMACH,EQ,LAKSHMI MACHINE WORKS LIMITED,5,20
960,LEMERITE,SM,LE MERITE EXPORTS LIMITED,5,20
961,LEMONTREE,EQ,LEMON TREE HOTELS LIMITED,5,20
962,LEXUS,EQ,LEXUS GRANITO (INDIA) LIMITED,5,20
963,LGBBROSLTD,EQ,LG BALAKRISHNAN & BROS LIMITED,5,20
964,LIBAS,EQ,LIBAS CONSUMER PRODUCTS LIMITED,5,20
965,LICI,EQ,LIFE INSURANCE CORPORATION OF INDIA,5,20
966,LICMFGOLD,EQ,LIC MF GOLD EXCHANGE TRADED FUND,5,20
967,LICNETFGSC,EQ,LIC MF - LIC MF G-SEC LT ETF - GO,5,20
968,LICNETFN50,EQ,LIC MF - LIC MF EXCHANGE TRADED FUND - NIFTY 50,5,20
969,LICNETFSEN,EQ,LIC MUTUAL FUND - LIC MF EXCHANGE TRADED FUND - SENSEX,5,20
970,LICNFNHGP,EQ,LIC MF - LIC MF ETF - NIFTY 100,5,20
971,LICNMID100,EQ,LIC MUTUAL FUND - LIC MF NIFTY MIDCAP 100 ETF,5,20
972,LIKHITHA,EQ,LIKHITHA INFRASTRUCTURE LIMITED,5,20
973,LINC,EQ,LINC LIMITED,5,20
974,LINCOLN,EQ,LINCOLN PHARMACEUTICALS LIMITED,5,20
975,LINDEINDIA,EQ,LINDE INDIA LIMITED,5,20
976,LIQUID,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 1D RATE LIQUID ETF,5,20
977,LIQUID1,EQ,KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY 1D RATE LIQUID ETF,5,20
978,LIQUIDADD,EQ,DSP MUTUAL FUND - DSP S&P BSE LIQUID RATE ETF,5,20
979,LIQUIDCASE,EQ,ZERODHA FUND HOUSE - ZERODHA NIFTY 1D RATE LIQUID ETF,5,20
980,LIQUIDETF,EQ,DSP NIFTY 1D RATE LIQUID ETF,5,20
981,LIQUIDIETF,EQ,ICICI PRUDENTIAL S&P BSE LIQUID RATE ETF,5,20
982,LIQUIDSBI,EQ,SBI MUTUAL FUND - SBI NIFTY 1D RATE ETF,5,20
983,LLOYDSENGG,EQ,LLOYDS ENGINEERING WORKS LIMITED,5,20
984,LLOYDSME,EQ,LLOYDS METALS AND ENERGY LIMITED,5,20
985,LODHA,EQ,MACROTECH DEVELOPERS LIMITED,5,20
986,LOVABLE,EQ,LOVABLE LINGERIE LIMITED,5,20
987,LOWVOL,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 100 LOW VOLATILITY 30 ETF,5,20
988,LOWVOL1,EQ,KOTAK NIFTY 100 LOW VOLATILITY 30 ETF,5,20
989,LOWVOLIETF,EQ,ICICI PRUDENTIAL NIFTY 100 LOW VOLATILITY 30 ETF,5,20
990,LOYALTEX,EQ,LOYAL TEXTILE MILLS LIMITED,5,20
991,LTFOODS,EQ,LT FOODS LIMITED,5,20
992,LTGILTBEES,EQ,NIPPON INDIA ETF NIFTY 8-13 YR G-SEC LONG TERM GILT,5,20
993,LUMAXIND,EQ,LUMAX INDUSTRIES LIMITED,5,20
994,LUMAXTECH,EQ,LUMAX AUTO TECHNOLOGIES LIMITED,5,20
995,LUXIND,EQ,LUX INDUSTRIES LIMITED,5,20
996,LXCHEM,EQ,LAXMI ORGANIC INDUSTRIES LIMITED,5,20
997,LYKALABS,EQ,LYKA LABS LIMITED,5,20
998,MAANALU,EQ,MAAN ALUMINIUM LIMITED,5,20
999,MADHAVBAUG,SM,VAIDYA SANE AYURVED LABORATORIES LIMITED,5,20
1000,MADRASFERT,EQ,MADRAS FERTILIZERS LIMITED,5,20
1001,MAFANG,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NYSE FANG+ ETF,5,20
1002,MAGADSUGAR,EQ,MAGADH SUGAR & ENERGY LIMITED,5,20
1003,MAGSON,SM,MAGSON RETAIL AND DISTRIBUTION LIMITED,5,20
1004,MAHABANK,EQ,BANK OF MAHARASHTRA,5,20
1005,MAHAPEXLTD,EQ,MAHA RASHTRA APEX CORPORATION LIMITED,5,20
1006,MAHASTEEL,EQ,MAHAMAYA STEEL INDUSTRIES LIMITED,5,20
1007,MAHEPC,EQ,MAHINDRA EPC IRRIGATION LIMITED,5,20
1008,MAHESHWARI,EQ,MAHESHWARI LOGISTICS LIMITED,5,20
1009,MAHICKRA,SM,MAHICKRA CHEMICALS LIMITED,5,20
1010,MAHKTECH,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET HANG SENG TECH ETF,5,20
1011,MAHLIFE,EQ,MAHINDRA LIFESPACE DEVELOPERS LIMITED,5,20
1012,MAHLOG,EQ,MAHINDRA LOGISTICS LIMITED,5,20
1013,MAHSCOOTER,EQ,MAHARASHTRA SCOOTERS LIMITED,5,20
1014,MAHSEAMLES,EQ,MAHARASHTRA SEAMLESS LIMITED,5,20
1015,MAITHANALL,EQ,MAITHAN ALLOYS LIMITED,5,20
1016,MAKEINDIA,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY INDIA MANUFACTURING ETF,5,20
1017,MAL,SM,MANGALAM ALLOYS LIMITED,5,20
1018,MALLCOM,EQ,MALLCOM (INDIA) LIMITED,5,20
1019,MANAKSIA,EQ,MANAKSIA LIMITED,5,20
1020,MANALIPETC,EQ,MANALI PETROCHEMICALS LIMITED,5,20
1021,MANGALAM,EQ,MANGALAM DRUGS AND ORGANICS LIMITED,5,20
1022,MANGCHEFER,EQ,MANGALORE CHEMICALS & FERTILIZERS LIMITED,5,20
1023,MANGLMCEM,EQ,MANGALAM CEMENT LIMITED,5,20
1024,MANINFRA,EQ,MAN INFRACONSTRUCTION LIMITED,5,20
1025,MANOMAY,EQ,MANOMAY TEX INDIA LIMITED,5,20
1026,MANYAVAR,EQ,VEDANT FASHIONS LIMITED,5,20
1027,MAPMYINDIA,EQ,C.E. INFO SYSTEMS LIMITED,5,20
1028,MARALOVER,EQ,MARAL OVERSEAS LIMITED,5,20
1029,MARATHON,EQ,MARATHON NEXTGEN REALTY LIMITED,5,20
1030,MARCO,SM,MARCO CABLES & CONDUCTORS LIMITED,5,20
1031,MARINETRAN,SM,MARINETRANS INDIA LIMITED,5,20
1032,MARKSANS,EQ,MARKSANS PHARMA LIMITED,5,20
1033,MASFIN,EQ,MAS FINANCIAL SERVICES LIMITED,5,20
1034,MASPTOP50,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET S&P 500 TOP 50 ETF,5,20
1035,MASTEK,EQ,MASTEK LIMITED,5,20
1036,MASTER,SM,MASTER COMPONENTS LIMITED,5,20
1037,MATRIMONY,EQ,MATRIMONY.COM LIMITED,5,20
1038,MAWANASUG,EQ,MAWANA SUGARS LIMITED,5,20
1039,MAXESTATES,EQ,MAX ESTATES LIMITED,5,20
1040,MAXHEALTH,EQ,MAX HEALTHCARE INSTITUTE LIMITED,5,20
1041,MAXPOSURE,SM,MAXPOSURE LIMITED,5,20
1042,MAYURUNIQ,EQ,MAYUR UNIQUOTERS LTD,5,20
1043,MAZDA,EQ,MAZDA LIMITED,5,20
1044,MAZDOCK,EQ,MAZAGON DOCK SHIPBUILDERS LIMITED,5,20
1045,MBAPL,EQ,MADHYA BHARAT AGRO PRODUCTS LIMITED,5,20
1046,MEDANTA,EQ,GLOBAL HEALTH LIMITED,5,20
1047,MEDIASSIST,EQ,MEDI ASSIST HEALTHCARE SERVICES LIMITED,5,20
1048,MEDICAMEQ,EQ,MEDICAMEN BIOTECH LIMITED,5,20
1049,MEDPLUS,EQ,MEDPLUS HEALTH SERVICES LIMITED,5,20
1050,MEGASTAR,EQ,MEGASTAR FOODS LIMITED,5,20
1051,MEGATHERM,SM,MEGATHERM INDUCTION LIMITED,5,20
1052,MENONBE,EQ,MENON BEARINGS LIMITED,5,20
1053,METROBRAND,EQ,METRO BRANDS LIMITED,5,20
1054,MGEL,EQ,MANGALAM GLOBAL ENTERPRISE LIMITED,5,20
1055,MHHL,SM,MOHINI HEALTH & HYGIENE LIMITED,5,20
1056,MHLXMIRU,EQ,MAHALAXMI RUBTECH LIMITED,5,20
1057,MHRIL,EQ,MAHINDRA HOLIDAYS & RESORTS INDIA LIMITED,5,20
1058,MICROPRO,SM,MICROPRO SOFTWARE SOLUTIONS LIMITED,5,20
1059,MID150BEES,EQ,NIPPON INDIA ETF NIFTY MIDCAP 150,5,20
1060,MIDCAP,EQ,KOTAK NIFTY MIDCAP 50 ETF,5,20
1061,MIDCAPETF,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY MIDCAP 150 ETF,5,20
1062,MIDCAPIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY MIDCAP 150 ETF,5,20
1063,MIDHANI,EQ,MISHRA DHATU NIGAM LIMITED,5,20
1064,MIDQ50ADD,EQ,DSP  MUTUAL FUND - DSP NIFTY MIDCAP 150 QUALITY 50 ETF,5,20
1065,MIDSELIETF,EQ,ICICI PRUDENTIAL S&P BSE MIDCAP SELECT ETF,5,20
1066,MINDACORP,EQ,MINDA CORPORATION LIMITED,5,20
1067,MINDSPACE,RR,MINDSPACE BUSINESS PARKS REIT,5,20
1068,MMFL,EQ,MM FORGINGS LIMITED,5,20
1069,MMP,EQ,MMP INDUSTRIES LIMITED,5,20
1070,MNC,EQ,KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY MNC ETF,5,20
1071,MOGSEC,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL 5 YEAR G SEC ETF - GROWTH,5,20
1072,MOHEALTH,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL S&P BSE HEALTHCARE ETF,5,20
1073,MOIL,EQ,MOIL LIMITED,5,20
1074,MOL,EQ,MEGHMANI ORGANICS LIMITED,5,20
1075,MOLDTECH,EQ,MOLD-TEK TECHNOLOGIES LIMITED,5,20
1076,MOLDTKPAC,EQ,MOLD-TEK PACKAGING LIMITED,5,20
1077,MOLOWVOL,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL S&P BSE LOW VOLATILITY ETF,5,20
1078,MOM100,EQ,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL MOST SHARES M100 ETF GO,5,20
