Sr. No,Symbol,Series,Security Name,From,To
1,DHRUV,BE,DHRUV CONSULTANCY SERVICES LIMITED,5,2
2,JAIPURKURT,BE,NANDANI CREATION LIMITED,5,2
3,TFL,BE,TRANSWARRANTY FINANCE LIMITED,5,2
4,3RDROCK,IT,3RD ROCK MULTIMEDIA LIMITED,5,10
5,AADHARHFC,EQ,AADHAR HOUSING FINANCE LIMITED,5,10
6,ABSLAMC,EQ,ADITYA BIRLA SUN LIFE AMC LIMITED,5,10
7,ACEINTEG,EQ,ACE INTEGRATED SOLUTIONS LIMITED,5,10
8,ACL,EQ,ANDHRA CEMENTS LIMITED,5,10
9,ADL,EQ,ARCHIDPLY DECOR LIMITED,5,10
10,AETHER,EQ,AETHER INDUSTRIES LIMITED,5,10
11,AHL,EQ,ABANS HOLDINGS LIMITED,5,10
12,AJOONI,EQ,AJOONI BIOTECH LIMITED,5,10
13,AKANKSHA,SM,AKANKSHA POWER AND INFRASTRUCTURE LIMITED,5,10
14,ALBERTDAVD,EQ,ALBERT DAVID LIMITED,5,10
15,ALKALI,EQ,ALKALI METALS LIMITED,5,10
16,AMDIND,EQ,AMD INDUSTRIES LIMITED,5,10
17,ANIKINDS,EQ,ANIK INDUSTRIES LIMITED,5,10
18,ANLON,SM,ANLON TECHNOLOGY SOLUTIONS LIMITED,5,10
19,ASKAUTOLTD,EQ,ASK AUTOMOTIVE LIMITED,5,10
20,AUROIMPEX,SM,AURO IMPEX & CHEMICALS LIMITED,5,10
21,AWL,EQ,ADANI WILMAR LIMITED,5,10
22,BAHETI,SM,BAHETI RECYCLING INDUSTRIES LIMITED,5,10
23,BDR,IT,BDR BUILDCON LIMITED,5,10
24,BEARDSELL,EQ,BEARDSELL LIMITED,5,10
25,BESTAGRO,EQ,BEST AGROLIFE LIMITED,5,10
26,BHAGYANGR,EQ,BHAGYANAGAR INDIA LIMITED,5,10
27,BHANDARI,EQ,BHANDARI HOSIERY EXPORTS LIMITED,5,10
28,BIKAJI,EQ,BIKAJI FOODS INTERNATIONAL LIMITED,5,10
29,BLAL,EQ,BEML LAND ASSETS LIMITED,5,10
30,BLUEJET,EQ,BLUE JET HEALTHCARE LIMITED,5,10
31,BURNPUR,EQ,BURNPUR CEMENT LIMITED,5,10
32,BYKE,EQ,THE BYKE HOSPITALITY LTD,5,10
33,CANARYS,SM,CANARYS AUTOMATIONS LIMITED,5,10
34,CCHHL,EQ,COUNTRY CLUB HOSPITALITY & HOLIDAYS LIMITED,5,10
35,CELLO,EQ,CELLO WORLD LIMITED,5,10
36,CHEMFAB,EQ,CHEMFAB ALKALIS LIMITED,5,10
37,CORDSCABLE,EQ,CORDS CABLE INDUSTRIES LIMITED,5,10
38,CREST,EQ,CREST VENTURES LIMITED,5,10
39,DAVANGERE,EQ,DAVANGERE SUGAR COMPANY LIMITED,5,10
40,DEVIT,EQ,DEV INFORMATION TECHNOLOGY LIMITED,5,10
41,DIGISPICE,EQ,DIGISPICE TECHNOLOGIES LIMITED,5,10
42,DRCSYSTEMS,EQ,DRC SYSTEMS INDIA LIMITED,5,10
43,DSSL,EQ,DYNACONS SYSTEMS & SOLUTIONS LIMITED,5,10
44,DYCL,EQ,DYNAMIC CABLES LIMITED,5,10
45,EMAMIREAL,EQ,EMAMI REALTY LIMITED,5,10
46,EMIL,EQ,ELECTRONICS MART INDIA LIMITED,5,10
47,EMKAY,EQ,EMKAY GLOBAL FINANCIAL SERVICES LIMITED,5,10
48,ESSARSHPNG,EQ,ESSAR SHIPPING LIMITED,5,10
49,FLAIR,EQ,FLAIR WRITING INDUSTRIES LIMITED,5,10
50,GENCON,EQ,GENERIC ENGINEERING CONSTRUCTION AND PROJECTS LIMITED,5,10
51,GINNIFILA,EQ,GINNI FILAMENTS LIMITED,5,10
52,GLS,EQ,GLENMARK LIFE SCIENCES LIMITED,5,10
53,GOLDTECH,EQ,AION-TECH SOLUTIONS LIMITED,5,10
54,GOPAL,EQ,GOPAL SNACKS LIMITED,5,10
55,GRINFRA,EQ,G R INFRAPROJECTS LIMITED,5,10
56,GSLSU,EQ,GLOBAL SURFACES LIMITED,5,10
57,HAPPYFORGE,EQ,HAPPY FORGINGS LIMITED,5,10
58,HARRMALAYA,EQ,HARRISONS  MALAYALAM LIMITED,5,10
59,HBSL,EQ,HB STOCKHOLDINGS LIMITED,5,10
60,HCC,EQ,HINDUSTAN CONSTRUCTION COMPANY LIMITED,5,10
61,HEXATRADEX,EQ,HEXA TRADEX LIMITED,5,10
62,HMAAGRO,EQ,HMA AGRO INDUSTRIES LIMITED,5,10
63,HPL,EQ,HPL ELECTRIC & POWER LIMITED,5,10
64,IEL,EQ,INDIABULLS ENTERPRISES LIMITED,5,10
65,IFCI,EQ,IFCI LIMITED,5,10
66,INOXWIND,EQ,INOX WIND LIMITED,5,10
67,INSPIRE,SM,INSPIRE FILMS LIMITED,5,10
68,IPL,EQ,INDIA PESTICIDES LIMITED,5,10
69,ITDC,EQ,INDIA TOURISM DEVELOPMENT CORPORATION LIMITED,5,10
70,IVC,EQ,IL&FS INVESTMENT MANAGERS LIMITED,5,10
71,IZMO,EQ,IZMO LIMITED,5,10
72,JAICORPLTD,EQ,JAI CORP LIMITED,5,10
73,JAINAM,SM,JAINAM FERRO ALLOYS (I) LIMITED,5,10
74,JETKNIT,SM,JET KNITWEARS LIMITED,5,10
75,JPASSOCIAT,EQ,JAIPRAKASH ASSOCIATES LIMITED,5,10
76,JSWINFRA,EQ,JSW INFRASTRUCTURE LIMITED,5,10
77,JUNIPER,EQ,JUNIPER HOTELS LIMITED,5,10
78,KALYANIFRG,EQ,KALYANI FORGE LIMITED,5,10
79,KAMOPAINTS,EQ,KAMDHENU VENTURES LIMITED,5,10
80,KECL,EQ,KIRLOSKAR ELECTRIC COMPANY LIMITED,5,10
81,KESORAMIND,EQ,KESORAM INDUSTRIES LIMITED,5,10
82,KHANDSE,EQ,KHANDWALA SECURITIES LIMITED,5,10
83,KIRLPNU,EQ,KIRLOSKAR PNEUMATIC COMPANY LIMITED,5,10
84,KMSUGAR,EQ,K.M.SUGAR MILLS LIMITED,5,10
85,KREBSBIO,EQ,KREBS BIOCHEMICALS AND INDUSTRIES LIMITED,5,10
86,LGBFORGE,EQ,LGB FORGE LIMITED,5,10
87,LPDC,EQ,LANDMARK PROPERTY DEVELOPMENT COMPANY LIMITED,5,10
88,LYPSAGEMS,EQ,LYPSA GEMS & JEWELLERY LIMITED,5,10
89,MADHUSUDAN,SM,MADHUSUDAN MASALA LIMITED,5,10
90,MANKIND,EQ,MANKIND PHARMA LIMITED,5,10
91,MBLINFRA,EQ,MBL INFRASTRUCTURE LIMITED,5,10
92,MCON,SM,MCON RASAYAN INDIA LIMITED,5,10
93,MINDTECK,EQ,MINDTECK (INDIA) LIMITED,5,10
94,MITCON,EQ,MITCON CONSULTANCY & ENGINEERING SERVICES LIMITED,5,10
95,MMTC,EQ,MMTC LIMITED,5,10
96,MOHITIND,EQ,MOHIT INDUSTRIES LIMITED,5,10
97,MTNL,EQ,MAHANAGAR TELEPHONE NIGAM LIMITED,5,10
98,MVGJL,EQ,MANOJ VAIBHAV GEMS N JEWELLERS LIMITED,5,10
99,NBCC,EQ,NBCC (INDIA) LIMITED,5,10
100,NDGL,EQ,NAGA DHUNSERI GROUP LIMITED,5,10
101,NEXTMEDIA,EQ,NEXT MEDIAWORKS LIMITED,5,10
102,NIBL,EQ,NRB INDUSTRIAL BEARINGS LIMITED,5,10
103,NINSYS,EQ,NINTEC SYSTEMS LIMITED,5,10
104,NIRMAN,SM,NIRMAN AGRI GENETICS LIMITED,5,10
105,NRL,EQ,NUPUR RECYCLERS LIMITED,5,10
106,OMAXE,EQ,OMAXE LIMITED,5,10
107,OMFURN,SM,OMFURN INDIA LIMITED,5,10
108,ORTINLAB,EQ,ORTIN LABORATORIES LIMITED,5,10
109,PANACHE,EQ,PANACHE DIGILIFE LIMITED,5,10
110,PKTEA,EQ,THE PERIA KARAMALAI TEA & PRODUCE COMPANY LIMITED,5,10
111,PLAZACABLE,EQ,PLAZA WIRES LIMITED,5,10
112,POCL,EQ,PONDY OXIDES & CHEMICALS LIMITED,5,10
113,PPL,EQ,PRAKASH PIPES LIMITED,5,10
114,PREMEXPLN,EQ,PREMIER EXPLOSIVES LIMITED,5,10
115,PRESSTONIC,SM,PRESSTONIC ENGINEERING LIMITED,5,10
116,PRITI,EQ,PRITI INTERNATIONAL LIMITED,5,10
117,PULZ,SM,PULZ ELECTRONICS LIMITED,5,10
118,QMSMEDI,SM,QMS MEDICAL ALLIED SERVICES LIMITED,5,10
119,RAMANEWS,EQ,SHREE RAMA NEWSPRINT LIMITED,5,10
120,RAMKY,EQ,RAMKY INFRASTRUCTURE LIMITED,5,10
121,RELINFRA,EQ,RELIANCE INFRASTRUCTURE LIMITED,5,10
122,RILINFRA,SM,RACHANA INFRASTRUCTURE LIMITED,5,10
123,RUSTOMJEE,EQ,KEYSTONE REALTORS LIMITED,5,10
124,SANGHIIND,EQ,SANGHI INDUSTRIES LIMITED,5,10
125,SARTELE,SM,SAR TELEVENTURE LIMITED,5,10
126,SBC,EQ,SBC EXPORTS LIMITED,5,10
127,SCILAL,EQ,SHIPPING CORPORATION OF INDIA LAND AND ASSETS LIMITED,5,10
128,SCML,SM,SHARP CHUCKS AND MACHINES LIMITED,5,10
129,SEMAC,EQ,SEMAC CONSULTANTS LIMITED,5,10
130,SEPC,EQ,SEPC LIMITED,5,10
131,SGL,EQ,STL GLOBAL LIMITED,5,10
132,SHAH,EQ,SHAH METACORP LIMITED,5,10
133,SHALPAINTS,EQ,SHALIMAR PAINTS LIMITED,5,10
134,SHIGAN,SM,SHIGAN QUANTUM TECHNOLOGIES LIMITED,5,10
135,SHIVAMAUTO,EQ,SHIVAM AUTOTECH LIMITED,5,10
136,SIKKO,EQ,SIKKO INDUSTRIES LIMITED,5,10
137,SIL,EQ,STANDARD INDUSTRIES LIMITED,5,10
138,SILLYMONKS,EQ,SILLY MONKS ENTERTAINMENT LIMITED,5,10
139,SMLISUZU,EQ,SML ISUZU LIMITED,5,10
140,SOLARA,EQ,SOLARA ACTIVE PHARMA SCIENCES LIMITED,5,10
141,SONUINFRA,SM,SONU INFRATECH LIMITED,5,10
142,SOUTHWEST,EQ,SOUTH WEST PINNACLE EXPLORATION LIMITED,5,10
143,SPECTRUM,SM,SPECTRUM ELECTRICAL INDUSTRIES LIMITED,5,10
144,STEELXIND,EQ,STEEL EXCHANGE INDIA LIMITED,5,10
145,SUPREMEPWR,SM,SUPREME POWER EQUIPMENT LIMITED,5,10
146,TCL,SM,THAAI CASTING LIMITED,5,10
147,TEJASNET,EQ,TEJAS NETWORKS LIMITED,5,10
