Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,21052024,2257877419,0002491
Trade Date <21-MAY-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1003ISFL28,N4,377,278,73.74
20,2,1013DLSL24,NF,489,489,100.00
20,3,1015ECL29,NR,404,394,97.52
20,4,1015IHF28B,AZ,5,5,100.00
20,5,1018GS2026,GS,1936,1936,100.00
20,6,1025IHF34,Z8,40,40,100.00
20,7,1035UCL26,NA,696,690,99.14
20,8,1040UCL25,N4,7,7,100.00
20,9,1050NFL26,N7,341,341,100.00
20,10,1050UCL25,N7,215,214,99.53
20,11,105UCL2026,NB,204,204,100.00
20,12,1061DLSL24,NG,10,10,100.00
20,13,1065NFL27,NC,320,278,86.88
20,14,10IIFL28,N4,100,100,100.00
20,15,10IIFL28A,NE,160,130,81.25
20,16,10NIDO26,N6,335,335,100.00
20,17,1102NFL26,N8,25,25,100.00
20,18,182D010824,TB,300,200,66.67
20,19,182D011124,TB,100,100,100.00
20,20,182D031024,TB,1300,1300,100.00
20,21,182D040724,TB,1000,600,60.00
20,22,182D050924,TB,800,700,87.50
20,23,182D060624,TB,1200,1200,100.00
20,24,182D071124,TB,600,600,100.00
20,25,182D080824,TB,500,500,100.00
20,26,182D120924,TB,1700,1700,100.00
20,27,182D130624,TB,200,100,50.00
20,28,182D181024,TB,100,100,100.00
20,29,182D190924,TB,1000,1000,100.00
20,30,182D260924,TB,100,100,100.00
20,31,182D270624,TB,1000,1000,100.00
20,32,182D290824,TB,100,100,100.00
20,33,20MICRONS,EQ,315192,178592,56.66
20,34,360ONE,EQ,387691,265491,68.48
20,35,364D030425,TB,200,200,100.00
20,36,364D060225,TB,75000,75000,100.00
20,37,364D080525,TB,7100,7100,100.00
20,38,364D090125,TB,1000,1000,100.00
20,39,364D110425,TB,30100,30100,100.00
20,40,364D130325,TB,50000,50000,100.00
20,41,364D130624,TB,3000,1500,50.00
20,42,364D141124,TB,200,100,50.00
20,43,364D150525,TB,2000,2000,100.00
20,44,364D180425,TB,100,100,100.00
20,45,364D200225,TB,100,100,100.00
20,46,364D200325,TB,1100,1100,100.00
20,47,364D220824,TB,1100,1100,100.00
20,48,364D270225,TB,50000,50000,100.00
20,49,364D300125,TB,100,100,100.00
20,50,364D300524,TB,8700,8700,100.00
20,51,3IINFOLTD,EQ,492679,364772,74.04
20,52,3MINDIA,EQ,6497,2553,39.30
20,53,3PLAND,EQ,16370,8626,52.69
20,54,515GS2025,GS,50,50,100.00
20,55,522GS2025,GS,1297,1297,100.00
20,56,574GS2026,GS,1521,1507,99.08
20,57,585GS2030,GS,1150,1150,100.00
20,58,5PAISA,EQ,95173,53675,56.40
20,59,63MOONS,EQ,215970,94371,43.70
20,60,667GS2035,GS,377,376,99.73
20,61,667GS2050,GS,1776,1776,100.00
20,62,668GS2031,GS,100,100,100.00
20,63,669GS2024,GS,546,540,98.90
20,64,689GS2025,GS,100,100,100.00
20,65,68GS2060,GS,11807,11807,100.00
20,66,695GS2061,GS,8101,8101,100.00
20,67,699GS2026,GS,982,931,94.81
20,68,699GS2051,GS,40,40,100.00
20,69,706GS2028,GS,12745,12745,100.00
20,70,710GS2029,GS,25804,25804,100.00
20,71,716GS2050,GS,599,599,100.00
20,72,717GS2030,GS,4101,4101,100.00
20,73,718GS2033,GS,3270,3100,94.80
20,74,718GS2037,GS,551609,501600,90.93
20,75,719HUDCO28,N7,20,20,100.00
20,76,71GS2034,GS,25000,25000,100.00
20,77,723GS2039,GS,402,302,75.12
20,78,725GS2063,GS,65993,45265,68.59
20,79,726GS2032,GS,82845,81744,98.67
20,80,726GS2033,GS,28762,25761,89.57
20,81,729NHAI26,NC,10,10,100.00
20,82,732GS2030,GS,3123,3123,100.00
20,83,732IRFC25,NI,10,10,100.00
20,84,733GS2026,GS,7965,7965,100.00
20,85,734GS2064,GS,215,200,93.02
20,86,734IRFC28,N4,1001,1001,100.00
20,87,736GS2052,GS,3642,3642,100.00
20,88,736NTPC25D,NB,1,1,100.00
20,89,737GS2028,GS,1012780,1012780,100.00
20,90,738GS2027,GS,250877,250850,99.99
20,91,739NHAI26,N8,1150,1150,100.00
20,92,73GS2053,GS,300,300,100.00
20,93,741GS2036,GS,46141,46141,100.00
20,94,743REC35,NH,338,223,65.98
20,95,746GS2073,GS,28800,28800,100.00
20,96,74GS2062,GS,227,209,92.07
20,97,750IRFC35,NK,407,407,100.00
20,98,751HUDCO28,N5,1200,1200,100.00
20,99,753IRFC30,NJ,592,592,100.00
20,100,753NTPC30E,NC,1,1,100.00
20,101,754GS2036,GS,555367,530586,95.54
20,102,755GJ31,SG,3000,3000,100.00
20,103,759GS2026,GS,1,1,100.00
20,104,75GS2034,GS,200,200,100.00
20,105,760PFCL35,N3,200,200,100.00
20,106,762NTPC35F,ND,219,219,100.00
20,107,764HUDCO31,N8,50,50,100.00
20,108,764IRFC31,NO,2635,2510,95.26
20,109,764NABAR31,N2,569,568,99.82
20,110,766GJ30A,SG,200,200,100.00
20,111,769HUDCO31,N9,840,760,90.48
20,112,769NHAI31,NE,2692,2660,98.81
20,113,76NHAI31,NA,4315,3811,88.32
20,114,772GS2055,GS,5881,5816,98.89
20,115,797IGT31,NL,25,25,100.00
20,116,79NHIT35,N1,2249,1944,86.44
20,117,79NHIT40,N2,300,300,100.00
20,118,79NHIT47,N3,483,483,100.00
20,119,801TCH25,N4,10,10,100.00
20,120,810IRFC27,N2,1623,1563,96.30
20,121,81ABFL33,N5,20,10,50.00
20,122,820IIFL27,N9,121,106,87.60
20,123,824GS2027,GS,145,145,100.00
20,124,825IIFL25,N7,450,250,55.56
20,125,828GS2027,GS,1502,1400,93.21
20,126,828GS2032,GS,4,4,100.00
20,127,829LTF24,NL,160,160,100.00
20,128,829PFL29,N6,20,15,75.00
20,129,82HUDCO27,N2,650,365,56.15
20,130,82IGT31,NJ,416,416,100.00
20,131,830NHAI27,N2,400,400,100.00
20,132,830PFCL27,N5,474,474,100.00
20,133,835IHFL23B,YM,20,20,100.00
20,134,835PCHF23,NN,370,370,100.00
20,135,83TCHF25,N6,50,50,100.00
20,136,840CIFCL28,N4,1056,1048,99.24
20,137,840IRFC29,N8,3,3,100.00
20,138,842IIFL26,NL,421,421,100.00
20,139,843IHFL29,NC,175,174,99.43
20,140,849NTPC25,N7,174251,159128,91.32
20,141,84TCHF28,NA,10,10,100.00
20,142,850NHAI29,N5,2,1,50.00
20,143,855IREDA34,N3,2,2,100.00
20,144,85IIFL25,NO,50,50,100.00
20,145,85TCAPS24,N6,77,77,100.00
20,146,865IFL28,NZ,703,700,99.57
20,147,865IIFL28,NS,776,776,100.00
20,148,865IRFC29,NA,701,700,99.86
20,149,865LTF26,NN,135,135,100.00
20,150,865TCAPS27,N8,820,725,88.41
20,151,86LTF24,NJ,160,160,100.00
20,152,871REC28,N9,2116,2116,100.00
20,153,873NTPC28,N5,200,200,100.00
20,154,875IIFL26,NM,25,25,100.00
20,155,875NHAI29,N6,419,419,100.00
20,156,875PCHFL26,N8,442,431,97.51
20,157,875SFL27,ZF,440,370,84.09
20,158,876HUDCO28,ND,219,219,100.00
20,159,879NHPC28,N5,130,130,100.00
20,160,880IREDA34,N6,200,200,100.00
20,161,885MOFSL26,N0,305,305,100.00
20,162,886REC34,NG,100,100,100.00
20,163,888ERFL28,N5,105,105,100.00
20,164,888IHFL25E,N4,1141,1141,100.00
20,165,888IRFC29,NE,315,310,98.41
20,166,88IHFL25,YZ,17,17,100.00
20,167,891NTPC33,N6,528,528,100.00
20,168,892PFCL33,N8,1135,998,87.93
20,169,893NHB29,N6,221,221,100.00
20,170,897MOFSL29,N4,845,730,86.39
20,171,8ABFL26,N0,10,10,100.00
20,172,901HUDCO34,NE,500,499,99.80
20,173,901NHB34,N6,78,37,47.44
20,174,905IH24B,Z9,60,60,100.00
20,175,905IHF24,YV,8,8,100.00
20,176,905LTF27,NF,176,144,81.82
20,177,905PEL26,N1,60,60,100.00
20,178,910CAGL25,N7,11,11,100.00
20,179,910TCAP28,NA,301,301,100.00
20,180,915IBHFL26,NE,9,9,100.00
20,181,91D020824,TB,1300,1300,100.00
20,182,91D040724,TB,600,500,83.33
20,183,91D060624,TB,1200,1200,100.00
20,184,91D080824,TB,13500,13500,100.00
20,185,91D120724,TB,200,200,100.00
20,186,91D130624,TB,800,800,100.00
20,187,91D150824,TB,1700,1700,100.00
20,188,91D190724,TB,2400,2200,91.67
20,189,91D200624,TB,700,700,100.00
20,190,91D250724,TB,700,400,57.14
20,191,91D270624,TB,1200,1200,100.00
20,192,91D300524,TB,1500,1500,100.00
20,193,91MOFSL27,N2,105,105,100.00
20,194,91SFL27,ZI,10,10,100.00
20,195,921ISFL25,N0,1,1,100.00
20,196,925CAGL26,N9,30,30,100.00
20,197,925ERFL28,N6,102,100,98.04
20,198,925IHFL25,N5,8,8,100.00
20,199,925IHFL25B,Y3,10,10,100.00
20,200,925IHFL25D,N6,10,10,100.00
20,201,925IHFL26B,YQ,1,1,100.00
20,202,92GS2030,GS,5000,5000,100.00
20,203,92ICCL28,ND,100,100,100.00
20,204,930SFL28,YP,9,9,100.00
20,205,931SFL26,Z5,177,150,84.75
20,206,935LTF29,N5,95,85,89.47
20,207,935MOFSL29,N5,20,20,100.00
20,208,93IHFL24,ZP,99,98,98.99
20,209,93MOFSL34,N6,235,191,81.28
20,210,943ECL28,NJ,140,100,71.43
20,211,94SFL28,YL,90,90,100.00
20,212,955IHFL27A,ZJ,5,5,100.00
20,213,957ISFL26,N2,2,1,50.00
20,214,965IBHFL25,AG,65,43,66.15
20,215,965IHFL25B,Y1,92,92,100.00
20,216,965IHFL25C,N0,130,130,100.00
20,217,96IIFL28,N5,2064,2033,98.50
20,218,96IIFL28A,NF,455,455,100.00
20,219,970CAGL28,ND,300,300,100.00
20,220,971IHFL28,AN,21,21,100.00
20,221,971IHFL28I,BC,100,100,100.00
20,222,975NFL24,N4,10,10,100.00
20,223,97MOFSL34,N7,179,179,100.00
20,224,97SFL26,Z9,50,50,100.00
20,225,97SFL28,YS,471,471,100.00
20,226,97SFL29,YZ,77,77,100.00
20,227,985ECL28,NK,148,148,100.00
20,228,985ICCL28,NO,660,630,95.45
20,229,985IIFL22,NC,270,240,88.89
20,230,99IFCI24,NH,39,39,100.00
20,231,9IBHFL26BA,NA,375,325,86.67
20,232,9ICCL23A,N0,10,10,100.00
20,233,9IIFL28,Y0,35,35,100.00
20,234,9IIFL28A,NT,435,253,58.16
20,235,9MMFSML,N2,92,90,97.83
20,236,AADHARHFC,EQ,3451610,2192835,63.53
20,237,AAKASH,EQ,621288,469441,75.56
20,238,AARON,EQ,43474,23563,54.20
20,239,AARTIDRUGS,EQ,115726,55611,48.05
20,240,AARTIIND,EQ,1021519,526620,51.55
20,241,AARTIPHARM,EQ,371707,143375,38.57
20,242,AARTISURF,EQ,30412,16932,55.68
20,243,AARVEEDEN,EQ,35537,21355,60.09
20,244,AARVI,EQ,13954,10619,76.10
20,245,AATMAJ,SM,72000,56000,77.78
20,246,AAVAS,EQ,219914,136226,61.95
20,247,ABB,EQ,375839,155015,41.25
20,248,ABBOTINDIA,EQ,7268,2966,40.81
20,249,ABCAPITAL,EQ,7978759,3454023,43.29
20,250,ABCOTS,SM,2000,2000,100.00
20,251,ABFRL,EQ,19675867,6695281,34.03
20,252,ABINFRA,SM,4000,4000,100.00
20,253,ABMINTLLTD,EQ,2475,1644,66.42
20,254,ABSLAMC,EQ,192664,125835,65.31
20,255,ABSLBANETF,EQ,82270,51876,63.06
20,256,ABSLLIQUID,EQ,5821,5545,95.26
20,257,ABSLNN50ET,EQ,24878,15992,64.28
20,258,ABSMARINE,ST,2222000,2222000,100.00
20,259,ACC,EQ,322930,126293,39.11
20,260,ACCELYA,EQ,35577,20346,57.19
20,261,ACCENTMIC,SM,141500,100000,70.67
20,262,ACCORD,SM,4000,4000,100.00
20,263,ACCURACY,EQ,469141,429064,91.46
20,264,ACE,EQ,1114461,446036,40.02
20,265,ACEINTEG,EQ,7391,4929,66.69
20,266,ACI,EQ,244015,152305,62.42
20,267,ACL,EQ,36064,28353,78.62
20,268,ACLGATI,EQ,177185,122875,69.35
20,269,ACSAL,SM,24000,21000,87.50
20,270,ADANIENSOL,EQ,1634159,563621,34.49
20,271,ADANIENT,EQ,3091659,1374318,44.45
20,272,ADANIGREEN,EQ,1274397,697279,54.71
20,273,ADANIPORTS,EQ,4200578,1640149,39.05
20,274,ADANIPOWER,EQ,12249454,3598720,29.38
20,275,ADFFOODS,EQ,129766,78694,60.64
20,276,ADL,EQ,3699,503,13.60
20,277,ADORWELD,EQ,10620,4865,45.81
20,278,ADROITINFO,EQ,42395,22440,52.93
20,279,ADSL,EQ,193306,97107,50.23
20,280,ADVANIHOTR,EQ,147841,94775,64.11
20,281,ADVENZYMES,EQ,212337,114021,53.70
20,282,AEGISCHEM,EQ,1408681,350281,24.87
20,283,AEROFLEX,EQ,515933,218903,42.43
20,284,AETHER,EQ,449684,125556,27.92
20,285,AFFLE,EQ,617888,269389,43.60
20,286,AGARIND,EQ,35575,21667,60.91
20,287,AGARWALFT,ST,9000,9000,100.00
20,288,AGI,EQ,166892,90507,54.23
20,289,AGNI,SM,275000,180000,65.45
20,290,AGRITECH,EQ,9532,5974,62.67
20,291,AGROPHOS,EQ,45380,32733,72.13
20,292,AGSTRA,EQ,165922,121889,73.46
20,293,AGUL,SM,22000,20000,90.91
20,294,AHL,EQ,282570,159385,56.41
20,295,AHLADA,EQ,39011,27692,70.99
20,296,AHLEAST,EQ,23348,17545,75.15
20,297,AHLUCONT,EQ,47494,24923,52.48
20,298,AIAENG,EQ,71521,50900,71.17
20,299,AIIL,EQ,13616,6842,50.25
20,300,AILIMITED,ST,12000,12000,100.00
20,301,AIRAN,EQ,121216,100233,82.69
20,302,AIROLAM,EQ,15264,8448,55.35
20,303,AIRTELPP,E1,196752,140535,71.43
20,304,AISL,ST,21600,18000,83.33
20,305,AJANTPHARM,EQ,86631,53862,62.17
20,306,AJMERA,EQ,130319,65923,50.59
20,307,AJOONI,EQ,2282048,1457279,63.86
20,308,AKANKSHA,SM,34000,34000,100.00
20,309,AKASH,EQ,17382,12177,70.06
20,310,AKG,EQ,52131,44426,85.22
20,311,AKI,EQ,28786,20202,70.18
20,312,AKSHARCHEM,EQ,5763,4456,77.32
20,313,AKZOINDIA,EQ,13657,8301,60.78
20,314,ALANKIT,EQ,1286616,724766,56.33
20,315,ALBERTDAVD,EQ,7896,5552,70.31
20,316,ALEMBICLTD,EQ,4566242,1838733,40.27
20,317,ALICON,EQ,43784,21650,49.45
20,318,ALKALI,EQ,26340,20249,76.88
20,319,ALKEM,EQ,333419,171227,51.35
20,320,ALKYLAMINE,EQ,32612,18508,56.75
20,321,ALLCARGO,EQ,1090727,618083,56.67
20,322,ALLETEC,SM,127200,81600,64.15
20,323,ALLSEC,EQ,113836,50968,44.77
20,324,ALOKINDS,EQ,5210683,2852794,54.75
20,325,ALPA,EQ,36835,29682,80.58
20,326,ALPEXSOLAR,SM,79600,70400,88.44
20,327,ALPHA,EQ,1075777,684724,63.65
20,328,ALPHAETF,EQ,311795,197264,63.27
