MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AC,925SFCL25,SEC RE NCD 9.25% SR.II,       975.00,       975.00,       975.00,       975.00,       975.00,                   341250.00,350, ,9,       991.00,       920.00
N,AJ,990SCFL26,SEC RE NCD SR.VI,      1114.00,      1114.00,      1114.00,      1114.00,      1114.00,                    20052.00,18, ,1,      1114.00,       820.20
N,AP,950SCL23A,SEC RE NCD 9.65% SR I,       966.68,       975.53,       976.00,       975.53,       976.00,                    17563.30,18, ,2,      1055.00,       900.01
N,AV,990SCL26I,SEC RE NCD 9.90% SR IV,       930.00,       900.00,       900.00,       900.00,       900.00,                      900.00,1, ,1,      1240.00,       723.00
N,BV,10SCL30A,SEC RE NCD 9.71% SR VIII,       852.00,       770.40,       849.00,       770.40,       849.00,                    20816.40,26, ,4,      1240.00,       770.20
N,N0,8ABFL26,SEC RE NCD 8% SR I,      1062.10,      1061.50,      1070.00,      1050.00,      1061.87,                   573564.54,543, ,45,      1184.40,       901.00
N,N0,921ISFL25,SEC RE NCD 9.21% SR 1,       973.00,       973.00,       973.00,       973.00,       973.00,                    29190.00,30, ,2,      1050.00,       933.01
N,N0,965SCL25C,SEC RE NCD 9.39% SR.VIII,       925.00,       905.00,       905.00,       905.00,       905.00,                     4525.00,5, ,1,      1038.00,       815.00
N,N0,975NFL25,SEC RE NCD 9.75% SR. I,       999.00,       999.00,       999.00,       999.00,       999.00,                   148851.00,149, ,6,      1010.00,       912.20
N,N0,IMC1,SEC RE NCGB 8.25% STRPP A,       249.99,       249.00,       250.00,       249.00,       249.99,                     6244.90,25, ,3,       260.00,       241.00
N,N1,79NHIT35,SEC RE NCD 7.90% STRPP A,       311.04,       311.00,       311.10,       311.00,       311.00,                   661517.00,2127, ,10,       318.00,       295.00
N,N1,872MMFSL26,8.72% UNSECURED NCD,      1015.00,      1015.00,      1015.00,      1011.00,      1011.00,                    42546.00,42, ,3,      1145.00,       972.00
N,N1,925AEL26,SEC RE NCD 9.25% SR I,      1000.00,       998.70,       998.70,       996.00,       998.00,                   218486.40,219, ,20,       998.70,       996.00
N,N1,IMC1,SEC RE NCGB 8.25% STRPP B,       249.00,       250.00,       250.00,       249.00,       249.00,                    51593.00,207, ,3,       263.74,       240.00
N,N2,1075SCL33A,SEC RE NCD 10.75% SR XI,       945.00,       945.00,       945.00,       944.00,       944.00,                    14170.00,15, ,2,      1200.00,       901.80
N,N2,738REC27TF,TAXFREE SEC NCD TR1 S2,      1095.05,      1109.90,      1116.50,      1100.10,      1116.29,                   824974.50,740, ,13,      1155.00,      1041.47
N,N2,764NABAR31,7.64% TAX FREE TRI SRIIB,      1136.94,      1140.00,      1150.00,      1138.00,      1138.25,                  1318849.90,1150, ,13,      1333.20,      1120.00
N,N2,79NHIT40,SEC RE NCD 7.90% STRPP B,       310.00,       310.02,       310.95,       310.02,       310.95,                    59653.58,192, ,8,       319.87,       298.45
