"Security Name","Symbol Name","Trade Date","Quantity"
"ASIAN PAINTS LIMITED","ASIANPAINT","26-Jun-2024","51200"
"DR. REDDY'S LABORATORIES","DRREDDY","26-Jun-2024","20125"
"GRASIM INDUSTRIES LTD","GRASIM","26-Jun-2024","735"
"SAMVRDHNA MTHRSN INT","MOTHERSON","26-Jun-2024","489900"
