Latency in microseconds observed for '19-JUN-2024'
Segment,Min,Mean,50%ile,90%ile,99%ile,Max,No. of Order Messages (Million msgs)
CM,46.090,213.568,63.763,130.530,452.774,908002,839.85Mmsgs

"Note :- Latency is measured as the complete round trip for an order message (includes new, modification and cancel) within exchange trading infrastructure wall to wall (includes network and application firewalls to the matching engine and back)"
