Symbol,Security,From Series,To Series,Change Date,Remarks
DRCSYSTEMS,DRC SYSTEMS INDIA LIMITED,EQ,BE,20-JUN-2024,"-"
ZTECH,Z-TECH (INDIA) LIMITED,ST,SM,20-JUN-2024,"-"
