Confirmed list of securities to be auctioned in A 2024114 to be held on Jun 20 2024.

Sr No,Symbol,Series,Total Qty
1,360ONE,EQ,39
2,3IINFOLTD,EQ,1
3,3MINDIA,EQ,1
4,AAVAS,EQ,4
5,ABB,EQ,10
6,ACE,EQ,200
7,AEGISLOG,EQ,93
8,AHL,EQ,10
9,ALKEM,EQ,8
10,ALKYLAMINE,EQ,2
11,ALPEXSOLAR,SM,3200
12,AMBUJACEM,EQ,63
13,AMIORG,EQ,5
14,APOLLOHOSP,EQ,13
15,APOLLOTYRE,EQ,20
16,APTUS,EQ,20
17,ARCHIES,EQ,18
18,ARIHANTCAP,EQ,1400
19,ASAHISONG,EQ,2
20,ASHOKAMET,EQ,47
21,ASIANPAINT,EQ,249
22,ASIANTILES,EQ,25
23,ASPINWALL,EQ,91
24,ASTRAL,EQ,19
25,AURUMPP1,E1,86
26,AVADHSUGAR,EQ,1
27,AYMSYNTEX,EQ,4
28,AZAD,EQ,866
29,BAJAJELEC,EQ,4
30,BAJAJFINSV,EQ,204
31,BAJAJHCARE,EQ,10
32,BALKRISHNA,EQ,1
33,BALPHARMA,EQ,2
34,BALRAMCHIN,EQ,5
35,BANKBETF,EQ,175
36,BANKNIFTY1,EQ,2
37,BAYERCROP,EQ,1
38,BDL,EQ,1
39,BEML,EQ,5
40,BEPL,EQ,1100
41,BESTAGRO,EQ,15
42,BHANDARI,EQ,928
43,BIOCON,EQ,20
44,BLAL,EQ,1
45,CAMLINFINE,EQ,25
46,CANBK,EQ,500
47,CAPACITE,EQ,105
48,CELEBRITY,EQ,166
49,CELLO,EQ,4
50,CENTEXT,EQ,142
51,CHAMBLFERT,EQ,103
52,CHEMBOND,EQ,6
53,CHOLAFIN,EQ,15
54,COFORGE,EQ,20
55,CONFIPET,EQ,37
56,COSMOFIRST,EQ,4
57,CREST,EQ,8
58,DAVANGERE,EQ,490
59,DEEPINDS,EQ,2
60,DELTACORP,EQ,138
61,DEN,EQ,175
62,DHAMPURSUG,EQ,10
63,DHUNINV,EQ,8
64,DNAMEDIA,EQ,736
65,DOLLAR,EQ,1
66,DRCSYSTEMS,EQ,19
67,DRREDDY,EQ,10
68,EGOLD,EQ,4
69,EIDPARRY,EQ,50
70,EMAMIREAL,EQ,58
71,EROSMEDIA,EQ,151
72,ESAFSFB,EQ,200
73,ESCONET,SM,800
74,ESSARSHPNG,EQ,34502
75,EVERESTIND,EQ,1
76,EXIDEIND,EQ,97
77,FEDERALBNK,EQ,100
78,FILATEX,EQ,56
79,FINOPB,EQ,98471
80,GAIL,EQ,178
81,GALAXYSURF,EQ,2
82,GANESHHOUC,EQ,8
83,GEECEE,EQ,9
84,GENCON,EQ,10
85,GENUSPAPER,EQ,143
86,GENUSPOWER,EQ,2000
87,GEOJITFSL,EQ,31
88,GHCLTEXTIL,EQ,35
89,GMMPFAUDLR,EQ,75
90,GMRINFRA,EQ,100
91,GMRP&UI,EQ,2865
92,GODHA,EQ,32169
93,GODREJPROP,EQ,20
94,GPIL,EQ,450
95,GRANULES,EQ,109
96,GRSE,EQ,5
97,GTLINFRA,EQ,17432
98,HAL,EQ,14
99,HAVELLS,EQ,500
100,HBSL,EQ,29
101,HDFCBANK,EQ,1638
102,HERCULES,EQ,2
103,HEXATRADEX,EQ,100
104,HFCL,EQ,200
105,HINDCOPPER,EQ,70
106,HINDOILEXP,EQ,2400
107,HLEGLAS,EQ,4
108,HMAAGRO,EQ,56
109,HONDAPOWER,EQ,2
110,HPIL,EQ,561
111,HPL,EQ,1
112,HSCL,EQ,3263
113,HUDCO,EQ,2
114,IBULPP,E1,13
115,ICICIBANK,EQ,41
116,ICICIGI,EQ,1000
117,IDBI,EQ,50
118,IDEA,EQ,40002
119,IDFCFIRSTB,EQ,2940
120,IMAGICAA,EQ,40
121,IMFA,EQ,6
122,IMPAL,EQ,4
123,INDOCO,EQ,10
124,INDOWIND,EQ,737
125,INDUSTOWER,EQ,3481
126,INVENTURE,EQ,2072
127,IPL,EQ,8464
128,IREDA,EQ,30000
129,ISEC,EQ,5
130,ISGEC,EQ,1
131,ITDCEM,EQ,7
132,ITETF,EQ,1074
133,IVC,EQ,247
134,IXIGO,EQ,598
135,IZMO,EQ,60
136,JIOFIN,EQ,250
137,JISLJALEQS,EQ,151
138,JITFINFRA,EQ,16
139,JMFINANCIL,EQ,10
140,JNKINDIA,EQ,647
141,JPOLYINVST,EQ,2
142,JSFB,EQ,1
143,JSWSTEEL,EQ,67
144,JYOTICNC,EQ,13658
145,JYOTISTRUC,EQ,2880
146,KAKATCEM,EQ,28
147,KALYANIFRG,EQ,1609
148,KANANIIND,EQ,950
149,KANPRPLA,EQ,29
150,KARMAENG,EQ,47
151,KAYNES,EQ,5
152,KBCGLOBAL,EQ,1554
153,KCPSUGIND,EQ,10
154,KDDL,EQ,2
155,KIRIINDUS,EQ,1000
156,KPIGREEN,EQ,2
157,KPITTECH,EQ,198
158,KRYSTAL,EQ,10
159,LAOPALA,EQ,10
160,LASA,EQ,100
161,LEXUS,EQ,2
162,LIQUIDADD,EQ,9
163,LIQUIDBETF,EQ,14
164,LIQUIDIETF,EQ,1
165,LTFOODS,EQ,200
166,LTIM,EQ,18
167,LUPIN,EQ,1
168,LYPSAGEMS,EQ,502
169,M&MFIN,EQ,100
170,MALLCOM,EQ,2
171,MANGCHEFER,EQ,75
172,MARINE,EQ,1279
173,MAXESTATES,EQ,3
174,MAXHEALTH,EQ,50
175,MAZDA,EQ,44
176,MAZDOCK,EQ,34
177,MEGASOFT,EQ,20
178,MFSL,EQ,3
179,MICEL,EQ,1597
180,MIRCELECTR,EQ,145
181,MOL,EQ,10
182,MOREPENLAB,EQ,6
183,MOTISONS,EQ,8
184,MSTCLTD,EQ,1
185,MUTHOOTMF,EQ,1
186,NATHBIOGEN,EQ,16
187,NAVINFLUOR,EQ,3
188,NAZARA,EQ,2
189,NCLIND,EQ,11
190,NDL,EQ,6476
191,NECCLTD,EQ,115
192,NELCAST,EQ,22
193,NEWJAISA,SM,1500
194,NFL,EQ,200
195,NH,EQ,4
196,NILAINFRA,EQ,95
197,NILKAMAL,EQ,2
198,NOCIL,EQ,2000
199,OLECTRA,EQ,100
200,OMAXE,EQ,1000
201,OMINFRAL,EQ,3800
202,ORIENTPPR,EQ,1000
203,ORISSAMINE,EQ,1
204,OSWALAGRO,EQ,68
205,PAGEIND,EQ,1
206,PARAGMILK,EQ,10
207,PARAS,EQ,1339
208,PASUPTAC,EQ,81
