MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AV,990IHFL26I,SEC RE NCD 9.90% SR IV,      1040.41,      1040.71,      1040.71,      1040.40,      1040.40,                   135274.33,130, ,5,      1040.71,       820.30
N,AY,IBHFZC26B,SEC RE NCD SR VI,      1007.11,      1005.00,      1005.00,      1005.00,      1005.00,                    25125.00,25, ,1,      1007.11,       982.00
N,BF,965IHFL25E,SEC RE NCD 9.65% SR I,      1060.00,       980.10,       980.10,       980.00,       980.00,                    19600.90,20, ,2,      1060.00,       910.20
N,BV,10IHFL30A,SEC RE NCD 9.71% SR VIII,       950.00,       970.00,       970.00,       970.00,       970.00,                     9700.00,10, ,1,       990.00,       810.85
N,N0,885MOFSL26,SEC RE NCD 8.85% SR I,      1000.00,       990.00,       995.50,       990.00,       995.06,                    94312.65,95, ,7,      1002.00,       950.00
N,N0,8ABFL26,SEC RE NCD 8% SR I,      1020.51,      1035.00,      1035.00,      1035.00,      1035.00,                   517500.00,500, ,1,      1184.40,       901.00
N,N0,921ISFL25,SEC RE NCD 9.21% SR 1,       978.00,       968.40,       977.00,       968.40,       977.00,                    29138.00,30, ,3,      1050.00,       933.01
N,N0,965IHFL25C,SEC RE NCD 9.39% SR.VIII,       895.00,       895.00,       895.00,       895.00,       895.00,                      895.00,1, ,1,      1038.00,       815.00
N,N0,975NFL25,SEC RE NCD 9.75% SR. I,       987.25,       987.25,       987.60,       987.25,       987.60,                    19750.25,20, ,3,      1010.00,       960.49
N,N0,IMC1,SEC RE NCGB 8.25% STRPP A,       253.00,       252.00,       255.00,       250.00,       255.00,                   133829.00,531, ,8,       265.98,       241.00
N,N1,79NHIT35,SEC RE NCD 7.90% STRPP A,       304.70,       304.70,       305.25,       303.90,       304.18,                   294486.30,967, ,12,       316.90,       295.00
N,N1,945CAGL24,SEC RE NCD 9.45% SR. I,       992.00,       995.00,       995.05,       994.00,       994.68,                   101457.90,102, ,4,      1020.00,       876.00
N,N1,ABFL26,SEC RE NCD SR II,      1029.00,      1029.00,      1029.00,      1029.00,      1029.00,                    41160.00,40, ,2,      1029.00,       852.40
N,N1,IMC1,SEC RE NCGB 8.25% STRPP B,       252.00,       252.06,       255.50,       247.47,       253.07,                    26430.71,105, ,8,       263.74,       240.00
N,N2,738REC27TF,TAXFREE SEC NCD TR1 S2,      1095.00,      1091.00,      1091.00,      1091.00,      1091.00,                   109100.00,100, ,1,      1155.00,      1041.47
N,N2,764NABAR31,7.64% TAX FREE TRI SRIIB,      1133.44,      1133.50,      1137.90,      1132.01,      1133.43,                   287901.32,254, ,9,      1330.00,      1062.30
N,N2,79NHIT40,SEC RE NCD 7.90% STRPP B,       304.50,       304.56,       304.56,       304.55,       304.55,                    30151.25,99, ,2,       320.00,       298.45
N,N2,810IRFC27,BOND 8.10% PA TAX FREE S2,      1121.00,      1124.69,      1125.00,      1124.68,      1125.00,                  3884088.00,3453, ,13,      1180.00,      1065.00
N,N2,82HUDCO27,8.20 NCD05MAR27 FV 1000,      1095.99,      1095.00,      1095.00,      1095.00,      1095.00,                    27375.00,25, ,1,      1209.99,      1060.00
N,N2,830NHAI27,BOND 8.30% PA TAX FREE S2,      1130.00,      1134.60,      1138.00,      1132.50,      1135.00,                  3783585.50,3334, ,18,      1177.00,      1062.20
N,N2,855IREDA29,IREDA 8.55NCDTR I SR II A,      1150.00,      1150.00,      1150.00,      1142.00,      1143.00,                 11536632.50,10032, ,7,      1650.00,      1011.00
N,N2,91MOFSL27,SEC RE NCD 9.10% SR III,       995.11,      1000.00,      1000.10,      1000.00,      1000.00,                  1060002.60,1060, ,14,      1010.00,       991.00
N,N2,9MMFSML,9.00% UNSECURED NCD,      1010.78,      1010.78,      1012.00,      1010.78,      1012.00,                   126472.70,125, ,5,      1131.00,       996.00
N,N2,CAGL24,SEC RE NCD SR. II,      1152.92,      1116.00,      1116.00,      1116.00,      1116.00,                    18972.00,17, ,1,      1153.67,      1060.00
N,N2,IMC1,SEC RE NCGB 8.25% STRPP C,       252.50,       252.50,       252.50,       247.96,       252.50,                    21405.72,85, ,5,       262.98,       241.00
N,N3,94NFL24,SEC RE NCD 9.40% SR. III,      1000.85,       971.00,       971.00,       950.00,       951.00,                   504021.52,530, ,8,      1011.00,       901.00
N,N3,960CAGL25,SEC RE NCD 9.60% SR. III,      1005.00,       990.00,       990.00,       990.00,       990.00,                     4950.00,5, ,1,      1025.00,       990.00
N,N3,IMC1,SEC RE NCGB 8.25% STRPP D,       251.52,       252.00,       255.50,       252.00,       255.45,                    75030.69,295, ,10,       266.50,       241.81
N,N4,1003ISFL28,SEC RE NCD 10.03% SR 5,       999.99,      1000.00,      1000.00,       980.00,       985.00,                    84825.00,85, ,3,      1018.99,       951.00
N,N4,10IIFL28,UNSEC RE NCD 10% SR.I,      1001.00,      1001.50,      1002.00,       995.05,       995.05,                   440920.90,441, ,9,      1082.00,       937.00
N,N4,734IRFC28,7.34 NCD 19FEB28 TR1 SR2,      1101.20,      1101.20,      1101.20,      1100.20,      1100.20,                    14303.60,13, ,4,      1169.90,      1050.50
