MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AN,971IHFL28,SEC RE NCD 9.71% SR.VIII,       915.00,       934.00,       934.00,       934.00,       934.00,                    65380.00,70, ,1,       994.00,       800.00
N,AV,990IHFL26I,SEC RE NCD 9.90% SR IV,      1060.00,      1060.00,      1060.00,      1060.00,      1060.00,                     5300.00,5, ,1,      1119.00,       820.30
N,AZ,1015IHF28B,SEC RE NCD 10.15% SR VII,      1040.00,      1035.10,      1035.10,      1035.10,      1035.10,                    10351.00,10, ,1,      1135.00,       835.00
N,BF,965IHFL25E,SEC RE NCD 9.65% SR I,      1028.13,      1028.13,      1028.13,      1028.13,      1028.13,                    10281.30,10, ,2,      1060.00,       910.20
N,BI,IBHF25B,SEC RE NCD SR III,       986.00,      1030.72,      1030.72,      1030.72,      1030.72,                    34013.76,33, ,2,      1080.00,       930.00
N,N0,885MOFSL26,SEC RE NCD 8.85% SR I,       990.00,       990.00,       990.00,       990.00,       990.00,                    29700.00,30, ,3,      1002.00,       950.00
N,N0,8ABFL26,SEC RE NCD 8% SR I,      1031.00,      1075.00,      1075.00,      1075.00,      1075.00,                     4300.00,4, ,2,      1184.40,       901.00
N,N0,921ISFL25,SEC RE NCD 9.21% SR 1,       952.00,       975.00,       975.00,       974.99,       975.00,                   352949.00,362, ,4,      1050.00,       933.01
N,N0,965IHFL25C,SEC RE NCD 9.39% SR.VIII,       920.00,       923.80,       930.50,       923.80,       930.50,                   360822.00,389, ,7,      1038.00,       815.00
N,N0,975NFL25,SEC RE NCD 9.75% SR. I,       997.50,       997.50,       997.50,       995.10,       995.10,                   143340.00,144, ,4,      1010.00,       960.49
N,N0,9PEL25,SEC RE NCD 9.00% SR I,      1038.00,      1038.50,      1038.50,      1038.50,      1038.50,                     2077.00,2, ,1,      1041.00,       985.00
N,N0,IMC1,SEC RE NCGB 8.25% STRPP A,       254.99,       251.00,       254.80,       251.00,       252.07,                    32250.90,127, ,4,       265.98,       241.00
N,N1,79NHIT35,SEC RE NCD 7.90% STRPP A,       305.50,       304.06,       305.90,       304.06,       305.09,                   283689.29,930, ,13,       316.90,       295.00
