Symbol,Security,From Series,To Series,Change Date,Remarks
GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LIMITED,EQ,BE,29-AUG-2024,"-"
JETFREIGHT,JET FREIGHT LOGISTICS LIMITED,EQ,BE,29-AUG-2024,"-"
MAHASTEEL,MAHAMAYA STEEL INDUSTRIES LIMITED,EQ,BE,29-AUG-2024,"-"
ZODIAC,ZODIAC ENERGY LIMITED,EQ,BE,29-AUG-2024,"-"
