Confirmed list of securities to be auctioned in A 2024171 to be held on Sep 11 2024.

Sr No,Symbol,Series,Total Qty
1,10ISFL26,N3,1
2,63MOONS,EQ,74
3,AADHARHFC,EQ,48
4,ACCELYA,EQ,30
5,ADFFOODS,EQ,995
6,ADSL,EQ,100
7,ADVENZYMES,EQ,1
8,AEROFLEX,EQ,900
9,AKUMS,EQ,334
10,APARINDS,EQ,1
11,ARTEMISMED,EQ,15000
12,ASMS,EQ,356
13,ASPINWALL,EQ,1
14,AUROPHARMA,EQ,1
15,AZAD,EQ,32
16,BAJAJFINSV,EQ,501
17,BALKRISHNA,EQ,44
18,BANCOINDIA,EQ,100
19,BAYERCROP,EQ,84
20,BBETF0432,EQ,8
21,BBTC,EQ,1
22,BHARTIARTL,EQ,2
23,BIOCON,EQ,2700
24,BSOFT,EQ,122
25,BVCL,EQ,1945
26,CALSOFT,EQ,1904
27,CAPTRUST,EQ,10
28,CASTROLIND,EQ,50
29,CDSL,EQ,72
30,CENTURYTEX,EQ,2
31,CESC,EQ,55
32,CHAVDA,SM,1000
33,CHEMFAB,EQ,1
34,CLEDUCATE,EQ,29983
35,COFORGE,EQ,1
36,DBL,EQ,1
37,DEEPINDS,EQ,62
38,DHANI,EQ,4
39,DHUNINV,EQ,37
40,DIVISLAB,EQ,400
41,DIXON,EQ,5
42,DVL,EQ,231
43,DYNAMATECH,EQ,15
44,EBBETF0433,EQ,285
45,EICHERMOT,EQ,2
46,EIHAHOTELS,EQ,1
47,EMBASSY,RR,15
48,EMSLIMITED,EQ,25
49,EPACK,EQ,1444
50,EPIGRAL,EQ,100
51,ERIS,EQ,1
52,EXCELINDUS,EQ,2
53,FLUOROCHEM,EQ,1
54,FSL,EQ,200
55,GAIL,EQ,4696
56,GATECH,EQ,30000
57,GEOJITFSL,EQ,4
58,GLOBUSSPR,EQ,15
59,GLS,EQ,5
60,GMDCLTD,EQ,50
61,GNFC,EQ,380
62,GOLDBEES,EQ,1
63,GRASIMPP1,E1,1
64,GSPL,EQ,23
65,GTLINFRA,EQ,3369
66,HCC,EQ,250
67,HDFCLIFE,EQ,50
68,HFCL,EQ,1000
69,HISARMETAL,EQ,1
70,HONASA,EQ,18
71,ICICIBANK,EQ,30
72,ICICIGI,EQ,3
73,IDEA,EQ,550
74,INDHOTEL,EQ,61
75,INDOAMIN,EQ,4
76,INDOCO,EQ,5
77,INDUSTOWER,EQ,50
78,INOXWIND,EQ,400
79,IOC,EQ,261
80,IRB,EQ,450
81,IRCTC,EQ,60
82,IREDA,EQ,75
83,ITC,EQ,3187
84,J&KBANK,EQ,493
85,JCHAC,EQ,1
86,JINDALSTEL,EQ,45
87,JYOTHYLAB,EQ,1
88,KANORICHEM,EQ,1
89,KCP,EQ,1
90,KDDL,EQ,63
91,KEC,EQ,3
92,KESORAMIND,EQ,7490
93,KOLTEPATIL,EQ,1
94,KOTAKBANK,EQ,2
95,KRITIKA,EQ,39725
96,KSCL,EQ,49
97,LIQUIDBEES,EQ,1
98,MADRASFERT,EQ,50
99,MAHLIFE,EQ,1
100,MAHLOG,EQ,1
101,MARATHON,EQ,200
102,MARSHALL,EQ,2909
103,MASTEK,EQ,3
104,MCX,EQ,25
105,MEGAFLEX,SM,3000
106,MODIRUBBER,EQ,75
107,MOREPENLAB,EQ,10
108,MSPL,EQ,9000
109,MUTHOOTMF,EQ,71
110,NAGAFERT,EQ,1100
111,NAM-INDIA,EQ,100
112,NATIONALUM,EQ,51
113,NAVNETEDUL,EQ,893
114,NBCC,EQ,330
115,NCLIND,EQ,1
116,NIRAJ,EQ,37585
117,NITIRAJ,EQ,1
118,NTPC,EQ,9730
119,OBEROIRLTY,EQ,43
120,OFSS,EQ,833
121,ONGC,EQ,1
122,ORIENTHOT,EQ,25
123,PAISALO,EQ,90
124,PANACEABIO,EQ,150
125,PATELENG,EQ,300
126,PAYTM,EQ,165
127,PFC,EQ,7
128,PIIND,EQ,15
129,POWERGRID,EQ,9
130,POWERMECH,EQ,1
131,PPLPHARMA,EQ,52
132,PRAKASH,EQ,2
133,PRINCEPIPE,EQ,2
134,PRSMJOHNSN,EQ,10104
135,PRUDENT,EQ,6
136,PRUDMOULI,EQ,99
137,RADIOCITY,EQ,301
138,RAJESHEXPO,EQ,123
139,RAMASTEEL,EQ,205
140,RBLBANK,EQ,1
141,RECLTD,EQ,1
142,RELTD,EQ,180
143,RGL,EQ,1
144,RICOAUTO,EQ,111
145,RRKABEL,EQ,24
146,RVNL,EQ,1
147,SAKSOFT,EQ,35
148,SAMMAANCAP,EQ,29
149,SANSERA,EQ,1469
150,SANSTAR,EQ,351
151,SARVESHWAR,EQ,10400
152,SASTASUNDR,EQ,1
153,SENCO,EQ,2
154,SEPC,EQ,5000
155,SHANKARA,EQ,1
156,SHRIRAMFIN,EQ,2
157,SILVERTUC,EQ,29
158,SIMPLEXINF,EQ,516
159,SPANDANA,EQ,15
160,STANLEY,EQ,3
161,STLTECH,EQ,4250
162,SUPERSPIN,EQ,328
163,SUZLON,EQ,658029
164,SWSOLAR,EQ,1248
165,SYMPHONY,EQ,2
166,SYNCOMF,EQ,10501
167,TATAMOTORS,EQ,7855
168,TATAPOWER,EQ,8459
169,TATASTEEL,EQ,1
170,TCI,EQ,87
171,TCS,EQ,2
172,TIIL,EQ,80
173,TIMETECHNO,EQ,500
174,TORNTPHARM,EQ,5
175,TRENT,EQ,72
176,UJJIVANSFB,EQ,500
