2.5%GOLDBONDS2028SR-III       ,SGBJUN28  ,GB,N,0007271.48,0007299.96,0007299.96,0007251.02,0007280.00,    ,              ,                  ,0000000.00,0000000.00,17-MAY-2024,        
2.5%GOLDBONDS2028SR-VIII      ,SGBN28VIII,GB,N,0007321.00,0007273.87,0007273.87,0007233.00,0007260.72,    ,              ,                  ,0000000.00,0000000.00,17-MAY-2024,        
2.5%GOLDBONDS2029SR-I         ,SGBMAY29I ,GB,N,0007274.10,0007300.00,0007301.00,0007271.51,0007290.24,    ,              ,                  ,0000000.00,0000000.00,17-MAY-2024,        
2.5%GOLDBONDS2029SR-II        ,SGBJUN29II,GB,N,0007273.82,0007273.82,0007309.97,0007253.06,0007261.96,    ,              ,                  ,0000000.00,0000000.00,17-MAY-2024,        
2.5%GOLDBONDS2029SR-III       ,SGBJU29III,GB,N,0007279.00,0007279.00,0007300.00,0007260.10,0007269.91,    ,              ,                  ,0000000.00,0000000.00,17-MAY-2024,        
2.5%GOLDBONDS2029SR-VI        ,SGBSEP29VI,GB,N,0007235.68,0007235.00,0007284.90,0007232.00,0007268.24,    ,              ,                  ,0000000.00,0000000.00,17-MAY-2024,        
2.5%GOLDBONDS2029SR-VII       ,SGBNV29VII,GB,N,0007235.00,0007230.00,0007267.97,0007230.00,0007245.92,    ,              ,                  ,0000000.00,0000000.00,17-MAY-2024,        
2.50% GOLDBONDS2024 TR-VI     ,SGBNOV24  ,GB,N,0007278.00,0007278.00,0007300.00,0007275.89,0007300.00,    ,              ,                  ,0000000.00,0000000.00,17-MAY-2024,        
2.50% GOLDBONDS2025SR-III     ,SGBOCT25  ,GB,N,0007542.00,0007234.00,0007234.00,0007234.00,0007234.00,    ,              ,                  ,0000000.00,0000000.00,17-MAY-2024,        
2.50% GOLDBONDS2025SR-IV      ,SGBOCT25IV,GB,N,0007201.00,0007220.00,0007250.00,0007220.00,0007250.00,    ,              ,                  ,0000000.00,0000000.00,17-MAY-2024,        
2.50% GOLDBONDS2025SR-V       ,SGBOCT25V ,GB,N,0007245.00,0007299.00,0007299.00,0007121.00,0007265.00,    ,              ,                  ,0000000.00,0000000.00,17-MAY-2024,        
2.50% GOLDBONDS2025SR-VI      ,SGBNOV25VI,GB,N,0007170.00,0007200.00,0007200.00,0007200.00,0007200.00,    ,              ,                  ,0000000.00,0000000.00,17-MAY-2024,        
2.50%GOLDBONDS 2025SR-IX      ,SGBNOV25IX,GB,N,0007299.98,0007330.00,0007330.00,0007330.00,0007330.00,    ,              ,                  ,0000000.00,0000000.00,17-MAY-2024,        
2.50%GOLDBONDS 2025TR-VII     ,SGBMAR25  ,GB,N,0007300.00,0007300.00,0007345.00,0007255.00,0007281.07,    ,              ,                  ,0000000.00,0000000.00,17-MAY-2024,        
