Sr. No,Symbol,Series,Security Name,From,To
1,CRAYONS,SM,CRAYONS ADVERTISING LIMITED,10,5
2,MRO-TEK,EQ,MRO-TEK REALTY LIMITED,20,10
3,REGENCERAM,BE,REGENCY CERAMICS LIMITED,5,2
4,SALSTEEL,BE,S.A.L. STEEL LIMITED,5,2
5,SEMAC,EQ,SEMAC CONSULTANTS LIMITED,5,10
6,VIJIFIN,BE,VIJI FINANCE LIMITED,5,2
