Date,Symbol,Security Name,Client Name,Buy/Sell,Quantity Traded,Trade Price / Wght. Avg. Price
17-MAY-2024,POLICYBZR,PB Fintech Limited,ABU DHABI INVESTMENT AUTHORITY - WAY,BUY,154000,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,AL MEHWAR COMMERCIAL INVESTMENTS L.L.C. - (WHITING,BUY,76000,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,SOCIETE GENERALE - ODI,BUY,1595000,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,AMERICAN FUNDS INSURANCE SERIES A/C AMERICAN FUNDS,BUY,26756,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,ASHOKA INDIA EQUITY INVESTMENT TRUST PLC,BUY,56000,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,AXIS MUTUAL FUND,BUY,125000,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,AXIS MUTUAL FUND,BUY,875000,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,AXIS MUTUAL FUND-AXIS GROWTH OPPORTUNITIES FUND,BUY,300000,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,BNP PARIBAS ARBITRAGE - ODI,BUY,80000,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,CAISSE DE DEPOT ET PLACEMENT DU QUEBEC - WHITE OAK,BUY,36000,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,CAPITAL GROUP GLOBAL EQUITY FUND (CANADA),BUY,192689,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,CAPITAL GROUP NEW WORLD FUND (LUX),BUY,3929,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,DENDANA INVESTMENTS (MAURITIUS) LIMITED,BUY,4600,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,GHISALLO MASTER FUND LP,BUY,420000,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,GOLDMAN SACHS (SINGAPORE) PTE.- ODI,BUY,345000,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,HDFC MUTUAL FUND,BUY,375000,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,HDFC STANDARD LIFE INSURANCE COMPANY LIMITED,BUY,350000,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,HSBC ASIAPACIFIC FUND,BUY,3565,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,HSBC GLOBAL INVESTMENT FUNDS - ASIA EX JAPAN EQUIT,BUY,46353,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,HSBC GLOBAL INVESTMENT FUNDS - MANAGED SOLUTIONS -,BUY,1838,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,HSBC POOLED INVESTMENT FUND -HSBC POOLED ASIA PACI,BUY,229814,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,BUY,350000,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,INDIA ACORN FUND LTD,BUY,31000,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,INDIA ACORN ICAV,BUY,242775,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,INDIA ACORN ICAV ASHOKA INDIA ESG FUND,BUY,2220,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,INTERNATIONAL MONETARY FUND (IN RESPECT OF THE INT,BUY,4195,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,INTERNATIONAL MONETARY FUND (IN RESPECT OF THE INT,BUY,14235,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,BUY,44909,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,MARSHALL WACE INVESTMENT STRATEGIES - SYSTEMATIC A,BUY,5101,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,MARSHALL WACE INVESTMENT STRATEGIES TOPS FUND,BUY,10261,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,MARSHALL WACE INVESTMENT STRATEGIES-MARKET NEUTRAL,BUY,61769,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,MARSHALL WACE INVESTMENT STRATEGIES-TOPS EMERGING,BUY,3610,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,MARSHALL WACE INVESTMENT STRATEGIES-TOPS INTERNATI,BUY,3153,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,MARSHALL WACE INVESTMENT STRATEGIES-TOPS WORLD EQU,BUY,11468,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,MORGAN STANLEY ASIA (SINGAPORE) PTE.,BUY,200000,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,MORGAN STANLEY ASIA (SINGAPORE) PTE. - ODI,BUY,1465000,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,MWIS - TOPS EMERGING MARKETS ABSOLUTE RETURN FUND,BUY,9218,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,MWIS - WORLD TOPS ENVIRONMENTAL FOCUS LONG FUND,BUY,511,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,NEW WORLD FUND INC,BUY,449609,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,RELIANCE CAPITAL TRUSTEE CO. LTD- A/C RELIANCE NRI,BUY,165000,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,ALOK BANSAL,SELL,2970578,1325.15
17-MAY-2024,POLICYBZR,PB Fintech Limited,YASHISH DAHIYA,SELL,5400000,1325.15
