Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,11062024,2486699268,0002503
Trade Date <11-JUN-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL27,N3,500,500,100.00
20,2,1003ISFL28,N4,203,203,100.00
20,3,1015ECL29,NR,710,635,89.44
20,4,1018GS2026,GS,3775,3775,100.00
20,5,1025IHF34,Z8,415,410,98.80
20,6,1025UCL25,N8,4,2,50.00
20,7,1035UCL26,NA,319,319,100.00
20,8,1040NFL26,NA,79,79,100.00
20,9,1049DLS25A,Y5,50,50,100.00
20,10,1050UCL25,N7,81,81,100.00
20,11,105IIFL29,N7,40,40,100.00
20,12,1060ECL29,NS,15,15,100.00
20,13,1065NFL27,NC,928,928,100.00
20,14,10CAGL27,N5,30,30,100.00
20,15,10IIFL28,N4,106,106,100.00
20,16,10IIFL28A,NE,61,61,100.00
20,17,10NFL25,N9,20,20,100.00
20,18,11UCL26,NC,151,151,100.00
20,19,182D010824,TB,6100,6100,100.00
20,20,182D011124,TB,100,100,100.00
20,21,182D050924,TB,400,400,100.00
20,22,182D071124,TB,300,300,100.00
20,23,182D150824,TB,100,100,100.00
20,24,182D181024,TB,100,100,100.00
20,25,182D220824,TB,400,400,100.00
20,26,182D221124,TB,1000,1000,100.00
20,27,182D250724,TB,600,600,100.00
20,28,182D270624,TB,600,600,100.00
20,29,182D281124,TB,4600,4600,100.00
20,30,20MICRONS,EQ,155858,85354,54.76
20,31,360ONE,EQ,363545,220305,60.60
20,32,364D020525,TB,9100,9100,100.00
20,33,364D051224,TB,100,100,100.00
20,34,364D060225,TB,100,100,100.00
20,35,364D110425,TB,200,200,100.00
20,36,364D180425,TB,100,100,100.00
20,37,364D200225,TB,100,100,100.00
20,38,364D200325,TB,23400,23400,100.00
20,39,364D200624,TB,39900,39900,100.00
20,40,364D240425,TB,100,100,100.00
20,41,3IINFOLTD,EQ,2266353,717036,31.64
20,42,3MINDIA,EQ,26727,6815,25.50
20,43,3PLAND,EQ,13350,9423,70.58
20,44,515GS2025,GS,2,2,100.00
20,45,563GS2026,GS,1000,1000,100.00
20,46,574GS2026,GS,13,13,100.00
20,47,5PAISA,EQ,51291,26917,52.48
20,48,610GS2031,GS,2274,2187,96.17
20,49,63MOONS,EQ,97698,57736,59.10
20,50,654GS2032,GS,5000,5000,100.00
20,51,667GS2035,GS,1000,1000,100.00
20,52,669GS2024,GS,4460,4460,100.00
20,53,695GS2061,GS,100,100,100.00
20,54,699GS2026,GS,3000,3000,100.00
20,55,702GS2027,GS,1500,1500,100.00
20,56,704GS2029,GS,10,10,100.00
20,57,706GS2028,GS,22726,17726,78.00
20,58,710GS2029,GS,319122,318771,99.89
20,59,716GS2050,GS,2241,2241,100.00
20,60,717GS2030,GS,8521,8521,100.00
20,61,718GS2033,GS,19800,19800,100.00
20,62,718GS2037,GS,43812,39151,89.36
20,63,71GS2034,GS,3000,3000,100.00
20,64,723GS2039,GS,197,197,100.00
20,65,725GS2063,GS,145104,144908,99.86
20,66,726GS2032,GS,48551,38551,79.40
20,67,726GS2033,GS,200,200,100.00
20,68,732GS2030,GS,25676,23150,90.16
20,69,732IRFC25,NI,11,11,100.00
20,70,733GS2026,GS,1600,1600,100.00
20,71,734GS2064,GS,2445,2445,100.00
20,72,734IRFC28,N4,99,99,100.00
20,73,735PFCL35,N1,91,91,100.00
20,74,736GS2052,GS,74687,66146,88.56
20,75,736NTPC25D,NB,1,1,100.00
20,76,737GS2028,GS,102000,102000,100.00
20,77,737NTPC35C,NA,55,55,100.00
20,78,738GS2027,GS,68105,66498,97.64
20,79,738REC27TF,N2,111,111,100.00
20,80,739NHAI26,N8,162,162,100.00
20,81,73GS2053,GS,48983,46709,95.36
20,82,741GS2036,GS,53964,38003,70.42
20,83,743REC35,NH,314,314,100.00
20,84,746GS2073,GS,300,300,100.00
20,85,74GS2062,GS,8260,8160,98.79
20,86,750IRFC35,NK,40,40,100.00
20,87,751HUDCO28,N5,400,200,50.00
20,88,753IRFC30,NJ,627,627,100.00
20,89,753NTPC30E,NC,157,157,100.00
20,90,754GS2036,GS,717353,706847,98.54
20,91,758GJ32,SG,100,100,100.00
20,92,760PFCL35,N3,42,42,100.00
20,93,762NTPC35F,ND,79,79,100.00
