Sr. No,Symbol,Series,Security Name,From,To
1,ASHIMASYN,EQ,ASHIMA LIMITED,10,5
2,HERITGFOOD,EQ,HERITAGE FOODS LIMITED,10,5
3,INTENTECH,EQ,INTENSE TECHNOLOGIES LIMITED,20,10
4,VINYAS,SM,VINYAS INNOVATIVE TECHNOLOGIES LIMITED,20,10
5,ZENITHEXPO,EQ,ZENITH EXPORTS LIMITED,20,10
