MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AP,950SCL23A,SEC RE NCD 9.65% SR I,       966.55,       900.01,       965.00,       900.01,       965.00,                    17685.10,19, ,3,      1148.00,       900.01
N,AX,948SCL26I,SEC RE NCD 9.48% SR V,       760.25,       848.90,       848.90,       840.00,       848.12,                    16119.00,19, ,4,      1095.00,       670.10
N,AZ,1015SCL28B,SEC RE NCD 10.15% SR VII,       975.00,       899.80,       899.80,       899.80,       899.80,                     2699.40,3, ,1,      1135.00,       804.00
N,BC,971SCL28I,SEC RE NCD 9.71% SR VIII,       825.11,       888.80,       888.80,       825.11,       880.00,                   308733.53,359, ,15,      1020.00,       820.00
N,N0,885MOFSL26,SEC RE NCD 8.85% SR I,       992.62,       994.25,       999.99,       994.25,       999.90,                   135437.40,136, ,6,      1005.00,       950.00
N,N0,8ABFL26,SEC RE NCD 8% SR I,      1035.10,      1035.10,      1035.10,      1035.10,      1035.10,                    51755.00,50, ,1,      1184.40,       901.00
N,N0,975NFL25,SEC RE NCD 9.75% SR. I,       987.09,       995.00,       995.00,       987.00,       995.00,                   122281.18,123, ,5,      1010.00,       960.49
N,N0,9ICCL23A,SEC RE NCD 8.25% SR.I,       992.00,       981.10,       981.10,       981.10,       981.10,                     4905.50,5, ,1,      1075.00,       978.00
N,N0,9PEL25,SEC RE NCD 9.00% SR I,      1049.00,      1090.00,      1090.00,      1052.00,      1052.00,                    12662.00,12, ,2,      1090.00,       985.00
N,N0,IMC1,SEC RE NCGB 8.25% STRPP A,       243.60,       246.00,       246.00,       245.94,       245.99,                    54118.80,220, ,4,       260.00,       241.00
N,N1,735PFCL35,7.35% TAX FREE NCD,      1050.30,      1135.00,      1135.00,      1135.00,      1135.00,                  1135000.00,1000, ,2,      1691.90,      1000.10
N,N1,79NHIT35,SEC RE NCD 7.90% STRPP A,       307.02,       308.00,       308.98,       307.05,       307.06,                   436305.43,1415, ,13,       316.90,       295.00
N,N1,945CAGL24,SEC RE NCD 9.45% SR. I,       975.00,       975.00,       985.00,       975.00,       985.00,                    21529.00,22, ,4,      1020.00,       876.00
N,N1,IMC1,SEC RE NCGB 8.25% STRPP B,       245.70,       246.00,       250.00,       242.55,       249.80,                    42137.90,172, ,4,       263.74,       240.00
N,N2,738REC27TF,TAXFREE SEC NCD TR1 S2,      1093.40,      1093.50,      1100.00,      1093.50,      1100.00,                   328700.00,300, ,2,      1155.00,      1041.47
N,N2,764NABAR31,7.64% TAX FREE TRI SRIIB,      1131.65,      1134.00,      1136.50,      1132.00,      1134.01,                   962817.07,849, ,33,      1333.20,      1062.30
N,N2,79NHIT40,SEC RE NCD 7.90% STRPP B,       307.16,       310.00,       310.00,       307.04,       307.20,                   389197.60,1256, ,5,       319.87,       298.45
N,N2,810IRFC27,BOND 8.10% PA TAX FREE S2,      1119.25,      1121.00,      1121.00,      1117.70,      1119.01,                   106468.55,95, ,3,      1170.00,      1065.00
N,N2,82HUDCO27,8.20 NCD05MAR27 FV 1000,      1095.00,      1095.00,      1095.00,      1095.00,      1095.00,                   547500.00,500, ,1,      1209.99,      1060.00
N,N2,830NHAI27,BOND 8.30% PA TAX FREE S2,      1130.00,      1130.00,      1130.00,      1129.01,      1129.27,                   719418.26,637, ,9,      1177.00,      1062.20
N,N2,957ISFL26,SEC RE NCD 9.57% SR 3,       985.00,       951.00,       951.00,       951.00,       951.00,                     1902.00,2, ,2,      1009.00,       927.00
N,N2,9MMFSML,9.00% UNSECURED NCD,      1022.03,      1022.00,      1024.00,      1022.00,      1024.00,                    35830.00,35, ,2,      1131.00,       996.00
N,N2,IMC1,SEC RE NCGB 8.25% STRPP C,       245.00,       250.00,       250.00,       243.01,       246.60,                    22575.22,92, ,7,       262.00,       240.00
N,N3,760PFCL35,7.60% TAX FREE NCD,      1222.00,      1223.20,      1223.20,      1223.20,      1223.20,                    34249.60,28, ,1,      1276.00,      1119.01
N,N3,79NHIT47,SEC RE NCD 7.90% STRPP C,       410.11,       412.00,       416.85,       412.00,       416.85,                   373179.52,900, ,12,       439.00,       392.00
N,N3,935PEL33,SEC RE NCD 9.35% SR IV,      1055.00,      1050.00,      1050.00,      1050.00,      1050.00,                    10500.00,10, ,1,      1115.01,       983.00
N,N3,M&MFIN,UNSECURED NCD,      2037.25,      2037.25,      2076.00,      2031.02,      2076.00,                    55038.27,27, ,3,      2289.00,      1750.00
N,N4,1003ISFL28,SEC RE NCD 10.03% SR 5,       976.50,       994.00,       994.00,       985.10,       988.65,                   365594.10,369, ,13,      1018.99,       933.00
