1,AARTIPHARM,INE0LRU01027,678.20,20
2,DEEPAKNTR,INE288B01029,2942.60,20
3,TVSSCS,INE395N01027,203.94,20
4,NFL,INE870D01012,127.34,23.12
5,MARUTI,INE585B01010,12145.75,9
6,RAJESHEXPO,INE343B01030,290.10,20
7,BLUESTARCO,INE472A01039,1789.30,20
8,SGBJAN29IX,IN0020200377,7552.58,10
9,ITI,INE248A01017,283.05,22.4
10,BECTORFOOD,INE495P01012,1705.60,20
11,SGBMAR25,IN0020160126,7469.99,10
12,INDIAGLYCO,INE560A01015,1271.35,20
13,PGEL,INE457L01029,613.90,21.8
14,SGBSEP27,IN0020190115,7515.00,10
15,SGBNOV25VI,IN0020170083,7600.00,10
16,RECLTD,INE020B01018,590.05,20.85
17,SGBAUG27,IN0020190107,7654.00,10
18,SGBMAY26,IN0020180033,7500.10,10
19,FLUOROCHEM,INE09N301011,3976.50,20
20,PAGEIND,INE761H01022,40316.10,20
21,EICHERMOT,INE066A01021,4747.35,9.74
22,GUJALKALI,INE186A01019,818.15,20
23,NMDC,INE584A01023,207.67,20
24,KIRLOSENG,INE146L01010,1282.70,20
25,DHANI,INE274G01010,53.20,23.92
26,MOIL,INE490G01020,388.30,20.9
27,ANANTRAJ,INE242C01024,608.60,20
28,TIINDIA,INE974X01010,3896.85,20
29,CHAMBLFERT,INE085A01013,503.95,20
30,SGBNOV25,IN0020170091,7400.00,10
31,RCF,INE027A01015,186.98,22.14
32,SANDHAR,INE278H01035,605.95,20
33,NCC,INE868B01028,310.35,20.4
34,STOVEKRAFT,INE00IN01015,820.05,20
35,VENUSPIPES,INE0JA001018,2250.95,20
36,TITAN,INE280A01028,3684.55,9.17
37,BASF,INE373A01013,6778.80,20
38,NIFTYIETF,INF109K012R6,276.21,6
39,HDFCBANK,INE040A01034,1646.50,9
40,HINDALCO,INE038A01020,658.55,12.79
41,LIQUIDBEES,INF732E01037,1000.00,5
42,POWERINDIA,INE07Y701011,11436.90,20
43,TATACONSUM,INE192A01025,1192.05,9
44,SUBEXLTD,INE754A01055,29.08,21.12
45,SGBMAR30X,IN0020210319,7689.79,10
46,TANLA,INE483C01032,928.10,20
47,TORNTPHARM,INE685A01028,3431.10,20
48,YESBANK,INE528G01035,22.89,20
49,COLPAL,INE259A01022,3681.80,20
50,NRBBEARING,INE349A01021,316.75,20
51,ROSSARI,INE02A801020,876.05,20
52,SGBJUN30,IN0020220045,7720.00,10
53,SHRIRAMPPS,INE217L01019,135.45,20.64
54,SGBOCT25IV,IN0020170067,7426.00,10
55,DMART,INE192R01011,5361.40,20
56,SULA,INE142Q01026,481.15,20
57,ABSLLIQUID,INF209KB18T9,1000.00,5
58,INDUSTOWER,INE121J01017,421.50,20
59,RICOAUTO,INE209B01025,118.93,22.4
60,UCOBANK,INE691A01018,48.48,20
61,DOMS,INE321T01012,2732.05,20
62,JUNIORBEES,INF732E01045,796.07,6.11
63,KFINTECH,INE138Y01010,996.90,20
64,FORTIS,INE061F01013,546.25,20
65,BERGEPAINT,INE463A01038,602.35,20
66,OIL,INE274J01014,634.05,20
67,ITC,INE154A01025,511.75,9
68,EMAMILTD,INE548C01032,827.60,20
69,EBBETF0431,INF754K01LE1,1254.88,20
70,IMFA,INE919H01018,627.20,20
71,3MINDIA,INE470A01017,34925.45,20
72,CONFIPET,INE552D01024,86.91,20
73,GUJGASLTD,INE844O01030,653.75,20
74,WHIRLPOOL,INE716A01013,2138.60,20
75,SOTL,INE035D01020,579.00,20
76,LTF,INE498L01015,166.24,20
77,ADVENZYMES,INE837H01020,449.55,20
78,VTL,INE825A01020,493.50,20
79,ICICIB22,INF109KB15Y7,114.63,20
80,JYOTHYLAB,INE668F01031,547.65,20
81,INDIANB,INE562A01011,523.00,20
82,MANKIND,INE634S01028,2411.95,20
83,GMDCLTD,INE131A01031,363.75,21.71
84,ASTRAL,INE006I01046,1916.55,20
85,SONACOMS,INE073K01018,700.15,20
86,HAVELLS,INE176B01034,1892.40,20
87,INTELLECT,INE306R01017,984.35,20
88,SAFARI,INE429E01023,2427.90,20
89,PFIZER,INE182A01018,6146.30,20
90,MCX,INE745G01035,5261.30,20
91,DRREDDY,INE089A01023,6655.90,9
92,ARVIND,INE034A01011,390.90,20
93,DCBBANK,INE503A01015,120.21,20
94,RRKABEL,INE777K01022,1528.55,20
95,JSWINFRA,INE880J01026,311.70,20
96,BIOCON,INE376G01013,377.60,20
97,BIRLACORPN,INE340A01012,1303.90,20
98,ANDHRAPAP,INE435A01028,562.50,20
99,PIIND,INE603J01030,4617.25,20
100,INDUSINDBK,INE095A01012,1428.10,11.01
101,TATAPOWER,INE245A01021,417.85,20
102,BRITANNIA,INE216A01030,5939.45,9
103,MSTCLTD,INE255X01014,742.75,22.88
104,IOLCP,INE485C01011,480.05,20
105,SGBNOV258,IN0020170109,7550.00,10
106,SGBOCT27VI,IN0020190388,7430.01,10
107,BPCL,INE029A01011,347.80,13.18
108,SGBDE30III,IN0020220110,7947.07,10
109,ABB,INE117A01022,7600.90,20
