Confirmed list of securities to be auctioned in A 2024170 to be held on Sep 10 2024.

Sr No,Symbol,Series,Total Qty
1,63MOONS,EQ,1732
2,ABSLAMC,EQ,67
3,ACC,EQ,3
4,ACE,EQ,9
5,ADANIENSOL,EQ,1
6,ADANIENT,EQ,6
7,ADANIPOWER,EQ,7
8,ADSL,EQ,10
9,AETHER,EQ,2
10,AIRTELPP,E1,30
11,ALANKIT,EQ,4
12,ALICON,EQ,25
13,AMBUJACEM,EQ,500
14,APOLLO,EQ,465
15,ARIES,EQ,1
16,ASAHIINDIA,EQ,1
17,ASHOKA,EQ,50
18,ASIANPAINT,EQ,3
19,AUBANK,EQ,1
20,AVANTIFEED,EQ,10
21,BAJFINANCE,EQ,251
22,BEARDSELL,EQ,2312
23,BEL,EQ,200
24,BFUTILITIE,EQ,100
25,BHARATFORG,EQ,5
26,BHARATRAS,EQ,4
27,BHARTIARTL,EQ,4550
28,BLKASHYAP,EQ,1050
29,BLSE,EQ,100
30,BLUEJET,EQ,76
31,BSE,EQ,43
32,CAMLINFINE,EQ,498
33,CERA,EQ,1
34,CESC,EQ,20
35,CRISIL,EQ,4
36,DABUR,EQ,1
37,DCW,EQ,800
38,DEEPINDS,EQ,172222
39,DOLATALGO,EQ,300
40,DOMS,EQ,3
41,ECLERX,EQ,1
42,ECOSMOBLTY,EQ,30
43,EDELWEISS,EQ,1
44,EIHAHOTELS,EQ,1
45,EMIL,EQ,45385
46,FCSSOFT,EQ,10
47,GANECOS,EQ,140
48,GENUSPAPER,EQ,1
49,GENUSPOWER,EQ,3
50,GLAXO,EQ,13
51,GLOBUSSPR,EQ,1
52,GMRINFRA,EQ,11250
53,GNFC,EQ,170
54,GODREJCP,EQ,6
55,GODREJPROP,EQ,27
56,GOKUL,EQ,3504
57,GPPL,EQ,14
58,GREAVESCOT,EQ,1000
59,GRSE,EQ,10
60,GUJALKALI,EQ,30
61,HCG,EQ,684
62,HCLTECH,EQ,25
63,HDFCBANK,EQ,1000
64,HDFCLIQUID,EQ,10
65,HEG,EQ,305
66,HFCL,EQ,100
67,HINDPETRO,EQ,12
68,HINDUNILVR,EQ,3
69,ICICIBANK,EQ,6841
70,IDEA,EQ,100
71,IEX,EQ,35
72,INDIACEM,EQ,15
73,INDIAMART,EQ,30
74,INDIANHUME,EQ,1
75,INDOAMIN,EQ,74
76,INDOSTAR,EQ,100
77,INOXGREEN,EQ,300
78,INOXINDIA,EQ,10
79,INTERARCH,EQ,20
80,IOB,EQ,87
81,IOLCP,EQ,500
82,IRMENERGY,EQ,2500
83,ITC,EQ,98
84,J&KBANK,EQ,409
85,JCHAC,EQ,6
86,JINDALPHOT,EQ,3
87,JINDRILL,EQ,326
88,JIOFIN,EQ,2149
89,JKCEMENT,EQ,50
90,JSWENERGY,EQ,400
91,JUBLINDS,EQ,8
92,JUBLPHARMA,EQ,1
93,JYOTICNC,EQ,49
94,KCP,EQ,1
95,KDDL,EQ,143
96,KEC,EQ,5
97,KERNEX,EQ,206
98,KITEX,EQ,4115
99,KNRCON,EQ,25
100,LAOPALA,EQ,100
101,LINDEINDIA,EQ,192
102,LIQUIDIETF,EQ,100
103,LTF,EQ,250
104,MAGADSUGAR,EQ,2
105,MANUGRAPH,EQ,3786
106,MANYAVAR,EQ,30
107,MAZDOCK,EQ,1
108,METROPOLIS,EQ,60
109,MGL,EQ,19
110,MODIRUBBER,EQ,11
111,MOREPENLAB,EQ,500
112,MOTOGENFIN,EQ,500
113,MSPL,EQ,29857
114,NIFTY50ADD,EQ,136
115,NKIND,EQ,4
116,NTPC,EQ,14000
117,OLAELEC,EQ,43
118,PANACEABIO,EQ,4618
119,PAYTM,EQ,55
120,PCBL,EQ,473
121,PCJEWELLER,EQ,19584
122,PEL,EQ,3
123,PFC,EQ,76
124,PIDILITIND,EQ,2
125,PNBHOUSING,EQ,6
126,PONNIERODE,EQ,1
127,PPLPHARMA,EQ,100
128,PREMIERENE,EQ,333
129,PRSMJOHNSN,EQ,202
130,RADHIKAJWE,EQ,29490
131,RBA,EQ,499
132,RBMINFRA,SM,200
133,RECLTD,EQ,85
134,RELIGARE,EQ,200
135,RELINFRA,EQ,4
136,RESPONIND,EQ,1
137,RHFL,EQ,416
138,RITES,EQ,14
139,RUCHIRA,EQ,1
140,SALASAR,EQ,3550
141,SALSTEEL,EQ,314
142,SAMMAANCAP,EQ,5500
143,SANGAMIND,EQ,1
144,SAREGAMA,EQ,1
145,SARVESHWAR,EQ,38488
146,SBILIFE,EQ,2
147,SENCO,EQ,7
148,SEPC,EQ,300
149,SGIL,EQ,1
150,SHAKTIPUMP,EQ,50
151,SIMPLEXINF,EQ,5180
152,SKIPPER,EQ,1
153,SPENCERS,EQ,50
154,STEELCITY,EQ,5
155,SUNDARMHLD,EQ,1
156,SUNDRMFAST,EQ,96
157,SUVENPHAR,EQ,30
158,SYNCOMF,EQ,100
159,TATASTEEL,EQ,3800
160,TBZ,EQ,100
161,TCS,EQ,55
162,TEXINFRA,EQ,492
163,THANGAMAYL,EQ,16
164,TIIL,EQ,515
165,TVSSCS,EQ,551
166,UDS,EQ,975
167,ULTRACEMCO,EQ,31
168,UPL,EQ,1
169,UTTAMSUGAR,EQ,3
170,VAIBHAVGBL,EQ,1
171,VBL,EQ,234
172,VIMTALABS,EQ,30
173,VOLTAS,EQ,1
174,VPRPL,EQ,170
175,VSTIND,EQ,100
176,ZENTEC,EQ,50
177,ZOMATO,EQ,16010
