Symbol,Security,From Series,To Series,Change Date,Remarks
CAPTRUST,CAPITAL TRUST LIMITED,EQ,BE,11-SEP-2024,"-"
IDEALTECHO,IDEAL TECHNOPLAST INDUSTRIES LIMITED,ST,SM,11-SEP-2024,"-"
INFIBEAM,INFIBEAM AVENUES LIMITED,EQ,BE,11-SEP-2024,"-"
MODIRUBBER,MODI RUBBER LIMITED,EQ,BE,11-SEP-2024,"-"
NDL,NANDAN DENIM LIMITED,EQ,BE,11-SEP-2024,"-"
ORIENTTECH,ORIENT TECHNOLOGIES LIMITED,BE,EQ,11-SEP-2024,"-"
QVCEL,QVC EXPORTS LIMITED,ST,SM,11-SEP-2024,"-"
