"Security Name","Symbol Name","Trade Date","Quantity"
"ADF FOODS LIMITED","ADFFOODS","10-Sep-2024","995"
"TATA MOTORS LIMITED","TATAMOTORS","10-Sep-2024","120450"
"HCL TECHNOLOGIES LTD","HCLTECH","10-Sep-2024","4"
"PRISM JOHNSON LIMITED","PRSMJOHNSN","10-Sep-2024","85"
"DIVI'S LABORATORIES LTD","DIVISLAB","10-Sep-2024","2400"
"SUZLON ENERGY LIMITED","SUZLON","10-Sep-2024","1007"
"GODREJ CONSUMER PRODUCTS LIMITED","GODREJCP","10-Sep-2024","41155"
"ICICI BANK LTD.","ICICIBANK","10-Sep-2024","135800"
