Symbol,Security,From Series,To Series,Change Date,Remarks
AFIL,AKME FINTRADE (INDIA) LIMITED,BE,EQ,10-JUL-2024,"-"
DURLAX,DURLAX TOP SURFACE LIMITED,ST,SM,10-JUL-2024,"-"
FALCONTECH,FALCON TECHNOPROJECTS INDIA LIMITED,ST,SM,10-JUL-2024,"-"
LPDC,LANDMARK PROPERTY DEVELOPMENT COMPANY LIMITED,EQ,BE,10-JUL-2024,"-"
MICEL,MIC ELECTRONICS LIMITED,EQ,BE,10-JUL-2024,"-"
RELIABLE,RELIABLE DATA SERVICES LIMITED,SM,EQ,10-JUL-2024,"-"
RETAIL,JHS SVENDGAARD RETAIL VENTURES LIMITED,BE,EQ,10-JUL-2024,"-"
RKEC,RKEC PROJECTS LIMITED,EQ,BE,10-JUL-2024,"-"
