Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,30052024,1938637952,0002459
Trade Date <30-MAY-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1003ISFL28,N4,30,30,100.00
20,2,1013DLSL24,NF,30,30,100.00
20,3,1015ECL29,NR,3541,3360,94.89
20,4,1025IHF34,Z8,10,10,100.00
20,5,1040UCL25,N4,41,30,73.17
20,6,1049DLS25A,Y5,10,10,100.00
20,7,1050NFL26,N7,110,110,100.00
20,8,1050UCL25,N7,15,14,93.33
20,9,1060ECL29,NS,1999,1857,92.90
20,10,1065NFL27,NC,912,912,100.00
20,11,1075NFL25,N6,10,10,100.00
20,12,10CAGL27,N5,19,10,52.63
20,13,10IIFL28,N4,152,152,100.00
20,14,10IIFL28A,NE,247,247,100.00
20,15,10IIFL29,N6,51,51,100.00
20,16,10NIDO26,N6,3826,3624,94.72
20,17,182D011124,TB,4700,4700,100.00
20,18,182D031024,TB,1100,1100,100.00
20,19,182D060624,TB,100,100,100.00
20,20,182D071124,TB,1100,1100,100.00
20,21,182D110724,TB,1000,1000,100.00
20,22,182D120924,TB,200,200,100.00
20,23,182D150824,TB,100,100,100.00
20,24,182D190924,TB,200,200,100.00
20,25,182D200624,TB,3300,2900,87.88
20,26,182D221124,TB,100,100,100.00
20,27,182D241024,TB,100,100,100.00
20,28,182D270624,TB,1200,1200,100.00
20,29,182D290824,TB,1300,1300,100.00
20,30,20MICRONS,EQ,535878,154854,28.90
20,31,360ONE,EQ,168336,92107,54.72
20,32,364D020125,TB,1900,1900,100.00
20,33,364D020525,TB,10000,10000,100.00
20,34,364D051224,TB,300,300,100.00
20,35,364D071124,TB,5000,5000,100.00
20,36,364D080525,TB,1000,1000,100.00
20,37,364D090125,TB,100,100,100.00
20,38,364D130225,TB,100,100,100.00
20,39,364D141124,TB,3500,3500,100.00
20,40,364D160125,TB,100,100,100.00
20,41,364D230125,TB,30100,30100,100.00
20,42,364D230525,TB,600,600,100.00
20,43,364D240425,TB,300,300,100.00
20,44,3IINFOLTD,EQ,439460,251834,57.31
20,45,3MINDIA,EQ,20394,4343,21.30
20,46,3PLAND,EQ,13911,8875,63.80
20,47,5PAISA,EQ,34996,17821,50.92
20,48,618GS2024,GS,20000,20000,100.00
20,49,63MOONS,EQ,154722,106335,68.73
20,50,654GS2032,GS,2,1,50.00
20,51,667GS2035,GS,14,14,100.00
20,52,667GS2050,GS,10950,10950,100.00
20,53,669GS2024,GS,79613,77713,97.61
20,54,676GS2061,GS,7390,6836,92.50
20,55,689GS2025,GS,13000,13000,100.00
20,56,68GS2060,GS,40722,28000,68.76
20,57,695GS2061,GS,4,4,100.00
20,58,699GS2026,GS,472,372,78.81
20,59,702GS2027,GS,598,598,100.00
20,60,706GS2028,GS,12116,12111,99.96
20,61,710GS2029,GS,33001,33001,100.00
20,62,716GS2050,GS,60,60,100.00
20,63,717GS2030,GS,3500,3500,100.00
20,64,718GS2033,GS,2150,2150,100.00
20,65,718GS2037,GS,1300,1200,92.31
20,66,723GS2039,GS,1000,1000,100.00
20,67,725GS2063,GS,4909,4909,100.00
20,68,726GS2032,GS,10760,9760,90.71
20,69,732GS2030,GS,1100,1100,100.00
20,70,732IRFC25,NI,296,296,100.00
20,71,733GS2026,GS,9475,9475,100.00
20,72,734GS2064,GS,60696,60611,99.86
20,73,734IRFC28,N4,2,1,50.00
20,74,735NHAI31,N9,20,10,50.00
20,75,736GS2052,GS,38605,38604,100.00
20,76,736NTPC25D,NB,3,3,100.00
20,77,737GS2028,GS,1010288,1010288,100.00
20,78,738GS2027,GS,161471,100051,61.96
20,79,739NHAI26,N8,870,870,100.00
20,80,73GS2053,GS,2944,2944,100.00
20,81,741GS2036,GS,1591,1591,100.00
20,82,743REC35,NH,43,43,100.00
20,83,746GS2073,GS,52460,52460,100.00
20,84,74GS2062,GS,6187,6145,99.32
20,85,750IRFC35,NK,110,60,54.55
20,86,751HUDCO28,N5,796,551,69.22
20,87,753IRFC30,NJ,256,256,100.00
20,88,753NTPC30E,NC,44,44,100.00
20,89,754GS2036,GS,619436,596935,96.37
20,90,754UK33,SG,100,100,100.00
20,91,755TS32,SG,100,100,100.00
20,92,760PFCL35,N3,69,69,100.00
20,93,764HUDCO31,N8,700,700,100.00
20,94,764IRFC31,NO,2556,2539,99.33
20,95,764NABAR31,N2,2308,2308,100.00
20,96,768CG32,SG,100,100,100.00
