"Security Name","Symbol Name","Trade Date","Quantity"
"JUBILANT FOODWORKS LTD","JUBLFOOD","29-May-2024","45000"
"DIVI'S LABORATORIES LTD","DIVISLAB","29-May-2024","19000"
"COROMANDEL INTERNTL. LTD ","COROMANDEL","29-May-2024","2800"
