Sr. No,Symbol,Series,Security Name,From,To
1,VISHNUINFR,SM,VISHNUSURYA PROJECTS AND INFRA LIMITED,10,5
2,AHLADA,BE,AHLADA ENGINEERS LIMITED,20,5
3,ASHIMASYN,EQ,ASHIMA LIMITED,20,10
4,EMMIL,SM,ENERGY MISSION MACHINERIES (INDIA) LIMITED,5,20
5,TARMAT,BE,TARMAT LIMITED,5,2
