"Security Name","Symbol Name","Trade Date","Quantity"
"AU SMALL FINANCE BANK LIMITED","AUBANK","30-May-2024","123000"
"JUBILANT FOODWORKS LTD","JUBLFOOD","30-May-2024","3750"
"INDRAPRASTHA GAS LTD","IGL","30-May-2024","2750"
"SBI CARDS & PAY SER LTD","SBICARD","30-May-2024","163200"
