Sr. No,Symbol,Series,Security Name,From,To
1,INSPIRE,SM,INSPIRE FILMS LIMITED,10,5
2,BALAXI,EQ,BALAXI PHARMACEUTICALS LIMITED,20,10
3,BLUEPEBBLE,SM,BLUE PEBBLE LIMITED,20,10
4,IEML,SM,INDIAN EMULSIFIERS LIMITED,5,20
5,ZEELEARN,BE,ZEE LEARN LIMITED,5,2
