Confirmed list of securities to be auctioned in A 2024104 to be held on Jun 05 2024.

Sr No,Symbol,Series,Total Qty
1,63MOONS,EQ,1
2,AADHARHFC,EQ,10
3,AARTIIND,EQ,58
4,ADANIENSOL,EQ,5
5,ADANIENT,EQ,8
6,ADROITINFO,EQ,60
7,AEGISCHEM,EQ,177
8,AGARIND,EQ,15
9,AHL,EQ,50
10,AHLEAST,EQ,21
11,AKASH,EQ,175
12,AKZOINDIA,EQ,53
13,AMNPLST,EQ,21
14,AMRUTANJAN,EQ,20
15,APOLLOPIPE,EQ,1
16,ASALCBR,EQ,4
17,ASHOKLEY,EQ,560
18,ASTERDM,EQ,2
19,AUBANK,EQ,2
20,AXISCETF,EQ,32
21,BAIDFIN,EQ,1
22,BAJFINANCE,EQ,2
23,BALAXI,EQ,250
24,BANDHANBNK,EQ,10
25,BANKBARODA,EQ,678
26,BANKBEES,EQ,23
27,BANKINDIA,EQ,250
28,BATAINDIA,EQ,53
29,BBTC,EQ,2
30,BCONCEPTS,EQ,52
31,BEL,EQ,12719
32,BHAGYANGR,EQ,2
33,BHEL,EQ,123
34,BLUESTARCO,EQ,634
35,BOROLTD,EQ,30
36,BOSCHLTD,EQ,12
37,BPCL,EQ,1411
38,BRITANNIA,EQ,1
39,BSE,EQ,1
40,CANBK,EQ,1792
41,CAPLIPOINT,EQ,496
42,CARERATING,EQ,2
43,CGPOWER,EQ,553
44,CHENNPETRO,EQ,50
45,CHOLAHLDNG,EQ,1
46,CIGNITITEC,EQ,1000
47,CIPLA,EQ,5
48,COALINDIA,EQ,14
49,COCHINSHIP,EQ,500
50,COLPAL,EQ,2600
51,CONCOR,EQ,1000
52,CUMMINSIND,EQ,27
53,DATAMATICS,EQ,4
54,DBREALTY,EQ,699
55,DCBBANK,EQ,1100
56,DCMNVL,EQ,34
57,DEEPAKFERT,EQ,4
58,DEN,EQ,1
59,DIVISLAB,EQ,3
60,DMART,EQ,10
61,DPWIRES,EQ,11
62,DRREDDY,EQ,3
63,EIHAHOTELS,EQ,74
64,ELECON,EQ,2
65,EMBASSY,RR,8
66,ENERGYDEV,EQ,31
67,ENGINERSIN,EQ,100
68,EPL,EQ,13
69,EROSMEDIA,EQ,1632
70,FEDERALBNK,EQ,2
71,FIEMIND,EQ,25
72,FILATFASH,EQ,10
73,FINPIPE,EQ,100
74,FOODSIN,EQ,4
75,FORTIS,EQ,997
76,GAIL,EQ,150
77,GANECOS,EQ,8
78,GANESHHOUC,EQ,188
79,GFLLIMITED,EQ,4
80,GLAND,EQ,10
81,GMDCLTD,EQ,15906
82,GOCLCORP,EQ,7
83,GODHA,EQ,2
84,GODIGIT,EQ,55
85,GODREJPROP,EQ,1641
86,GRANULES,EQ,184
87,GUJGASLTD,EQ,4825
88,HARIOMPIPE,EQ,17
89,HDFCNEXT50,EQ,339
90,HDFCNIFTY,EQ,10
91,HDFCPSUBK,EQ,64
92,HERCULES,EQ,200
93,HFCL,EQ,10
94,HINDUNILVR,EQ,11
95,HINDZINC,EQ,32
96,HITECH,EQ,15
97,HITECHCORP,EQ,11
98,ICICIBANK,EQ,705
99,ICICIGI,EQ,8
100,ICICIPRULI,EQ,2
101,IDEA,EQ,40000
102,IDFC,EQ,14
103,IEL,EQ,9
104,IFBIND,EQ,10
105,IIFL,EQ,4500
106,INDGN,EQ,100
107,INDHOTEL,EQ,53
108,INDIAGLYCO,EQ,3
109,INDIGO,EQ,600
110,INDUSINDBK,EQ,33
111,INFY,EQ,194
112,INOXWIND,EQ,1
113,INTENTECH,EQ,3
114,IOB,EQ,1999
115,IOC,EQ,15
116,IRB,EQ,1
117,IRCON,EQ,902
118,IRCTC,EQ,126
119,IREDA,EQ,1890
120,IRFC,EQ,100
121,ITC,EQ,401
122,J&KBANK,EQ,25
123,JAICORPLTD,EQ,1
124,JBCHEPHARM,EQ,50
125,JGCHEM,EQ,20
126,JKCEMENT,EQ,1
127,JSWENERGY,EQ,200
128,JSWINFRA,EQ,250
129,JSWSTEEL,EQ,101
130,JWL,EQ,2600
131,KDDL,EQ,1672
132,KEC,EQ,1
133,KELLTONTEC,EQ,1000
134,KHADIM,EQ,13
135,KOTARISUG,EQ,428
136,KSOLVES,EQ,10
137,LAL,EQ,10
138,LICHSGFIN,EQ,202
139,LICI,EQ,20
140,LICNFNHGP,EQ,1
141,LIQUIDADD,EQ,4
142,LIQUIDBEES,EQ,210
143,LLOYDSENGG,EQ,600
144,LT,EQ,21
145,LTFOODS,EQ,150
146,LUPIN,EQ,30
147,M&M,EQ,68
148,MAHAPEXLTD,EQ,5
149,MAHKTECH,EQ,21793
150,MANINFRA,EQ,188
151,MANUGRAPH,EQ,5
152,MHRIL,EQ,1
153,MIDCAP,EQ,108
154,MOIL,EQ,5
155,MOTHERSON,EQ,12
156,NAGREEKCAP,EQ,8
157,NATIONALUM,EQ,20000
158,NAVINIFTY,EQ,463
159,NAVKARCORP,EQ,16
160,NAZARA,EQ,1
161,NESTLEIND,EQ,32
162,NEXT50IETF,EQ,292
163,NHPC,EQ,2000
164,NIF100IETF,EQ,93
165,NIFMID150,EQ,42
166,NIFTYBETF,EQ,111
167,NMDC,EQ,42
168,NOVAAGRI,EQ,100
169,NSLNISP,EQ,1650
170,NTPC,EQ,511
171,NUCLEUS,EQ,48
172,NUVAMA,EQ,22
173,NV20BEES,EQ,64
174,NYKAA,EQ,16
175,ONGC,EQ,4
176,ORIENTELEC,EQ,10
177,ORIENTHOT,EQ,143
178,PAGEIND,EQ,1
179,PAKKA,EQ,300
180,PCJEWELLER,EQ,2228
181,PILITA,EQ,289
182,PLATIND,EQ,308
183,POLYCAB,EQ,75
184,PREMIERPOL,EQ,7
185,PRESTIGE,EQ,5
186,PSUBANKADD,EQ,64
187,PTC,EQ,2172
188,PVSL,EQ,1
189,PVTBANIETF,EQ,407
190,QUESS,EQ,100
191,RADIOCITY,EQ,3
192,RAILTEL,EQ,10
193,RAMCOCEM,EQ,144
194,RBL,EQ,1
195,RCF,EQ,2500
196,RECLTD,EQ,150
197,RELAXO,EQ,30
198,RELIANCE,EQ,721
199,REPCOHOME,EQ,225
200,RPOWER,EQ,9002
201,RUSHIL,EQ,4
202,SANGAMIND,EQ,10862
203,SANGHVIMOV,EQ,50
204,SBIETFIT,EQ,64
205,SBIETFPB,EQ,196
206,SBIETFQLTY,EQ,32
207,SBILIFE,EQ,100
208,SBIN,EQ,24
209,SHREDIGCEM,EQ,50
210,SHREYANIND,EQ,1000
211,SHRIRAMPPS,EQ,6106
212,SIGIND,EQ,4
213,SIL,EQ,7
214,SILVERBEES,EQ,1025
215,SILVERETF,EQ,274
216,SIMBHALS,EQ,10
217,SJVN,EQ,333
218,SPIC,EQ,3
219,SUNPHARMA,EQ,3
220,SVPGLOB,EQ,200
