"Security Name","Symbol Name","Trade Date","Quantity"
"NAVIN FLUORINE INT. LTD","NAVINFLUOR","04-Jun-2024","600"
"MAHINDRA & MAHINDRA FINANCIAL SERVICES LIMITED","M&MFIN","04-Jun-2024","2000"
