Symbol,Security,From Series,To Series,Change Date,Remarks
GVKPIL,GVK POWER & INFRASTRUCTURE LIMITED,EQ,BE,05-JUN-2024,"-"
IEML,INDIAN EMULSIFIERS LIMITED,ST,SM,05-JUN-2024,"-"
