"Security Name","Symbol Name","Trade Date","Quantity"
"JUBILANT FOODWORKS LTD","JUBLFOOD","22-Jul-2024","8750"
"TATA CHEMICALS LTD","TATACHEM","22-Jul-2024","2750"
"COFORGE LIMITED","COFORGE","22-Jul-2024","5850"
"SBI CARDS & PAY SER LTD","SBICARD","22-Jul-2024","4000"
"JK CEMENT LIMITED","JKCEMENT","22-Jul-2024","3625"
