Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,22072024,1890581762,0002511
Trade Date <22-JUL-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0IHFL26,YR,1,1,100.00
20,2,0MOFSL27,N3,202,202,100.00
20,3,1003IIFL29,NC,650,650,100.00
20,4,1003ISFL28,N4,60,60,100.00
20,5,1015ECL29,NR,512,403,78.71
20,6,1018GS2026,GS,1513,1513,100.00
20,7,1025IHF34A,ZT,64,64,100.00
20,8,1025NFL25,N5,29,26,89.66
20,9,1049DLS25A,Y5,10,10,100.00
20,10,1050NFL26,N7,345,325,94.20
20,11,1050UCL25,N7,708,638,90.11
20,12,1060ECL29,NS,335,335,100.00
20,13,1065NFL27,NC,149,149,100.00
20,14,1075IHF33A,N2,465,350,75.27
20,15,1075IHF34,ZR,1,1,100.00
20,16,1075UCL25,N9,10,10,100.00
20,17,10CAGL27,N5,10,10,100.00
20,18,10IIFL28,N4,523,523,100.00
20,19,10IIFL28A,NE,672,582,86.61
20,20,10IIFL29,N6,211,210,99.53
20,21,10NFL25,N9,1,1,100.00
20,22,10NIDO26,N6,207,207,100.00
20,23,1119NFL27,ND,387,387,100.00
20,24,11UCL26,NC,82,82,100.00
20,25,182D010824,TB,800,800,100.00
20,26,182D011124,TB,300,300,100.00
20,27,182D071124,TB,100,100,100.00
20,28,182D080824,TB,500,500,100.00
20,29,182D121224,TB,100,100,100.00
20,30,182D141124,TB,1000,1000,100.00
20,31,182D250724,TB,200,200,100.00
20,32,182D281124,TB,100,100,100.00
20,33,20MICRONS,EQ,192282,79171,41.17
20,34,360ONE,EQ,208099,117693,56.56
20,35,364D020525,TB,100,100,100.00
20,36,364D071124,TB,100,100,100.00
20,37,364D080525,TB,200,200,100.00
20,38,364D190625,TB,100,100,100.00
20,39,364D200225,TB,1000,1000,100.00
20,40,3IINFOLTD,EQ,646776,264808,40.94
20,41,3MINDIA,EQ,2927,870,29.72
20,42,3PLAND,EQ,38479,8835,22.96
20,43,515GS2025,GS,100,100,100.00
20,44,522GS2025,GS,2,1,50.00
20,45,5PAISA,EQ,161192,66769,41.42
20,46,618GS2024,GS,1,1,100.00
20,47,622GS2035,GS,2,1,50.00
20,48,63MOONS,EQ,79709,47255,59.28
20,49,654GS2032,GS,5551,5551,100.00
20,50,664GS2035,GS,1700,1200,70.59
20,51,667GS2035,GS,1,1,100.00
20,52,667GS2050,GS,1920,1920,100.00
20,53,699GS2026,GS,500,500,100.00
20,54,699GS2051,GS,2000,2000,100.00
20,55,702GS2027,GS,600,600,100.00
20,56,702GS2031,GS,50,50,100.00
20,57,704GS2029,GS,899,899,100.00
20,58,706GS2028,GS,6910,6910,100.00
20,59,710GS2029,GS,12906,12502,96.87
20,60,716GS2050,GS,1039,1039,100.00
20,61,717GS2030,GS,10846,10846,100.00
20,62,718GS2033,GS,80316,80316,100.00
20,63,718GS2037,GS,2313586,2313586,100.00
20,64,719HUDCO28,N7,25,25,100.00
20,65,71GS2034,GS,450,450,100.00
20,66,723GS2039,GS,190,190,100.00
20,67,725GS2063,GS,127080,127080,100.00
20,68,726GS2032,GS,9720,9700,99.79
20,69,726GS2033,GS,5901,5901,100.00
20,70,729IRFC26,NN,524,490,93.51
20,71,729NHAI26,NC,5,5,100.00
20,72,732GS2030,GS,200,200,100.00
20,73,732IRFC25,NI,704,692,98.30
20,74,733GS2026,GS,10501,10501,100.00
20,75,734GS2064,GS,400,400,100.00
20,76,735NABAR31,N1,200,100,50.00
20,77,736GS2052,GS,9,9,100.00
20,78,736PFCL28,N2,200,200,100.00
20,79,737GR2054,GS,1000,1000,100.00
20,80,737GS2028,GS,5351,5351,100.00
20,81,738GS2027,GS,126759,116259,91.72
20,82,739NHAI26,N8,74,74,100.00
20,83,73GS2053,GS,162295,162295,100.00
20,84,741GS2036,GS,14396,9495,65.96
20,85,743REC35,NH,200,150,75.00
20,86,751HUDCO28,N5,918,709,77.23
20,87,753IRFC30,NJ,2213,1742,78.72
20,88,754GS2036,GS,343078,343078,100.00
20,89,758GJ32,SG,200,200,100.00
20,90,760PFCL35,N3,362,362,100.00
20,91,762NTPC35F,ND,565,471,83.36
20,92,764HUDCO31,N8,800,650,81.25
20,93,764IRFC31,NO,600,600,100.00
20,94,764NABAR31,N2,50,50,100.00
20,95,769HUDCO31,N9,69,69,100.00
20,96,769NHAI31,NE,1634,1293,79.13
20,97,76IGT26,ND,1804,1071,59.37
20,98,76NHAI31,NA,3751,2813,74.99
20,99,774IREDA31,N7,284,284,100.00
20,100,79NHIT35,N1,6616,6616,100.00
20,101,79NHIT40,N2,854,854,100.00
20,102,79NHIT47,N3,2753,2510,91.17
20,103,810IRFC27,N2,734,432,58.86
20,104,812REC27,NI,800,624,78.00
20,105,820IIFL27,N9,111,108,97.30
20,106,82HUDCO27,N2,90,90,100.00
20,107,830NHAI27,N2,207,207,100.00
20,108,830PFCL27,N5,220,220,100.00
20,109,835IFL25,NV,71,71,100.00
20,110,83GS2042,GS,200,200,100.00
20,111,83TCHF25,N6,17,17,100.00
20,112,842IIFL26,NL,1250,1250,100.00
20,113,843IHFL29,NC,26,26,100.00
20,114,846REC28,N6,210,210,100.00
20,115,847IHFL25,Z2,10,10,100.00
20,116,849NTPC25,N7,23268,21532,92.54
20,117,84GS2024,GS,22,15,68.18
20,118,85IIFL24,NJ,70,70,100.00
20,119,85TCAPS24,N6,122,121,99.18
20,120,865IIFL28,NS,60,60,100.00
20,121,865IRFC29,NA,273,221,80.95
20,122,865LTF26,NN,375,375,100.00
20,123,865TCAPS27,N8,1401,1401,100.00
20,124,86CIFC29,NN,2,2,100.00
20,125,86LTF24,NJ,500,275,55.00
20,126,871REC28,N9,100,100,100.00
20,127,875IIFL26A,NQ,3273,2301,70.30
20,128,875SFL27,ZF,139,139,100.00
20,129,880IREDA29,N5,50,50,100.00
20,130,880IREDA34,N6,200,200,100.00
20,131,885MOFSL26,N0,553,553,100.00
20,132,888ERFL28,N5,161,161,100.00
20,133,888IRFC29,NE,872,812,93.12
20,134,888NHB29,N5,30,30,100.00
20,135,888REC29,NF,129,129,100.00
20,136,890ICCL23A,NZ,258,236,91.47
20,137,891IIFCL34,N4,220,200,90.91
20,138,891NTPC33,N6,832,649,78.00
20,139,892NHPC33,N6,100,100,100.00
20,140,892PFCL33,N8,502,500,99.60
20,141,893NHB29,N6,1,1,100.00
20,142,894IHFL25,Z3,5,5,100.00
20,143,897MOFSL29,N4,100,100,100.00
20,144,901HUDCO34,NE,356,355,99.72
20,145,903SFL28,YI,577,577,100.00
20,146,905IH24,ZB,1,1,100.00
20,147,905LTF27,NF,150,150,100.00
20,148,910TCAP28,NA,20,10,50.00
20,149,91D031024,TB,200,200,100.00
20,150,91D080824,TB,300,300,100.00
20,151,91D101024,TB,5200,5200,100.00
20,152,91D120924,TB,25600,25600,100.00
20,153,91D150824,TB,400,400,100.00
20,154,91D190924,TB,6100,6100,100.00
20,155,91D230824,TB,3800,3800,100.00
20,156,91D250724,TB,1200,1200,100.00
20,157,91D260924,TB,1900,1900,100.00
20,158,920PEL28,N2,10,10,100.00
20,159,921ISFL25,N0,10,10,100.00
20,160,922SFL24,Z4,10,10,100.00
20,161,925IHFL26B,YQ,95,95,100.00
20,162,92GS2030,GS,16500,16490,99.94
20,163,930SFL28,YP,10,10,100.00
20,164,931SFL26,Z5,333,333,100.00
20,165,935LTF29,N5,39,39,100.00
20,166,935MOFSL29,N5,100,100,100.00
20,167,93IHFL24,ZP,98,49,50.00
20,168,93MOFSL34,N6,185,185,100.00
20,169,943ECL28,NJ,187,166,88.77
20,170,945IFSL25,N4,30,30,100.00
20,171,948ICCL25A,NG,3,3,100.00
20,172,948IHFL26,N9,7,7,100.00
20,173,94IFCI25,NL,350,350,100.00
20,174,94SFL28,YL,475,475,100.00
20,175,960CAGL25,N3,20,20,100.00
20,176,960ISFL25,N1,120,120,100.00
20,177,965IBHFL25,AG,11,10,90.91
20,178,965IHFL25,AB,20,20,100.00
20,179,965IHFL25C,N0,1,1,100.00
20,180,965IHFL25F,NZ,10,10,100.00
20,181,965IHFL26A,ZB,265,220,83.02
20,182,96IIFL28,N5,1614,1269,78.62
20,183,96IIFL28A,NF,605,605,100.00
20,184,96SFL24,Z8,95,95,100.00
20,185,96SFL24A,NB,21,21,100.00
20,186,970CAGL28,ND,1881,1881,100.00
20,187,975NFL25,N0,325,322,99.08
20,188,97MOFSL34,N7,105,100,95.24
20,189,985ECL28,NK,647,221,34.16
20,190,985IIFL22,NC,8,8,100.00
20,191,990IHFL26,N7,5,5,100.00
20,192,99IFCI24,NH,250,250,100.00
20,193,9IBHFL26BA,NA,426,426,100.00
20,194,9IBHL25,YM,1,1,100.00
20,195,9IIFL28,Y0,5,5,100.00
20,196,9MMFSML,N2,550,550,100.00
20,197,9PCHFL31A,NA,600,462,77.00
20,198,9PEL25,N0,20,20,100.00
20,199,AAATECH,EQ,40414,32175,79.61
20,200,AADHARHFC,EQ,1660095,762640,45.94
20,201,AAREYDRUGS,EQ,28696,17306,60.31
20,202,AARON,EQ,8134,4829,59.37
20,203,AARTIDRUGS,EQ,82907,37100,44.75
20,204,AARTIIND,EQ,1018872,320606,31.47
20,205,AARTIPHARM,EQ,234399,106429,45.41
20,206,AARTISURF,EQ,147520,62350,42.27
20,207,AARTISURF,P1,20,0,0.00
20,208,AARVEEDEN,EQ,557789,343899,61.65
20,209,AARVI,EQ,10229,8695,85.00
20,210,AATMAJ,SM,10000,6000,60.00
20,211,AAVAS,EQ,180569,81226,44.98
20,212,ABB,EQ,363722,186811,51.36
20,213,ABBOTINDIA,EQ,20873,10773,51.61
20,214,ABCAPITAL,EQ,3729671,2077298,55.70
20,215,ABCOTS,SM,500,500,100.00
20,216,ABDL,EQ,1856715,1009063,54.35
20,217,ABFRL,EQ,4002618,1953611,48.81
20,218,ABGSEC,EQ,1866,1554,83.28
20,219,ABINFRA,SM,2000,2000,100.00
20,220,ABSLAMC,EQ,346126,184754,53.38
20,221,ABSLBANETF,EQ,117620,106693,90.71
20,222,ABSLLIQUID,EQ,2509,2280,90.87
20,223,ABSLNN50ET,EQ,26222,21485,81.94
20,224,ABSLPSE,EQ,928209,469799,50.61
20,225,ABSMARINE,SM,138000,70000,50.72
20,226,ACC,EQ,275075,107104,38.94
20,227,ACCELYA,EQ,16581,8357,50.40
20,228,ACCENTMIC,SM,56000,38000,67.86
20,229,ACCORD,SM,6000,6000,100.00
20,230,ACE,EQ,191922,74831,38.99
20,231,ACEINTEG,EQ,4118,2457,59.66
20,232,ACI,EQ,597864,279197,46.70
20,233,ACL,EQ,32338,15375,47.54
20,234,ACLGATI,EQ,603871,266723,44.17
20,235,ACSAL,SM,45000,39000,86.67
20,236,ADANIENSOL,EQ,788623,327940,41.58
20,237,ADANIENT,EQ,662085,189181,28.57
20,238,ADANIGREEN,EQ,309254,128486,41.55
20,239,ADANIPORTS,EQ,1721261,778044,45.20
20,240,ADANIPOWER,EQ,2444034,914649,37.42
20,241,ADFFOODS,EQ,125166,60950,48.70
20,242,ADL,EQ,3419,1641,48.00
20,243,ADORWELD,EQ,74815,66153,88.42
20,244,ADROITINFO,EQ,30732,24857,80.88
20,245,ADSL,EQ,409301,186087,45.46
20,246,ADVANIHOTR,EQ,202620,86165,42.53
20,247,ADVENZYMES,EQ,142441,79617,55.89
20,248,AEGISLOG,EQ,137628,65092,47.30
20,249,AEROFLEX,EQ,477664,180825,37.86
20,250,AETHER,EQ,50892,21069,41.40
20,251,AFFLE,EQ,293290,150629,51.36
20,252,AFIL,EQ,2699960,787075,29.15
20,253,AGARIND,EQ,66297,23608,35.61
20,254,AGARWALFT,ST,36000,36000,100.00
20,255,AGI,EQ,158883,65861,41.45
20,256,AGIIL,EQ,1129,402,35.61
20,257,AGNI,SM,67500,45000,66.67
20,258,AGRITECH,EQ,13040,6816,52.27
20,259,AGROPHOS,EQ,162410,62862,38.71
20,260,AGSTRA,EQ,425428,228295,53.66
20,261,AGUL,SM,2000,2000,100.00
20,262,AHL,EQ,149265,62838,42.10
20,263,AHLEAST,EQ,30991,17523,56.54
20,264,AHLUCONT,EQ,73081,35094,48.02
20,265,AIAENG,EQ,236504,74164,31.36
20,266,AIIL,EQ,22766,10940,48.05
20,267,AILIMITED,ST,3000,3000,100.00
20,268,AIMTRON,ST,65600,58400,89.02
20,269,AIRAN,EQ,263896,92376,35.00
20,270,AIROLAM,EQ,5071,3678,72.53
20,271,AIRTELPP,E1,236566,177483,75.02
20,272,AJANTPHARM,EQ,59568,19584,32.88
20,273,AJMERA,EQ,29293,13457,45.94
20,274,AJOONI,EQ,1694238,986019,58.20
20,275,AKANKSHA,ST,46000,46000,100.00
20,276,AKASH,EQ,22372,13515,60.41
20,277,AKG,EQ,861785,492811,57.18
20,278,AKI,EQ,116771,78689,67.39
20,279,AKIKO,SM,142400,107200,75.28
20,280,AKSHAR,EQ,4304996,2889382,67.12
20,281,AKSHARCHEM,EQ,8822,5211,59.07
20,282,AKSHOPTFBR,EQ,387277,278524,71.92
20,283,AKZOINDIA,EQ,7205,3916,54.35
20,284,ALANKIT,EQ,3216278,1018446,31.67
20,285,ALBERTDAVD,EQ,11204,6335,56.54
20,286,ALEMBICLTD,EQ,1651271,565666,34.26
20,287,ALICON,EQ,14607,7335,50.22
20,288,ALKALI,EQ,9062,3862,42.62
20,289,ALKEM,EQ,133116,70245,52.77
20,290,ALKYLAMINE,EQ,40957,21734,53.07
20,291,ALLCARGO,EQ,1585634,625599,39.45
20,292,ALLETEC,SM,622800,307200,49.33
20,293,ALLSEC,EQ,13152,9193,69.90
20,294,ALMONDZ,EQ,370132,212430,57.39
20,295,ALOKINDS,EQ,6718669,2744032,40.84
20,296,ALPA,EQ,42506,20363,47.91
20,297,ALPEXSOLAR,ST,86400,77600,89.81
20,298,ALPHA,EQ,1082293,713830,65.96
20,299,ALPHAETF,EQ,910666,678789,74.54
20,300,ALPHAGEO,EQ,74356,32373,43.54
20,301,ALPL30IETF,EQ,5628990,5495309,97.63
20,302,ALUWIND,ST,15000,12000,80.00
20,303,AMBER,EQ,140287,47822,34.09
20,304,AMBEY,ST,394000,364000,92.39
20,305,AMBICAAGAR,EQ,24886,13809,55.49
20,306,AMBIKCO,EQ,35659,22336,62.64
20,307,AMBUJACEM,EQ,3014997,1833409,60.81
20,308,AMDIND,EQ,36408,11575,31.79
20,309,AMEYA,SM,50000,34000,68.00
20,310,AMIORG,EQ,138825,81389,58.63
20,311,AMNPLST,EQ,26962,16513,61.25
20,312,AMRUTANJAN,EQ,30503,20583,67.48
20,313,ANANDRATHI,EQ,112298,55357,49.29
20,314,ANANTRAJ,EQ,7913285,1567936,19.81
20,315,ANDHRAPAP,EQ,104560,58376,55.83
20,316,ANDHRSUGAR,EQ,410595,150148,36.57
20,317,ANGELONE,EQ,892660,444305,49.77
20,318,ANIKINDS,EQ,59462,32951,55.42
20,319,ANLON,ST,4400,4400,100.00
20,320,ANNAPURNA,SM,47000,30500,64.89
20,321,ANTGRAPHIC,EQ,636008,449908,70.74
20,322,ANUP,EQ,21866,10354,47.35
20,323,ANURAS,EQ,196772,91363,46.43
20,324,APARINDS,EQ,261673,78515,30.01
20,325,APCL,EQ,8174,4518,55.27
20,326,APCOTEXIND,EQ,24537,13571,55.31
20,327,APEX,EQ,1767734,390894,22.11
20,328,APLAPOLLO,EQ,447803,240043,53.60
20,329,APLLTD,EQ,2561426,375393,14.66
20,330,APOLLO,EQ,3045907,1492235,48.99
20,331,APOLLOHOSP,EQ,222285,156778,70.53
20,332,APOLLOPIPE,EQ,54390,29275,53.82
20,333,APOLLOTYRE,EQ,1510500,554500,36.71
20,334,APOLSINHOT,EQ,3121,1812,58.06
20,335,APS,ST,39000,32000,82.05
20,336,APTECHT,EQ,209312,120440,57.54
20,337,APTUS,EQ,467069,327159,70.05
20,338,ARABIAN,SM,10000,8000,80.00
20,339,ARCHIES,EQ,25601,20555,80.29
20,340,ARE&M,EQ,624468,343716,55.04
20,341,ARENTERP,EQ,2612,1537,58.84
20,342,ARHAM,SM,12000,9000,75.00
20,343,ARIES,EQ,338467,118995,35.16
20,344,ARIHANTACA,SM,16800,14400,85.71
20,345,ARIHANTCAP,EQ,2030727,888737,43.76
20,346,ARIHANTSUP,EQ,42886,18146,42.31
20,347,ARISTO,SM,22400,12800,57.14
20,348,ARMANFIN,EQ,50843,34800,68.45
20,349,AROGRANITE,EQ,39259,25700,65.46
20,350,ARROWGREEN,EQ,39430,15688,39.79
20,351,ARTEMISMED,EQ,168724,81618,48.37
20,352,ARTNIRMAN,EQ,61932,26078,42.11
20,353,ARVIND,EQ,256653,105865,41.25
20,354,ARVINDFASN,EQ,220464,105603,47.90
20,355,ARVSMART,EQ,45165,19159,42.42
20,356,ASAHIINDIA,EQ,391497,98029,25.04
20,357,ASAHISONG,EQ,15314,4911,32.07
20,358,ASAL,EQ,77325,19916,25.76
20,359,ASALCBR,EQ,60016,29539,49.22
20,360,ASHAPURMIN,EQ,147206,71790,48.77
20,361,ASHIANA,EQ,49939,26568,53.20
20,362,ASHIMASYN,EQ,815840,429978,52.70
20,363,ASHOKA,EQ,2550878,1005797,39.43
20,364,ASHOKAMET,EQ,62327,44074,70.71
20,365,ASHOKLEY,EQ,18930934,8329961,44.00
20,366,ASIANENE,EQ,69005,34977,50.69
20,367,ASIANHOTNR,EQ,6332,6183,97.65
20,368,ASIANPAINT,EQ,1616347,1031262,63.80
20,369,ASIANTILES,EQ,1237079,485000,39.21
20,370,ASKAUTOLTD,EQ,115805,56776,49.03
20,371,ASMS,EQ,10277100,2064283,20.09
20,372,ASPINWALL,EQ,17204,8364,48.62
20,373,ASPIRE,SM,16000,14000,87.50
20,374,ASTEC,EQ,36190,16225,44.83
20,375,ASTERDM,EQ,991319,480188,48.44
20,376,ASTRAL,EQ,875601,371454,42.42
20,377,ASTRAMICRO,EQ,403749,172363,42.69
20,378,ASTRAZEN,EQ,11968,6943,58.01
20,379,ATAM,EQ,62033,30014,48.38
20,380,ATFL,EQ,188940,79563,42.11
20,381,ATGL,EQ,3334580,2323892,69.69
20,382,ATL,EQ,334786,175371,52.38
20,383,ATMASTCO,ST,56800,56000,98.59
20,384,ATUL,EQ,393594,105802,26.88
20,385,AUBANK,EQ,6529913,3641538,55.77
20,386,AURDIS,SM,4500,3000,66.67
20,387,AURIONPRO,EQ,98897,73309,74.13
20,388,AUROIMPEX,SM,32000,20800,65.00
20,389,AUROPHARMA,EQ,1403561,529000,37.69
20,390,AURUM,EQ,86454,49098,56.79
20,391,AURUMPP1,E1,1656,1307,78.93
20,392,AUTOAXLES,EQ,8235,4680,56.83
20,393,AUTOBEES,EQ,209633,102976,49.12
20,394,AUTOIETF,EQ,434429,225777,51.97
20,395,AUTOIND,EQ,160567,78485,48.88
20,396,AVADHSUGAR,EQ,93136,31720,34.06
20,397,AVALON,EQ,81546,31075,38.11
20,398,AVANTIFEED,EQ,938392,298852,31.85
20,399,AVG,EQ,18190,8540,46.95
20,400,AVPINFRA,SM,380800,212800,55.88
20,401,AVROIND,EQ,11607,7007,60.37
20,402,AVTNPL,EQ,189302,67807,35.82
20,403,AWFIS,EQ,264417,98289,37.17
20,404,AWHCL,EQ,3865950,492402,12.74
20,405,AWL,EQ,1114641,424537,38.09
20,406,AXISBANK,EQ,6695557,3834689,57.27
20,407,AXISBNKETF,EQ,456,248,54.39
20,408,AXISBPSETF,EQ,83003,61039,73.54
20,409,AXISCADES,EQ,161218,35335,21.92
20,410,AXISCETF,EQ,4401,1740,39.54
20,411,AXISGOLD,EQ,976343,925070,94.75
