Confirmed list of securities to be auctioned in A 2024109 to be held on Jun 12 2024.

Sr No,Symbol,Series,Total Qty
1,AARTIIND,EQ,1500
2,ABMINTLLTD,EQ,22
3,ACE,EQ,85
4,ACL,EQ,2421
5,ADANIENT,EQ,3
6,ADANIPORTS,EQ,36
7,AIROLAM,EQ,74
8,AJANTPHARM,EQ,120
9,AKI,EQ,128
10,ALICON,EQ,284
11,ALKEM,EQ,10
12,ALPHAGEO,EQ,200
13,AMIORG,EQ,52
14,APS,SM,1500
15,ARROWGREEN,EQ,5
16,ARVIND,EQ,60
17,ASHIMASYN,EQ,119
18,ASHOKA,EQ,1
19,ASHOKLEY,EQ,2030
20,ASIANPAINT,EQ,131
21,ASMS,EQ,300
22,ASTRAL,EQ,51
23,AUBANK,EQ,20905
24,AURIONPRO,EQ,16
25,AURUM,EQ,17
26,AVG,EQ,3
27,AVONMORE,EQ,132
28,AZAD,EQ,908
29,BAJFINANCE,EQ,2
30,BALAJITELE,EQ,54
31,BALAMINES,EQ,4
32,BALUFORGE,EQ,250
33,BERGEPAINT,EQ,1
34,BFINVEST,EQ,45
35,BHEL,EQ,420
36,BHINVIT,IV,10
37,BIOFILCHEM,EQ,76
38,BIRLAMONEY,EQ,1000
39,BOMDYEING,EQ,4
40,BPL,EQ,69
41,CAMPUS,EQ,98
42,CAMS,EQ,10
43,CANBK,EQ,2400
44,CANFINHOME,EQ,4
45,CAPACITE,EQ,25
46,CHEMFAB,EQ,12
47,CHEVIOT,EQ,9
48,COFFEEDAY,EQ,1
49,CONCOR,EQ,500
50,DABUR,EQ,1
51,DBSTOCKBRO,EQ,91
52,DHANUKA,EQ,5
53,DLF,EQ,86
54,DLINKINDIA,EQ,100
55,DRCSYSTEMS,EQ,113
56,DREDGECORP,EQ,2576
57,EICHERMOT,EQ,15
58,EIHOTEL,EQ,1000
59,ELECTCAST,EQ,3
60,ESCORTS,EQ,130
61,ESSARSHPNG,EQ,189015
62,EXICOM,EQ,1
63,FIVESTAR,EQ,1
64,FORCEMOT,EQ,1
65,GABRIEL,EQ,620
66,GANESHHOUC,EQ,50
67,GICRE,EQ,32
68,GINNIFILA,EQ,652
69,GLAXO,EQ,3
70,GMRP&UI,EQ,10524
71,GOODLUCK,EQ,2
72,GRANULES,EQ,21
73,GTLINFRA,EQ,820951
74,GUFICBIO,EQ,185
75,GUJGASLTD,EQ,5
76,HAL,EQ,1
77,HDFCBANK,EQ,1
78,HERANBA,EQ,6
79,HFCL,EQ,150
80,HGINFRA,EQ,13
81,HIKAL,EQ,50
82,HINDMOTORS,EQ,2276
83,HMAAGRO,EQ,1
84,HPL,EQ,205
85,HUDCO,EQ,200
86,HUHTAMAKI,EQ,1
87,ICICIBANK,EQ,5
88,IFCI,EQ,100
89,IGARASHI,EQ,20
90,IMFA,EQ,1
91,INDBANK,EQ,298
92,INDIAMART,EQ,2
93,INDOWIND,EQ,396
94,INDUSTOWER,EQ,51
95,INOXGREEN,EQ,2
96,IOB,EQ,2
97,IPL,EQ,1
98,IRB,EQ,260
99,IRCTC,EQ,121
100,IRFC,EQ,100
101,ISMTLTD,EQ,50
102,J&KBANK,EQ,10
103,JAICORPLTD,EQ,107881
104,JUBLFOOD,EQ,31
105,JUBLINGREA,EQ,1
106,JUSTDIAL,EQ,1
107,JYOTICNC,EQ,1000
108,KARURVYSYA,EQ,245
109,KESORAMIND,EQ,101
110,KNRCON,EQ,1
111,KOTAKBANK,EQ,8
112,KPIGREEN,EQ,32
113,KRSNAA,EQ,1
114,LICHSGFIN,EQ,20
115,LICI,EQ,10
116,LINDEINDIA,EQ,1
117,LIQUIDADD,EQ,9
118,LIQUIDBEES,EQ,1
119,LPDC,EQ,1
120,MAHSCOOTER,EQ,1
121,MANINDS,EQ,170
122,MARINE,EQ,13381
123,MARUTI,EQ,64
124,MAZDOCK,EQ,1
125,MGL,EQ,104
126,MICEL,EQ,1058
127,MIDHANI,EQ,500
128,MIRCELECTR,EQ,10495
129,MITTAL,EQ,1500
130,MOIL,EQ,250
131,MPHASIS,EQ,85
132,MTARTECH,EQ,26
133,MTNL,EQ,47
134,NAVNETEDUL,EQ,4
135,NCC,EQ,100
136,NCLIND,EQ,200
137,NESCO,EQ,5
138,NEXTMEDIA,EQ,220
139,NHPC,EQ,100
140,NIFTYBEES,EQ,5
141,NILAINFRA,EQ,1448
142,NMDC,EQ,28
143,NOVAAGRI,EQ,6
144,NYKAA,EQ,25
145,OIL,EQ,106
146,ONGC,EQ,1
147,ORIENTLTD,EQ,1226
148,PANACHE,EQ,6934
149,PEL,EQ,2
150,PETRONET,EQ,243
151,PNCINFRA,EQ,1
152,POLYCAB,EQ,10
153,POONAWALLA,EQ,100
154,POWERMECH,EQ,16
155,PRAJIND,EQ,1000
156,PREMIERPOL,EQ,2
157,PRITIKAUTO,EQ,1734
158,PRIVISCL,EQ,2
159,PSPPROJECT,EQ,2969
160,RAJSREESUG,EQ,2299
161,REDINGTON,EQ,2
162,RELIANCE,EQ,45
163,RELINFRA,EQ,93
164,RPOWER,EQ,148574
165,RSYSTEMS,EQ,1
166,RUCHIRA,EQ,5
167,RVNL,EQ,100
168,SAHYADRI,EQ,10
169,SAKHTISUG,EQ,251
170,SAKSOFT,EQ,7
171,SBFC,EQ,200
172,SBICARD,EQ,4986
173,SCHNEIDER,EQ,785
174,SCPL,EQ,1568
175,SENCO,EQ,10
176,SHARDAMOTR,EQ,1
177,SHEMAROO,EQ,32
178,SJLOGISTIC,SM,500
179,SKIPPER,EQ,3311
180,SOUTHBANK,EQ,10
181,SPAL,EQ,2
182,SPMLINFRA,EQ,391
183,SRGHFL,EQ,10
184,STARPAPER,EQ,1
185,SUBEXLTD,EQ,100
186,SULA,EQ,1
187,SUNTV,EQ,20
188,SWSOLAR,EQ,3186
189,TCIEXP,EQ,2
190,TCLCONS,EQ,63
191,TIRUMALCHM,EQ,4
192,TPHQ,EQ,596
193,TRIVENI,EQ,2
194,TTKHLTCARE,EQ,11
195,TVSSCS,EQ,16
196,UMANGDAIRY,EQ,100
197,VIDHIING,EQ,12
198,VIPCLOTHNG,EQ,299
199,VISHNU,EQ,30
200,WALCHANNAG,EQ,467
201,WORTH,EQ,47
202,ZENITHEXPO,EQ,2936
203,ZODIACLOTH,EQ,200
