Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,12062024,2219867594,0002504
Trade Date <12-JUN-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1003ICCL28,NX,2,1,50.00
20,2,1015ECL29,NR,339,250,73.75
20,3,1025IHF34,Z8,50,50,100.00
20,4,1025IHF34A,ZT,1,1,100.00
20,5,1025UCL25,N8,11,11,100.00
20,6,1040NFL26,NA,6,6,100.00
20,7,1049DLS25A,Y5,126,126,100.00
20,8,1049DLSL25,NX,128,128,100.00
20,9,1050ISFL28,N5,7,7,100.00
20,10,1050UCL25,N7,804,804,100.00
20,11,1052DLSL24,NP,1,1,100.00
20,12,105IIFL29,N7,25,25,100.00
20,13,1060ECL29,NS,440,440,100.00
20,14,10CAGL27,N5,8,8,100.00
20,15,10IIFL28,N4,17,17,100.00
20,16,10IIFL28A,NE,18,18,100.00
20,17,10NFL25,N9,10,10,100.00
20,18,1119NFL27,ND,10,10,100.00
20,19,182D011124,TB,1100,1100,100.00
20,20,182D031024,TB,100,100,100.00
20,21,182D040724,TB,100,100,100.00
20,22,182D050924,TB,100,100,100.00
20,23,182D071124,TB,2100,2100,100.00
20,24,182D080824,TB,1500,1500,100.00
20,25,182D110724,TB,900,900,100.00
20,26,182D111024,TB,1200,1100,91.67
20,27,182D150824,TB,3100,3100,100.00
20,28,182D180724,TB,600,600,100.00
20,29,182D181024,TB,100,100,100.00
20,30,182D200624,TB,1000,1000,100.00
20,31,182D220824,TB,100,100,100.00
20,32,182D250724,TB,500,500,100.00
20,33,182D281124,TB,100,100,100.00
20,34,20MICRONS,EQ,77316,38541,49.85
20,35,360ONE,EQ,403026,264864,65.72
20,36,364D020525,TB,100,100,100.00
20,37,364D051224,TB,800,400,50.00
20,38,364D060225,TB,2800,2800,100.00
20,39,364D080525,TB,1000,1000,100.00
20,40,364D110425,TB,100,100,100.00
20,41,364D121224,TB,5000,5000,100.00
20,42,364D180724,TB,2000,2000,100.00
20,43,364D200225,TB,1000,1000,100.00
20,44,364D200325,TB,600,600,100.00
20,45,364D200624,TB,12100,12100,100.00
20,46,364D211124,TB,100,100,100.00
20,47,364D230125,TB,100,100,100.00
20,48,364D240425,TB,10000,10000,100.00
20,49,3IINFOLTD,EQ,1465176,686915,46.88
20,50,3MINDIA,EQ,10280,2814,27.37
20,51,3PLAND,EQ,6202,4394,70.85
20,52,515GS2025,GS,730,730,100.00
20,53,574GS2026,GS,100,100,100.00
20,54,577GS2030,GS,186,186,100.00
20,55,5PAISA,EQ,28445,14757,51.88
20,56,610GS2031,GS,3296,3296,100.00
20,57,63MOONS,EQ,123705,79713,64.44
20,58,654GS2032,GS,17160,17060,99.42
20,59,667GS2035,GS,1400,1400,100.00
20,60,669GS2024,GS,6395,6395,100.00
20,61,689GS2025,GS,1000,1000,100.00
20,62,68GS2060,GS,3,2,66.67
20,63,695GS2061,GS,2081,2041,98.08
20,64,699GS2026,GS,10,10,100.00
20,65,702GS2027,GS,1899,1699,89.47
20,66,704GS2029,GS,440,440,100.00
20,67,706GS2028,GS,44,43,97.73
20,68,710GS2029,GS,45126,40207,89.10
20,69,716GS2050,GS,88,88,100.00
20,70,717GS2030,GS,9487,8387,88.41
20,71,718GS2037,GS,330,230,69.70
20,72,725GS2063,GS,56067,56067,100.00
20,73,726GS2032,GS,494022,480320,97.23
20,74,729IRFC26,NN,11,11,100.00
20,75,732GS2030,GS,8492,7063,83.17
20,76,732IRFC25,NI,11,11,100.00
20,77,733GS2026,GS,1941,1940,99.95
20,78,734GS2064,GS,200,200,100.00
20,79,734IRFC28,N4,1025,1025,100.00
20,80,735PFCL35,N1,90,90,100.00
20,81,736GS2052,GS,159370,159260,99.93
20,82,736NTPC25D,NB,1,1,100.00
20,83,737GS2028,GS,26441,26441,100.00
20,84,738GS2027,GS,262232,261582,99.75
