Symbol,Security,From Series,To Series,Change Date,Remarks
ANMOL,ANMOL INDIA LIMITED,EQ,BE,07-JUN-2024,"-"
DELPHIFX,DELPHI WORLD MONEY LIMITED,EQ,BE,07-JUN-2024,"-"
HOACFOODS,HOAC FOODS INDIA LIMITED,ST,SM,07-JUN-2024,"-"
RULKA,RULKA ELECTRICALS LIMITED,ST,SM,07-JUN-2024,"-"
SHAKTIPUMP,SHAKTI PUMPS (INDIA) LIMITED,EQ,BE,07-JUN-2024,"-"
TECHNOE,TECHNO ELECTRIC & ENGINEERING COMPANY LIMITED,EQ,BE,07-JUN-2024,"-"
