Sr. No,Symbol,Series,Security Name,From,To
1,ACEINTEG,EQ,ACE INTEGRATED SOLUTIONS LIMITED,10,20
2,ADL,EQ,ARCHIDPLY DECOR LIMITED,10,20
3,AHL,EQ,ABANS HOLDINGS LIMITED,10,20
4,AKANKSHA,SM,AKANKSHA POWER AND INFRASTRUCTURE LIMITED,10,20
5,ALBERTDAVD,EQ,ALBERT DAVID LIMITED,10,20
6,ALKALI,EQ,ALKALI METALS LIMITED,10,20
7,AMDIND,EQ,AMD INDUSTRIES LIMITED,10,20
8,ANLON,SM,ANLON TECHNOLOGY SOLUTIONS LIMITED,10,20
9,AUROIMPEX,SM,AURO IMPEX & CHEMICALS LIMITED,10,20
10,BEARDSELL,EQ,BEARDSELL LIMITED,10,20
11,BESTAGRO,EQ,BEST AGROLIFE LIMITED,10,20
12,BHAGYANGR,EQ,BHAGYANAGAR INDIA LIMITED,10,20
13,BHANDARI,EQ,BHANDARI HOSIERY EXPORTS LIMITED,10,20
14,BLAL,EQ,BEML LAND ASSETS LIMITED,10,20
15,BURNPUR,EQ,BURNPUR CEMENT LIMITED,10,20
16,CANARYS,SM,CANARYS AUTOMATIONS LIMITED,10,20
17,CCHHL,EQ,COUNTRY CLUB HOSPITALITY & HOLIDAYS LIMITED,10,20
18,CORDSCABLE,EQ,CORDS CABLE INDUSTRIES LIMITED,10,20
19,CREST,EQ,CREST VENTURES LIMITED,10,20
20,DAVANGERE,EQ,DAVANGERE SUGAR COMPANY LIMITED,10,20
21,DEVIT,EQ,DEV INFORMATION TECHNOLOGY LIMITED,10,20
22,DIGISPICE,EQ,DIGISPICE TECHNOLOGIES LIMITED,10,20
23,DRCSYSTEMS,EQ,DRC SYSTEMS INDIA LIMITED,10,20
24,DYCL,EQ,DYNAMIC CABLES LIMITED,10,20
25,EMKAY,EQ,EMKAY GLOBAL FINANCIAL SERVICES LIMITED,10,20
26,ESSARSHPNG,EQ,ESSAR SHIPPING LIMITED,10,20
27,GENCON,EQ,GENERIC ENGINEERING CONSTRUCTION AND PROJECTS LIMITED,10,20
28,GOLDTECH,EQ,AION-TECH SOLUTIONS LIMITED,10,20
29,GRINFRA,EQ,G R INFRAPROJECTS LIMITED,10,20
30,GRSE,EQ,GARDEN REACH SHIPBUILDERS & ENGINEERS LIMITED,10,20
31,GSLSU,EQ,GLOBAL SURFACES LIMITED,10,20
32,HARRMALAYA,EQ,HARRISONS  MALAYALAM LIMITED,10,20
33,HCC,EQ,HINDUSTAN CONSTRUCTION COMPANY LIMITED,10,20
34,HPL,EQ,HPL ELECTRIC & POWER LIMITED,10,20
35,IFCI,EQ,IFCI LIMITED,10,20
36,INOXWIND,EQ,INOX WIND LIMITED,10,20
37,IPL,EQ,INDIA PESTICIDES LIMITED,10,20
38,ITDC,EQ,INDIA TOURISM DEVELOPMENT CORPORATION LIMITED,10,20
39,IVC,EQ,IL&FS INVESTMENT MANAGERS LIMITED,10,20
40,IZMO,EQ,IZMO LIMITED,10,20
41,JAICORPLTD,EQ,JAI CORP LIMITED,10,20
42,JAINAM,SM,JAINAM FERRO ALLOYS (I) LIMITED,10,5
43,KALYANIFRG,EQ,KALYANI FORGE LIMITED,10,20
44,KAMOPAINTS,EQ,KAMDHENU VENTURES LIMITED,10,20
