Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,08052024,1274920565,0002425
Trade Date <08-MAY-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1003ISFL28,N4,219,201,91.78
20,2,1018GS2026,GS,1,1,100.00
20,3,1025ICCL26,NT,335,200,59.70
20,4,1030ICC26,NJ,10,5,50.00
20,5,1040UCL25,N4,135,135,100.00
20,6,1050NFL26,N7,130,130,100.00
20,7,1050UCL25,N7,388,388,100.00
20,8,105UCL2026,NB,2,2,100.00
20,9,1065NFL27,NC,186,172,92.47
20,10,10CAGL27,N5,243,239,98.35
20,11,10IIFL28,N4,375,375,100.00
20,12,10IIFL28A,NE,80,80,100.00
20,13,10IIFL29,N6,200,200,100.00
20,14,10NFL25,N9,10,10,100.00
20,15,182D011124,TB,1200,1200,100.00
20,16,182D060624,TB,400,400,100.00
20,17,182D120924,TB,500,500,100.00
20,18,182D130624,TB,100,100,100.00
20,19,182D150824,TB,1000,1000,100.00
20,20,182D160524,TB,100,100,100.00
20,21,182D180724,TB,500,500,100.00
20,22,182D181024,TB,100,100,100.00
20,23,182D190924,TB,100,100,100.00
20,24,182D200624,TB,900,900,100.00
20,25,182D230524,TB,100,100,100.00
20,26,182D250724,TB,600,600,100.00
20,27,182D290824,TB,100,100,100.00
20,28,182D300524,TB,100,100,100.00
20,29,20MICRONS,EQ,99458,43024,43.26
20,30,360ONE,EQ,393318,224369,57.05
20,31,364D020525,TB,200,200,100.00
20,32,364D051224,TB,100,100,100.00
20,33,364D141124,TB,100,100,100.00
20,34,364D180724,TB,1200,1200,100.00
20,35,364D190924,TB,200,100,50.00
20,36,364D200325,TB,200,200,100.00
20,37,364D200624,TB,1000,1000,100.00
20,38,364D230125,TB,600,600,100.00
20,39,364D270225,TB,700,700,100.00
20,40,3IINFOLTD,EQ,672112,299648,44.58
20,41,3MINDIA,EQ,4658,3276,70.33
20,42,3PLAND,EQ,8164,7317,89.63
20,43,515GS2025,GS,1,1,100.00
20,44,574GS2026,GS,12,11,91.67
20,45,579GS2030,GS,100,100,100.00
20,46,5PAISA,EQ,43199,10597,24.53
20,47,610GS2031,GS,1,1,100.00
20,48,618GS2024,GS,110,110,100.00
20,49,63MOONS,EQ,199267,91113,45.72
20,50,654GS2032,GS,11002,11001,99.99
20,51,667GS2035,GS,4,2,50.00
20,52,669GS2024,GS,1220,1220,100.00
20,53,689GS2025,GS,35,1,2.86
20,54,68GS2060,GS,1,1,100.00
20,55,699GS2026,GS,300,300,100.00
20,56,699GS2051,GS,3,3,100.00
20,57,706GS2028,GS,77621,68631,88.42
20,58,710GS2029,GS,3020,3020,100.00
20,59,717GS2030,GS,5513,5509,99.93
20,60,718GS2033,GS,2101,2101,100.00
20,61,718GS2037,GS,5100,5100,100.00
20,62,71GS2034,GS,100,100,100.00
20,63,723GS2039,GS,200,200,100.00
20,64,725GS2063,GS,1289,1289,100.00
20,65,726GS2032,GS,6481,6481,100.00
20,66,732GS2030,GS,802,702,87.53
20,67,733GS2026,GS,68261,68261,100.00
20,68,734GS2064,GS,6981,6981,100.00
20,69,734IRFC28,N4,4,0,0.00
20,70,736GS2052,GS,25337,24900,98.28
20,71,737GS2028,GS,4272,4272,100.00
20,72,737NTPC35C,NA,4,4,100.00
20,73,738GS2027,GS,35818,35818,100.00
20,74,738REC27TF,N2,35,35,100.00
20,75,73GS2053,GS,100,100,100.00
20,76,741GS2036,GS,1341,1340,99.93
20,77,746GS2073,GS,11690,11690,100.00
20,78,74GS2035,GS,1000,1000,100.00
20,79,74GS2062,GS,10,10,100.00
20,80,750IRFC35,NK,50,50,100.00
20,81,751HUDCO28,N5,2820,2820,100.00
20,82,753IRFC30,NJ,2042,1792,87.76
20,83,753NTPC30E,NC,78,78,100.00
20,84,754GS2036,GS,451654,412991,91.44
20,85,758GJ26,SG,100,100,100.00
20,86,759GS2026,GS,100,100,100.00
20,87,762NTPC35F,ND,287,236,82.23
20,88,764HUDCO31,N8,1,1,100.00
20,89,764IRFC31,NO,682,657,96.33
20,90,764NABAR31,N2,10,5,50.00
20,91,769IGT28,NH,60,30,50.00
20,92,769NHAI31,NE,30,30,100.00
20,93,76NHAI31,NA,646,646,100.00
20,94,772GS2049,GS,305,305,100.00
20,95,78ABFL33,N4,100,100,100.00
20,96,795GS2032,GS,3000,3000,100.00
20,97,797IGT31,NL,34,29,85.29
20,98,79NHIT35,N1,5279,4508,85.39
20,99,79NHIT40,N2,531,531,100.00
20,100,79NHIT47,N3,1187,1145,96.46
20,101,801TCH25,N4,50,50,100.00
20,102,810IRFC27,N2,485,463,95.46
20,103,820IIFL27,N9,110,110,100.00
20,104,825IIFL25,N7,361,361,100.00
20,105,828GS2027,GS,1800,900,50.00
20,106,829LTFH24,NL,210,210,100.00
20,107,82HUDCO27,N2,1,1,100.00
20,108,82IGT31,NJ,5127,4927,96.10
20,109,830NHAI27,N2,4612,4559,98.85
20,110,830PFCL27,N5,100,100,100.00
20,111,835IFL25,NV,310,224,72.26
20,112,835IHFL23B,YM,29,29,100.00
20,113,83TCHF25,N6,20,20,100.00
20,114,840CIFCL28,N4,100,100,100.00
20,115,842IIFL26,NL,1545,1064,68.87
20,116,843IHFL29,NC,101,101,100.00
20,117,847IHFL25,Z2,20,20,100.00
20,118,849NTPC25,N7,33067,30566,92.44
20,119,85IIFL24,NJ,15,15,100.00
20,120,85IIFL25,NO,100,100,100.00
20,121,85PCHFL24,N6,100,100,100.00
20,122,85TCAPS24,N6,8,8,100.00
20,123,865IFL28,NZ,711,711,100.00
20,124,865IIFL28,NS,1108,1108,100.00
20,125,865IRFC29,NA,100,100,100.00
20,126,865LTFH26,NN,794,794,100.00
20,127,865TCAPS27,N8,60,60,100.00
20,128,866SFL25,ZE,338,338,100.00
20,129,86LTFH24,NJ,60,60,100.00
20,130,871REC28,N9,252,252,100.00
20,131,873NTPC28,N5,200,200,100.00
20,132,875IHFL29,ND,1,1,100.00
20,133,875IIFL26A,NQ,100,100,100.00
20,134,875NHAI29,N6,3173,2923,92.12
20,135,875SFL27,ZF,100,100,100.00
20,136,876HUDCO28,ND,420,420,100.00
20,137,879NHPC28,N5,75,75,100.00
20,138,880IREDA29,N5,30,30,100.00
20,139,880IREDA34,N6,1000,1000,100.00
20,140,883GS2041,GS,431,431,100.00
20,141,885TCAPS29,NC,60,30,50.00
20,142,888IHFL25E,N4,30,30,100.00
20,143,888IHFL25F,NC,180,180,100.00
20,144,888IRFC29,NE,417,417,100.00
20,145,888REC29,NF,490,300,61.22
20,146,889IBHL27,YT,26,26,100.00
20,147,889IHFL27,YC,5,5,100.00
20,148,890ICCL23A,NZ,20,20,100.00
20,149,891IIFCL34,N4,2030,2000,98.52
20,150,891NTPC33,N6,341,340,99.71
20,151,892PFCL33,N8,1040,1000,96.15
20,152,893NHB29,N6,56,56,100.00
20,153,894IHFL27,ZY,100,100,100.00
20,154,898LTFH29,N7,1333,1214,91.07
20,155,901NHB34,N6,302,262,86.75
20,156,905PEL26,N1,100,50,50.00
20,157,910TCAP28,NA,2,2,100.00
20,158,915IHFL27,Z7,10,10,100.00
20,159,91D020824,TB,500,500,100.00
20,160,91D040724,TB,800,800,100.00
20,161,91D060624,TB,4300,4300,100.00
20,162,91D130624,TB,2000,2000,100.00
20,163,91D160524,TB,1300,1300,100.00
20,164,91D190724,TB,700,700,100.00
20,165,91D230524,TB,100,100,100.00
20,166,91D250724,TB,500,500,100.00
20,167,91D270624,TB,200,200,100.00
20,168,91D300524,TB,100,100,100.00
20,169,920PEL28,N2,200,200,100.00
20,170,921ISFL25,N0,10,10,100.00
20,171,925IBHFL25,AC,9,9,100.00
20,172,925IHFL25,N5,183,183,100.00
20,173,925IHFL25B,Y3,5,5,100.00
20,174,925IHFL25D,N6,200,200,100.00
20,175,925IHFL26B,YQ,105,50,47.62
20,176,92GS2030,GS,5262,5262,100.00
20,177,92ICCL28,ND,10,10,100.00
20,178,931SFL26,Z5,100,100,100.00
20,179,943ECL28,NJ,59,59,100.00
20,180,945CAGL24,N1,100,100,100.00
20,181,948IHFL26I,AX,1,1,100.00
20,182,94SFL28,YL,2,2,100.00
20,183,957NIDO26,N5,700,700,100.00
20,184,960CAGL25,N3,101,101,100.00
20,185,965IBHFL25,AG,6,6,100.00
20,186,965IHFL25A,NF,10,10,100.00
20,187,965IHFL25B,Y1,50,50,100.00
20,188,96IIFL28,N5,1996,1996,100.00
20,189,96IIFL28A,NF,678,678,100.00
20,190,970CAGL28,ND,1684,985,58.49
20,191,971IHFL28,AN,30,20,66.67
20,192,97SFL26,Z9,50,50,100.00
20,193,980IHFL33,NX,100,50,50.00
20,194,985ECL28,NK,105,105,100.00
20,195,985ICCL28,NO,20,20,100.00
20,196,985IIFL22,NC,1144,1140,99.65
20,197,99IFCI24,NH,25,25,100.00
20,198,9IBHFL26BA,NA,435,435,100.00
20,199,9MMFSML,N2,572,542,94.76
20,200,9PCHFL31A,NA,112,112,100.00
20,201,9PEL25,N0,100,100,100.00
20,202,AAKASH,EQ,442857,296479,66.95
20,203,AARON,EQ,3974,2494,62.76
20,204,AARTIDRUGS,EQ,75685,35857,47.38
20,205,AARTIIND,EQ,806959,324033,40.15
20,206,AARTIPHARM,EQ,121834,45264,37.15
20,207,AARTISURF,EQ,60817,23200,38.15
20,208,AARVEEDEN,EQ,21865,10946,50.06
20,209,AARVI,EQ,11236,7450,66.30
20,210,AATMAJ,SM,10000,8000,80.00
20,211,AAVAS,EQ,158997,94147,59.21
20,212,ABB,EQ,545654,167516,30.70
20,213,ABBOTINDIA,EQ,6455,3354,51.96
20,214,ABCAPITAL,EQ,9117810,3015435,33.07
20,215,ABCOTS,SM,2500,2500,100.00
20,216,ABFRL,EQ,3435351,992456,28.89
20,217,ABINFRA,SM,16000,12000,75.00
20,218,ABMINTLLTD,EQ,4833,4833,100.00
20,219,ABSLAMC,EQ,538312,388507,72.17
20,220,ABSLBANETF,EQ,30454,28844,94.71
20,221,ABSLLIQUID,EQ,1144,1134,99.13
20,222,ABSLNN50ET,EQ,7303,4339,59.41
20,223,ACC,EQ,396644,236661,59.67
20,224,ACCELYA,EQ,20252,9360,46.22
20,225,ACCENTMIC,SM,287000,161500,56.27
20,226,ACE,EQ,184274,67465,36.61
20,227,ACEINTEG,EQ,46709,16016,34.29
20,228,ACI,EQ,155236,63318,40.79
20,229,ACL,EQ,25170,15790,62.73
20,230,ACLGATI,EQ,192336,87242,45.36
20,231,ACSAL,SM,18000,12000,66.67
20,232,ADANIENSOL,EQ,2094553,1258782,60.10
20,233,ADANIENT,EQ,951411,266497,28.01
20,234,ADANIGREEN,EQ,397007,213529,53.78
20,235,ADANIPORTS,EQ,1627418,587021,36.07
20,236,ADANIPOWER,EQ,2198980,1014823,46.15
20,237,ADFFOODS,EQ,120017,57409,47.83
20,238,ADL,EQ,6489,5080,78.29
20,239,ADORWELD,EQ,8115,3128,38.55
20,240,ADROITINFO,EQ,58949,44729,75.88
20,241,ADSL,EQ,268890,81773,30.41
20,242,ADVANIHOTR,EQ,130335,66332,50.89
20,243,ADVENZYMES,EQ,72042,36585,50.78
20,244,AEGISCHEM,EQ,153285,91556,59.73
20,245,AEROFLEX,EQ,364212,117859,32.36
20,246,AETHER,EQ,26662,13727,51.49
20,247,AFFLE,EQ,78620,28634,36.42
20,248,AGARIND,EQ,40144,24195,60.27
20,249,AGARWALFT,ST,27000,18000,66.67
20,250,AGI,EQ,199803,113029,56.57
20,251,AGNI,SM,30000,30000,100.00
20,252,AGRITECH,EQ,5461,2455,44.96
20,253,AGROPHOS,EQ,22454,13286,59.17
20,254,AGSTRA,EQ,203990,139577,68.42
20,255,AGUL,SM,2000,2000,100.00
20,256,AHL,EQ,174400,158079,90.64
20,257,AHLADA,EQ,41320,28996,70.17
20,258,AHLEAST,EQ,28142,20427,72.59
20,259,AHLUCONT,EQ,100307,72298,72.08
20,260,AIAENG,EQ,59776,30640,51.26
20,261,AIIL,EQ,5224,2574,49.27
20,262,AILIMITED,SM,18000,18000,100.00
20,263,AIRAN,EQ,98462,61168,62.12
20,264,AIROLAM,EQ,10308,3999,38.80
20,265,AIRTELPP,E1,87636,76506,87.30
20,266,AISL,ST,16800,16800,100.00
20,267,AJANTPHARM,EQ,155535,68490,44.04
20,268,AJMERA,EQ,79634,31436,39.48
20,269,AJOONI,EQ,5381949,2257949,41.95
20,270,AKANKSHA,SM,30000,26000,86.67
20,271,AKASH,EQ,12682,7457,58.80
20,272,AKG,EQ,51045,43786,85.78
20,273,AKI,EQ,61175,49923,81.61
20,274,AKSHARCHEM,EQ,6556,4654,70.99
20,275,AKZOINDIA,EQ,5810,3395,58.43
20,276,ALBERTDAVD,EQ,5355,3545,66.20
20,277,ALEMBICLTD,EQ,333317,142593,42.78
20,278,ALICON,EQ,6754,4171,61.76
20,279,ALKALI,EQ,9244,5526,59.78
20,280,ALKEM,EQ,228808,147340,64.39
20,281,ALKYLAMINE,EQ,192893,37245,19.31
20,282,ALLCARGO,EQ,1375676,748162,54.39
20,283,ALLETEC,SM,136800,62400,45.61
20,284,ALLSEC,EQ,1228563,154137,12.55
20,285,ALOKINDS,EQ,2967160,1360795,45.86
20,286,ALPA,EQ,24633,13233,53.72
20,287,ALPEXSOLAR,SM,141200,90800,64.31
20,288,ALPHA,EQ,409417,258053,63.03
20,289,ALPHAETF,EQ,98512,63020,63.97
20,290,ALPHAGEO,EQ,11738,5297,45.13
20,291,ALPL30IETF,EQ,105984,101097,95.39
20,292,ALUWIND,SM,147000,96000,65.31
20,293,AMBER,EQ,113043,57554,50.91
20,294,AMBICAAGAR,EQ,41366,13463,32.55
20,295,AMBIKCO,EQ,7973,4283,53.72
