"Security Name","Symbol Name","Trade Date","Quantity"
"INFOSYS TECHNOLOGIES LTD","INFY","05-Jul-2024","36000"
"ASIAN PAINTS LIMITED","ASIANPAINT","05-Jul-2024","20200"
"GUJARAT GAS LIMITED","GUJGASLTD","05-Jul-2024","1250"
"UNITED BREWERIES LIMITED","UBL","05-Jul-2024","19200"
"ICICI BANK LTD.","ICICIBANK","05-Jul-2024","98700"
