Symbol,Security,From Series,To Series,Change Date,Remarks
AKSHAR,AKSHAR SPINTEX LIMITED,BE,EQ,08-JUL-2024,"-"
AKSHOPTFBR,AKSH OPTIFIBRE LIMITED,BE,EQ,08-JUL-2024,"-"
CCHHL,COUNTRY CLUB HOSPITALITY & HOLIDAYS LIMITED,EQ,BE,08-JUL-2024,"-"
GPECO,GP ECO SOLUTIONS INDIA LIMITED,ST,SM,08-JUL-2024,"-"
SHRENIK,SHRENIK LIMITED,EQ,BE,08-JUL-2024,"GSM STAGE - II"
UMAEXPORTS,UMA EXPORTS LIMITED,BE,EQ,08-JUL-2024,"-"
VERTOZ,VERTOZ ADVERTISING LIMITED,BE,EQ,08-JUL-2024,"-"
