Date,Symbol,Security Name,Client Name,Buy/Sell,Quantity Traded,Trade Price / Wght. Avg. Price
26-AUG-2024,ADANIPOWER,Adani Power Limited,CITIGROUP GLOBAL MARKETS SINGAPORE PTE LIMITED,BUY,838000,662.50
26-AUG-2024,AUBANK,AU Small Finance Bank Ltd,BOFA SECURITIES EUROPE SA,BUY,80003,630.00
26-AUG-2024,AUBANK,AU Small Finance Bank Ltd,CITIGROUP GLOBAL MARKETS MAURITIUS PVT LTD,BUY,530002,630.00
26-AUG-2024,AUBANK,AU Small Finance Bank Ltd,BOFA SECURITIES EUROPE SA,BUY,79000,630.00
26-AUG-2024,AUBANK,AU Small Finance Bank Ltd,DSP MUTUAL FUND,BUY,10317460,630.00
26-AUG-2024,AUBANK,AU Small Finance Bank Ltd,SOCIETE GENERALE,BUY,689652,630.00
26-AUG-2024,AUBANK,AU Small Finance Bank Ltd,MORGAN STANLEY ASIA SINGAPORE PTE,BUY,1060001,630.00
26-AUG-2024,CGPOWER,CG Power & Ind. Sol. Ltd.,CITIGROUP GLOBAL MARKETS SINGAPORE PTE LIMITED,BUY,703000,738.00
26-AUG-2024,SEAMECLTD,SEAMEC Limited,LEGENDS GLOBAL OPPORTUNITIES (SINGAPORE) PTE. LTD.,BUY,190000,1525.00
26-AUG-2024,VBL,Varun Beverages Limited,CITIGROUP GLOBAL MARKETS SINGAPORE PTE LIMITED,BUY,507000,1578.50
26-AUG-2024,WEL,Wonder Electricals Ltd,UNICO GLOBAL OPPORTUNITIES FUND LIMITED,BUY,500000,1375.00
26-AUG-2024,ADANIPOWER,Adani Power Limited,CITIGROUP GLOBAL MARKETS MAURITIUS PRIVATE LIMITED,SELL,838000,662.50
26-AUG-2024,AUBANK,AU Small Finance Bank Ltd,FINCARE BUSINESS SERVICES LIMITED,SELL,12756118,630.00
26-AUG-2024,CGPOWER,CG Power & Ind. Sol. Ltd.,CITIGROUP GLOBAL MARKETS MAURITIUS PRIVATE LIMITED,SELL,703000,738.00
26-AUG-2024,SEAMECLTD,SEAMEC Limited,NOMURA SINGAPORE LIMITED,SELL,190000,1525.00
26-AUG-2024,VBL,Varun Beverages Limited,CITIGROUP GLOBAL MARKETS MAURITIUS PRIVATE LIMITED,SELL,507000,1578.50
26-AUG-2024,WEL,Wonder Electricals Ltd,VESPERA FUND LIMITED,SELL,500000,1375.00
