"Security Name","Symbol Name","Trade Date","Quantity"
"TATA MOTORS LIMITED","TATAMOTORS","23-Aug-2024","178385"
"VOLTAS LTD","VOLTAS","23-Aug-2024","44400"
"BATA INDIA LTD","BATAINDIA","23-Aug-2024","1500"
"PAGE INDUSTRIES LTD","PAGEIND","23-Aug-2024","1500"
