Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,26082024,1816679835,0002521
Trade Date <26-AUG-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL26,N1,20,20,100.00
20,2,1015ECL29,NR,284,284,100.00
20,3,1018GS2026,GS,102,100,98.04
20,4,1025NFL25,N5,10,10,100.00
20,5,1025SCL34,Z8,3189,3189,100.00
20,6,1025UCL25,N8,1,1,100.00
20,7,1030ICCL28,NM,83,58,69.88
20,8,1040UCL25,N4,45,45,100.00
20,9,1050IIFL29,ND,10,10,100.00
20,10,105UCL2026,NB,11,11,100.00
20,11,1065NFL27,NC,171,171,100.00
20,12,1075SCL33,YK,10,5,50.00
20,13,1075SCL33A,N2,5,5,100.00
20,14,10CAGL27,N5,33,33,100.00
20,15,10IIFL28,N4,569,569,100.00
20,16,10IIFL28A,NE,25,25,100.00
20,17,10NFL25,N9,1,1,100.00
20,18,10NIDO26,N6,106,106,100.00
20,19,10SCL30A,BV,5,5,100.00
20,20,1119NFL27,ND,10,10,100.00
20,21,1190VCCL26,N0,1,1,100.00
20,22,11DLSL25A,Y3,10,10,100.00
20,23,182D050924,TB,2000,1000,50.00
20,24,182D120924,TB,100,100,100.00
20,25,182D181024,TB,100,100,100.00
20,26,182D190924,TB,600,500,83.33
20,27,182D191224,TB,1000,1000,100.00
20,28,182D221124,TB,100,100,100.00
20,29,182D230125,TB,200,200,100.00
20,30,20MICRONS,EQ,320543,198048,61.79
20,31,360ONE,EQ,834862,647249,77.53
20,32,364D020125,TB,100,100,100.00
20,33,364D030425,TB,100,100,100.00
20,34,364D030725,TB,600,600,100.00
20,35,364D080525,TB,1100,1100,100.00
20,36,364D100725,TB,100,100,100.00
20,37,364D120625,TB,100,100,100.00
20,38,364D141124,TB,80000,80000,100.00
20,39,364D150825,TB,200,200,100.00
20,40,364D190625,TB,1600,1600,100.00
20,41,364D240725,TB,100,100,100.00
20,42,364D270924,TB,100,100,100.00
20,43,364D310725,TB,1700,1700,100.00
20,44,3IINFOLTD,EQ,903695,379906,42.04
20,45,3MINDIA,EQ,3486,1441,41.34
20,46,563GS2026,GS,6,6,100.00
20,47,574GS2026,GS,1,1,100.00
20,48,585GS2030,GS,4,2,50.00
20,49,5PAISA,EQ,145510,62552,42.99
20,50,618GS2024,GS,23,23,100.00
20,51,63MOONS,EQ,96611,58110,60.15
20,52,654GS2032,GS,6900,6900,100.00
20,53,667GS2050,GS,1002,1002,100.00
20,54,676GS2061,GS,11631,11631,100.00
20,55,68GS2060,GS,1878,1878,100.00
20,56,695GS2061,GS,100,100,100.00
20,57,697GR2034,GS,200,200,100.00
20,58,699GS2051,GS,443,387,87.36
20,59,702GS2027,GS,600,600,100.00
20,60,702GS2031,GS,896,896,100.00
20,61,706GS2028,GS,106728,103725,97.19
20,62,710GS2029,GS,46430,36224,78.02
20,63,717GS2030,GS,6176,6176,100.00
20,64,718GS2033,GS,58018,57759,99.55
20,65,718GS2037,GS,15676,15576,99.36
20,66,71GS2034,GS,1000,1000,100.00
20,67,725GS2063,GS,1322,1322,100.00
20,68,726GS2029,GS,5,5,100.00
20,69,726GS2032,GS,37948,37948,100.00
20,70,726GS2033,GS,20000,20000,100.00
20,71,727GS2026,GS,6,5,83.33
20,72,732GS2030,GS,13698,13648,99.63
20,73,732IRFC25,NI,286,286,100.00
20,74,733GS2026,GS,63176,63176,100.00
20,75,734GS2064,GS,1000,800,80.00
20,76,735NHAI31,N9,120,60,50.00
20,77,736GS2052,GS,20594,20155,97.87
20,78,736NTPC25D,NB,23,23,100.00
20,79,737GS2028,GS,33007,33007,100.00
20,80,737NTPC35C,NA,1,1,100.00
20,81,738GS2027,GS,213790,211959,99.14
20,82,739NHAI26,N8,144,143,99.31
20,83,73GS2053,GS,3001,3001,100.00
20,84,740IIFCL33,N1,5,5,100.00
20,85,741GS2036,GS,16511,16501,99.94
20,86,746GS2073,GS,2150,2150,100.00
20,87,74GS2062,GS,4899,4899,100.00
20,88,750IRFC35,NK,691,691,100.00
20,89,753IRFC30,NJ,355,303,85.35
20,90,754GS2036,GS,254961,251458,98.63
20,91,759GS2026,GS,112,112,100.00
20,92,760PFCL35,N3,185,185,100.00
20,93,762GS2039,GS,500,500,100.00
20,94,764HUDCO31,N8,1,1,100.00
20,95,764NABAR31,N2,164,123,75.00
20,96,769HUDCO31,N9,54,54,100.00
20,97,769NHAI31,NE,89,89,100.00
