Symbol,Security,From Series,To Series,Change Date,Remarks
DGCONTENT,DIGICONTENT LIMITED,BE,EQ,25-JUN-2024,"-"
KALYANIFRG,KALYANI FORGE LIMITED,EQ,BE,25-JUN-2024,"-"
KRONOX,KRONOX LAB SCIENCES LIMITED,BE,EQ,25-JUN-2024,"-"
PREMEXPLN,PREMIER EXPLOSIVES LIMITED,EQ,BE,25-JUN-2024,"-"
SHRADHA,SHRADHA INFRAPROJECTS LIMITED,EQ,BE,25-JUN-2024,"-"
