Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,25062024,1734811497,0002506
Trade Date <25-JUN-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL27,N3,500,500,100.00
20,2,1015ECL29,NR,312,312,100.00
20,3,1018GS2026,GS,26425,26425,100.00
20,4,1025IHF34,Z8,500,500,100.00
20,5,1035UCL26,NA,102,102,100.00
20,6,1040NFL26,NA,340,340,100.00
20,7,1050ISFL28,N5,50,50,100.00
20,8,1050NFL26,N7,14,14,100.00
20,9,1050UCL25,N7,301,301,100.00
20,10,1060ECL29,NS,316,180,56.96
20,11,1065NFL27,NC,24,24,100.00
20,12,10CAGL27,N5,59,59,100.00
20,13,10IIFL28,N4,70,70,100.00
20,14,10IIFL28A,NE,299,299,100.00
20,15,10ISFL26,N3,200,200,100.00
20,16,10NFL25,N9,32,32,100.00
20,17,10NIDO26,N6,91,81,89.01
20,18,182D010824,TB,12500,12500,100.00
20,19,182D011124,TB,16100,16100,100.00
20,20,182D071124,TB,100,100,100.00
20,21,182D080824,TB,100,100,100.00
20,22,182D110724,TB,100,100,100.00
20,23,182D141124,TB,7000,7000,100.00
20,24,182D150824,TB,400,400,100.00
20,25,182D180724,TB,100,100,100.00
20,26,182D191224,TB,1000,1000,100.00
20,27,182D250724,TB,100,100,100.00
20,28,182D281124,TB,100,100,100.00
20,29,20MICRONS,EQ,632113,286140,45.27
20,30,360ONE,EQ,1078900,982097,91.03
20,31,364D050625,TB,3600,3600,100.00
20,32,364D051224,TB,1000,1000,100.00
20,33,364D080525,TB,100,100,100.00
20,34,364D080824,TB,5000,5000,100.00
20,35,364D110425,TB,900,900,100.00
20,36,364D110724,TB,2000,2000,100.00
20,37,364D120625,TB,1000,1000,100.00
20,38,364D141124,TB,100,100,100.00
20,39,364D180724,TB,2000,2000,100.00
20,40,364D190625,TB,1700,1700,100.00
20,41,364D191224,TB,200,200,100.00
20,42,364D211124,TB,100,100,100.00
20,43,364D220824,TB,600,600,100.00
20,44,364D261224,TB,200,200,100.00
20,45,364D290525,TB,200,200,100.00
20,46,3IINFOLTD,EQ,817884,297167,36.33
20,47,3MINDIA,EQ,3597,1309,36.39
20,48,3PLAND,EQ,23909,13459,56.29
20,49,522GS2025,GS,1000,1000,100.00
20,50,574GS2026,GS,17,17,100.00
20,51,5PAISA,EQ,43868,22384,51.03
20,52,610GS2031,GS,700,700,100.00
20,53,618GS2024,GS,701,701,100.00
20,54,63MOONS,EQ,68796,48705,70.80
20,55,654GS2032,GS,3,2,66.67
20,56,664GS2035,GS,1,1,100.00
20,57,667GS2035,GS,6,6,100.00
20,58,667GS2050,GS,30,30,100.00
20,59,676GS2061,GS,3,3,100.00
20,60,699GS2026,GS,250,250,100.00
20,61,699GS2051,GS,27100,27100,100.00
20,62,702GS2027,GS,1,1,100.00
20,63,702GS2031,GS,19402,19402,100.00
20,64,706GS2028,GS,153,101,66.01
20,65,710GS2029,GS,5053,5053,100.00
20,66,717GS2030,GS,1008,1008,100.00
20,67,718GS2037,GS,6400,6400,100.00
20,68,719GS2060,GS,1623,1623,100.00
20,69,71GS2034,GS,300,300,100.00
20,70,723GS2039,GS,300,300,100.00
20,71,725GS2063,GS,49630,49136,99.00
20,72,726GS2032,GS,21144,21144,100.00
20,73,729IRFC26,NN,1,1,100.00
20,74,732GS2030,GS,3883,3883,100.00
20,75,733GS2026,GS,1160,1160,100.00
20,76,734GS2064,GS,1407,1300,92.40
20,77,734IRFC28,N4,12,11,91.67
20,78,735NHAI31,N9,400,400,100.00
20,79,736GS2052,GS,20510,20510,100.00
20,80,737GS2028,GS,6578,6578,100.00
20,81,738GS2027,GS,233259,230858,98.97
20,82,739NHAI26,N8,2927,2884,98.53
20,83,739NHAI31A,ND,1,1,100.00
20,84,73GS2053,GS,10540,10520,99.81
20,85,741GS2036,GS,37496,37496,100.00
20,86,746GS2073,GS,1500,1500,100.00
20,87,74GS2062,GS,500,500,100.00
20,88,753IRFC30,NJ,900,900,100.00
20,89,754GS2036,GS,535192,533190,99.63
20,90,762NTPC35F,ND,200,181,90.50
20,91,764HUDCO31,N8,306,300,98.04
20,92,764IRFC31,NO,456,456,100.00
20,93,764NABAR31,N2,1032,940,91.09
20,94,769GS2043,GS,350,350,100.00
20,95,769HUDCO31,N9,452,370,81.86
20,96,769NHAI31,NE,1,1,100.00
20,97,76NHAI31,NA,2801,2535,90.50
20,98,772HR33,SG,100,100,100.00
20,99,79NHIT35,N1,96,73,76.04
20,100,79NHIT40,N2,440,440,100.00
20,101,79NHIT47,N3,165,165,100.00
20,102,801TCH25,N4,10,10,100.00
20,103,810IRFC27,N2,576,576,100.00
20,104,820IIFL27,N9,30,30,100.00
20,105,825IIFL25,N7,35,35,100.00
20,106,828GS2027,GS,1880,1880,100.00
20,107,829LTF24,NL,2,2,100.00
20,108,82IGT31,NJ,1127,1118,99.20
20,109,830CIFC26,N2,25,25,100.00
20,110,830NHAI27,N2,420,410,97.62
20,111,830PFCL27,N5,209,209,100.00
20,112,835IFL25,NV,50,50,100.00
20,113,835IHFL23B,YM,60,60,100.00
20,114,837REC33,N7,10,10,100.00
20,115,83GS2040,GS,3331,3331,100.00
20,116,83TCHF25,N6,177,177,100.00
20,117,840CIFCL28,N4,132,132,100.00
20,118,842IIFL26,NL,203,203,100.00
20,119,849NTPC25,N7,86388,86388,100.00
20,120,84TCHF28,NA,50,50,100.00
20,121,85IFL26,NX,572,572,100.00
20,122,85IIFL24,NJ,40,40,100.00
20,123,85TCAPS24,N6,481,325,67.57
20,124,862REC33,NA,60,60,100.00
20,125,865IFL28,NZ,111,111,100.00
20,126,865IIFL28,NS,225,225,100.00
20,127,865IRFC29,NA,23,21,91.30
20,128,865LTF26,NN,45,40,88.89
20,129,865TCAPS27,N8,1378,1124,81.57
20,130,866SFL25,ZE,175,175,100.00
20,131,86LTF24,NJ,651,390,59.91
20,132,875IHFL26,NQ,575,500,86.96
20,133,875IHFL29,ND,160,160,100.00
20,134,875IIFL26A,NQ,2,2,100.00
20,135,875NHAI29,N6,1214,1168,96.21
20,136,879NHPC28,N5,78,78,100.00
20,137,880IREDA29,N5,4,4,100.00
20,138,880IREDA34,N6,10,10,100.00
20,139,885MOFSL26,N0,20,20,100.00
20,140,888IHFL25E,N4,34,34,100.00
20,141,888IRFC29,NE,130,130,100.00
20,142,889IHFL27,YC,14,14,100.00
20,143,88IHFL25,YZ,23,23,100.00
20,144,891NTPC33,N6,754,754,100.00
20,145,892PFCL33,N8,1326,1130,85.22
20,146,893NHB29,N6,1,1,100.00
20,147,898LTF29,N7,64,64,100.00
20,148,901HUDCO34,NE,339,339,100.00
20,149,901NHB34,N6,174,174,100.00
20,150,903SFL28,YI,18,18,100.00
20,151,910TCAP28,NA,30,30,100.00
20,152,915IBHFL26,NE,141,141,100.00
20,153,91D020824,TB,100,100,100.00
20,154,91D050924,TB,2000,2000,100.00
20,155,91D080824,TB,500,500,100.00
20,156,91D120924,TB,5100,5100,100.00
20,157,91D150824,TB,400,400,100.00
20,158,91D190724,TB,2000,2000,100.00
20,159,91D250724,TB,400,400,100.00
20,160,91D290824,TB,1000,1000,100.00
20,161,91MOFSL27,N2,121,121,100.00
20,162,920IIFLS26,N8,3,3,100.00
20,163,921ISFL25,N0,5,5,100.00
20,164,925IHFL25B,Y3,2,1,50.00
20,165,925IHFL25C,AR,1,1,100.00
20,166,925IHFL25D,N6,48,44,91.67
20,167,925IHFL26D,ZD,10,10,100.00
20,168,925IHFL28C,BS,1,1,100.00
20,169,92GS2030,GS,15532,15532,100.00
20,170,92ICCL28,ND,47,47,100.00
20,171,935LTF29,N5,22,22,100.00
20,172,93IHF25,ZH,10,10,100.00
20,173,93IHFL24A,ZN,10,0,0.00
20,174,93MOFSL34,N6,100,100,100.00
20,175,943ECL28,NJ,20,20,100.00
20,176,945IFSL25,N4,29,29,100.00
20,177,94SFL28,YL,65,65,100.00
20,178,955IHFL27A,ZJ,15,15,100.00
20,179,957ICCL25,YW,100,100,100.00
20,180,957NIDO26,N5,44,43,97.73
20,181,965IFSL26,N6,20,20,100.00
20,182,965IHFL25C,N0,1,1,100.00
20,183,965IHFL26A,ZB,5,5,100.00
20,184,96IIFL28,N5,1777,1752,98.59
20,185,96IIFL28A,NF,996,996,100.00
20,186,96SFL24A,NB,37,35,94.59
20,187,971IHFL28,AN,174,174,100.00
20,188,975NFL25,N0,220,220,100.00
20,189,97SFL26,Z9,196,196,100.00
20,190,985ECL28,NK,448,425,94.87
20,191,985ICCL28,NO,220,220,100.00
20,192,985IIFL22,NC,120,120,100.00
20,193,98IHFL27,ZX,10,10,100.00
20,194,99IFCI24,NH,212,212,100.00
20,195,9IBHFL26BA,NA,12,12,100.00
20,196,9IBHL25,YM,6,6,100.00
20,197,9MMFSML,N2,170,170,100.00
20,198,9PCHFL31A,NA,75,75,100.00
20,199,9PEL25,N0,202,202,100.00
20,200,9SFL25A,ZH,381,300,78.74
20,201,AADHARHFC,EQ,893183,456731,51.14
20,202,AAKASH,EQ,932291,591358,63.43
20,203,AARON,EQ,4846,3466,71.52
20,204,AARTIDRUGS,EQ,119905,63725,53.15
20,205,AARTIIND,EQ,669349,299194,44.70
20,206,AARTIPHARM,EQ,129389,67440,52.12
20,207,AARTISURF,EQ,31790,17462,54.93
20,208,AARTISURF,P1,64,62,96.88
20,209,AARVEEDEN,EQ,42408,16754,39.51
20,210,AARVI,EQ,10470,7683,73.38
20,211,AATMAJ,SM,40000,32000,80.00
20,212,AAVAS,EQ,445309,368679,82.79
20,213,ABB,EQ,244800,103792,42.40
20,214,ABBOTINDIA,EQ,26356,19285,73.17
20,215,ABCAPITAL,EQ,3278687,1129679,34.46
20,216,ABCOTS,SM,1000,500,50.00
20,217,ABFRL,EQ,3411313,1307594,38.33
20,218,ABINFRA,SM,14000,12000,85.71
20,219,ABSLAMC,EQ,218881,123052,56.22
20,220,ABSLBANETF,EQ,581495,568502,97.77
20,221,ABSLLIQUID,EQ,11130,6522,58.60
20,222,ABSLNN50ET,EQ,10183,9672,94.98
20,223,ABSLPSE,EQ,318539,236402,74.21
20,224,ABSMARINE,SM,1657000,718000,43.33
20,225,ACC,EQ,680725,498791,73.27
20,226,ACCELYA,EQ,8178,4501,55.04
20,227,ACCENTMIC,SM,76000,50000,65.79
20,228,ACCURACY,EQ,1134257,854758,75.36
20,229,ACE,EQ,401593,147399,36.70
20,230,ACEINTEG,EQ,4862,3272,67.30
20,231,ACI,EQ,550126,210899,38.34
20,232,ACL,EQ,79351,42575,53.65
20,233,ACLGATI,EQ,1439532,683129,47.45
20,234,ACSAL,SM,15000,9000,60.00
20,235,ADANIENSOL,EQ,2571533,1524233,59.27
20,236,ADANIENT,EQ,1694962,969672,57.21
20,237,ADANIGREEN,EQ,441041,213773,48.47
20,238,ADANIPORTS,EQ,3343186,1543817,46.18
20,239,ADANIPOWER,EQ,6824812,4292554,62.90
20,240,ADFFOODS,EQ,234875,121471,51.72
20,241,ADL,EQ,4256,2225,52.28
20,242,ADORWELD,EQ,28286,13108,46.34
20,243,ADROITINFO,EQ,25717,19022,73.97
20,244,ADSL,EQ,2084904,941396,45.15
20,245,ADVANIHOTR,EQ,89796,53058,59.09
20,246,ADVENZYMES,EQ,129783,74559,57.45
20,247,AEGISLOG,EQ,765002,355003,46.41
20,248,AEROFLEX,EQ,2536508,972881,38.36
20,249,AETHER,EQ,87545,42145,48.14
20,250,AFFLE,EQ,800836,228264,28.50
20,251,AGARIND,EQ,44378,21335,48.08
20,252,AGARWALFT,ST,27000,27000,100.00
20,253,AGI,EQ,57470,33187,57.75
20,254,AGNI,SM,240000,127500,53.13
20,255,AGRITECH,EQ,13400,9031,67.40
20,256,AGROPHOS,EQ,61743,26568,43.03
20,257,AGSTRA,EQ,349979,195478,55.85
20,258,AGUL,SM,8000,8000,100.00
20,259,AHL,EQ,101796,57111,56.10
20,260,AHLEAST,EQ,17511,9255,52.85
20,261,AHLUCONT,EQ,180177,82566,45.82
20,262,AIAENG,EQ,27906,14581,52.25
20,263,AIIL,EQ,51539,28750,55.78
20,264,AILIMITED,ST,33000,33000,100.00
20,265,AIMTRON,SM,641600,455200,70.95
20,266,AIRAN,EQ,325179,191840,59.00
20,267,AIROLAM,EQ,4263,2840,66.62
20,268,AIRTELPP,E1,128989,85823,66.54
20,269,AISL,ST,9600,9600,100.00
20,270,AJANTPHARM,EQ,56798,24643,43.39
20,271,AJMERA,EQ,40263,22288,55.36
20,272,AJOONI,EQ,3670672,1721444,46.90
20,273,AKANKSHA,SM,90000,72000,80.00
20,274,AKASH,EQ,10251,5845,57.02
20,275,AKG,EQ,47407,34200,72.14
20,276,AKI,EQ,127332,64930,50.99
20,277,AKSHARCHEM,EQ,33035,15615,47.27
20,278,AKZOINDIA,EQ,11156,6272,56.22
20,279,ALANKIT,EQ,460817,303989,65.97
20,280,ALBERTDAVD,EQ,12497,8237,65.91
20,281,ALEMBICLTD,EQ,1915012,727200,37.97
20,282,ALICON,EQ,35012,16369,46.75
20,283,ALKALI,EQ,161064,84467,52.44
20,284,ALKEM,EQ,583680,174855,29.96
20,285,ALKYLAMINE,EQ,51576,26614,51.60
20,286,ALLCARGO,EQ,7684044,3340290,43.47
20,287,ALLETEC,SM,52400,35600,67.94
20,288,ALLSEC,EQ,10963,5259,47.97
20,289,ALMONDZ,EQ,228165,101543,44.50
20,290,ALOKINDS,EQ,11469657,5320951,46.39
20,291,ALPA,EQ,35747,17774,49.72
20,292,ALPEXSOLAR,SM,75200,52800,70.21
20,293,ALPHA,EQ,862577,538663,62.45
20,294,ALPHAETF,EQ,430784,385286,89.44
20,295,ALPHAGEO,EQ,27469,13385,48.73
20,296,ALPL30IETF,EQ,3159054,2821193,89.30
20,297,ALUWIND,SM,354000,228000,64.41
20,298,AMBER,EQ,146064,69904,47.86
20,299,AMBICAAGAR,EQ,139872,14918,10.67
20,300,AMBIKCO,EQ,16774,9903,59.04
20,301,AMBUJACEM,EQ,2786086,920636,33.04
20,302,AMDIND,EQ,30185,13131,43.50
20,303,AMEYA,SM,32000,32000,100.00
20,304,AMIORG,EQ,81503,42693,52.38
20,305,AMJLAND,EQ,112970,78498,69.49
20,306,AMNPLST,EQ,17780,10791,60.69
20,307,AMRUTANJAN,EQ,20504,12864,62.74
20,308,ANANDRATHI,EQ,17294,10649,61.58
20,309,ANANTRAJ,EQ,1900391,1479284,77.84
20,310,ANDHRAPAP,EQ,55437,32871,59.29
20,311,ANDHRSUGAR,EQ,968466,259127,26.76
20,312,ANGELONE,EQ,317033,166684,52.58
20,313,ANIKINDS,EQ,45106,18319,40.61
20,314,ANLON,SM,292000,170800,58.49
20,315,ANNAPURNA,SM,44500,32500,73.03
20,316,ANTGRAPHIC,EQ,1014216,647576,63.85
20,317,ANUP,EQ,31897,13596,42.62
20,318,ANURAS,EQ,89668,56329,62.82
20,319,APARINDS,EQ,195418,79017,40.43
20,320,APCL,EQ,20853,15304,73.39
20,321,APCOTEXIND,EQ,74505,36387,48.84
20,322,APEX,EQ,121038,45156,37.31
20,323,APLAPOLLO,EQ,318036,167676,52.72
20,324,APLLTD,EQ,220361,113118,51.33
20,325,APOLLO,EQ,912187,590228,64.70
20,326,APOLLOHOSP,EQ,348730,219218,62.86
20,327,APOLLOPIPE,EQ,53181,30140,56.67
20,328,APOLLOTYRE,EQ,8427606,3258581,38.67
20,329,APOLSINHOT,EQ,1597,964,60.36
20,330,APS,SM,16500,16500,100.00
20,331,APTECHT,EQ,201685,99695,49.43
20,332,APTUS,EQ,362313,159623,44.06
20,333,ARABIAN,SM,10000,10000,100.00
20,334,ARCHIES,EQ,375852,157828,41.99
20,335,ARE&M,EQ,21281223,4502421,21.16
20,336,ARENTERP,EQ,25529,19731,77.29
20,337,ARHAM,ST,31000,28000,90.32
20,338,ARIES,EQ,73538,36132,49.13
20,339,ARIHANTACA,SM,4800,4800,100.00
20,340,ARIHANTCAP,EQ,440669,229635,52.11
20,341,ARIHANTSUP,EQ,73406,55989,76.27
20,342,ARISTO,SM,35200,32000,90.91
20,343,ARMANFIN,EQ,72316,44025,60.88
20,344,AROGRANITE,EQ,43719,24466,55.96
20,345,ARROWGREEN,EQ,72641,37251,51.28
20,346,ARTEMISMED,EQ,127989,75179,58.74
20,347,ARTNIRMAN,EQ,13008,7168,55.10
20,348,ARVIND,EQ,391013,170468,43.60
20,349,ARVINDFASN,EQ,473080,201423,42.58
20,350,ARVSMART,EQ,58919,38929,66.07
20,351,ASAHIINDIA,EQ,246219,115694,46.99
20,352,ASAHISONG,EQ,55352,17598,31.79
20,353,ASAL,EQ,40839,19813,48.51
20,354,ASALCBR,EQ,75105,40000,53.26
20,355,ASCOM,ST,2000,2000,100.00
20,356,ASHAPURMIN,EQ,900599,517415,57.45
20,357,ASHIANA,EQ,86912,42848,49.30
20,358,ASHIMASYN,EQ,1369602,749987,54.76
20,359,ASHOKA,EQ,3281117,1169474,35.64
20,360,ASHOKAMET,EQ,212976,166755,78.30
20,361,ASHOKLEY,EQ,13089173,4033959,30.82
20,362,ASIANENE,EQ,391697,272759,69.64
20,363,ASIANPAINT,EQ,1217792,807227,66.29
20,364,ASIANTILES,EQ,746152,438841,58.81
20,365,ASKAUTOLTD,EQ,175779,104280,59.32
20,366,ASMS,EQ,97594,94883,97.22
20,367,ASPINWALL,EQ,7509,3767,50.17
20,368,ASPIRE,SM,242000,168000,69.42
20,369,ASTEC,EQ,146830,83720,57.02
20,370,ASTERDM,EQ,3926043,2087283,53.17
20,371,ASTRAL,EQ,895010,395617,44.20
20,372,ASTRAMICRO,EQ,407884,149057,36.54
20,373,ASTRAZEN,EQ,7945,5652,71.14
20,374,ATFL,EQ,62621,36965,59.03
20,375,ATGL,EQ,1219526,703098,57.65
20,376,ATL,EQ,946591,472273,49.89
20,377,ATMASTCO,SM,52800,51200,96.97
20,378,ATUL,EQ,31054,9634,31.02
20,379,ATULAUTO,EQ,3210060,621772,19.37
20,380,AUBANK,EQ,4463897,1579636,35.39
20,381,AURDIS,SM,3500,3000,85.71
20,382,AURIONPRO,EQ,40013,29959,74.87
20,383,AUROIMPEX,SM,16000,12800,80.00
20,384,AUROPHARMA,EQ,528259,202599,38.35
20,385,AURUM,EQ,426853,202513,47.44
20,386,AURUMPP1,E1,24377,21163,86.82
20,387,AUTOAXLES,EQ,15482,9107,58.82
20,388,AUTOBEES,EQ,178889,133894,74.85
20,389,AUTOIETF,EQ,514439,212841,41.37
20,390,AUTOIND,EQ,152081,96332,63.34
20,391,AVADHSUGAR,EQ,216089,78868,36.50
20,392,AVALON,EQ,532774,219802,41.26
20,393,AVANTIFEED,EQ,452547,139574,30.84
20,394,AVG,EQ,30752,18930,61.56
20,395,AVPINFRA,SM,1024000,539200,52.66
20,396,AVROIND,EQ,13018,7872,60.47
20,397,AVSL,ST,3000,3000,100.00
20,398,AVTNPL,EQ,94204,47706,50.64
20,399,AWFIS,EQ,699993,219069,31.30
20,400,AWHCL,EQ,283998,156069,54.95
20,401,AWL,EQ,809296,513481,63.45
20,402,AXISBANK,EQ,17607952,7849428,44.58
20,403,AXISBNKETF,EQ,498671,480587,96.37
20,404,AXISBPSETF,EQ,17793,16641,93.53
20,405,AXISCADES,EQ,255580,105586,41.31
20,406,AXISCETF,EQ,6086,5195,85.36
20,407,AXISGOLD,EQ,104378,60038,57.52
20,408,AXISHCETF,EQ,3375,2836,84.03
20,409,AXISILVER,EQ,43318,39365,90.87
20,410,AXISNIFTY,EQ,5539,3805,68.69
20,411,AXISTECETF,EQ,5406,4944,91.45
20,412,AXITA,EQ,894106,435764,48.74
20,413,AXSENSEX,EQ,2517,1939,77.04
20,414,AYMSYNTEX,EQ,184035,111322,60.49
20,415,AZAD,EQ,138635,65841,47.49
20,416,BABAFP,SM,17600,9600,54.55
20,417,BAHETI,SM,65250,53250,81.61
20,418,BAIDFIN,EQ,10792642,2358904,21.86
20,419,BAJAJ-AUTO,EQ,282048,163856,58.10
20,420,BAJAJCON,EQ,330347,157320,47.62
