"Security Name","Symbol Name","Trade Date","Quantity"
"GODREJ CONSUMER PRODUCTS LIMITED","GODREJCP","16-Sep-2024","116000"
"HOMEFIRST","HOMEFIRST","16-Sep-2024","900"
