Confirmed list of securities to be auctioned in A 2024136 to be held on Jul 23 2024.

Sr No,Symbol,Series,Total Qty
1,3MINDIA,EQ,1
2,5PAISA,EQ,2
3,AADHARHFC,EQ,5000
4,AARVEEDEN,EQ,155
5,ACC,EQ,26
6,ACE,EQ,11
7,ADANIPORTS,EQ,50
8,ADANIPOWER,EQ,1
9,AHL,EQ,50
10,AJOONI,EQ,1000
11,AKI,EQ,228
12,AKZOINDIA,EQ,2
13,APOLLO,EQ,100
14,ARTNIRMAN,EQ,293
15,ASHOKA,EQ,50
16,ASIANENE,EQ,2268
17,ASIANHOTNR,EQ,572
18,AUTOIND,EQ,6
19,AZAD,EQ,1
20,BAJAJFINSV,EQ,2
21,BAJAJHCARE,EQ,2
22,BAJFINANCE,EQ,6
23,BANG,EQ,2
24,BDL,EQ,21
25,BERGEPAINT,EQ,20
26,BHARTIARTL,EQ,1
27,BHARTIHEXA,EQ,90
28,BHEL,EQ,306
29,BIRLACORPN,EQ,1
30,BLUEJET,EQ,2
31,BRITANNIA,EQ,15
32,BVCL,EQ,34
33,CEREBRAINT,EQ,2200
34,CESC,EQ,1
35,CHALET,EQ,1
36,CHAMBLFERT,EQ,10
37,CHENNPETRO,EQ,60
38,CIGNITITEC,EQ,1
39,COCHINSHIP,EQ,12180
40,COFORGE,EQ,25
41,CYBERMEDIA,EQ,575
42,DCW,EQ,403
43,DEEDEV,EQ,25
44,DEEPAKFERT,EQ,79
45,DEEPAKNTR,EQ,2
46,DICIND,EQ,9
47,DOLLAR,EQ,330
48,DONEAR,EQ,1
49,DRREDDY,EQ,25
50,DVL,EQ,62
51,ECLERX,EQ,77
52,ELECON,EQ,50
53,ELECTCAST,EQ,500
54,EMAMIPAP,EQ,3
55,FLEXITUFF,EQ,5004
56,FORTIS,EQ,1
57,GANESHBE,EQ,2675
58,GENSOL,EQ,50
59,GESHIP,EQ,51
60,GNFC,EQ,33
61,GOKEX,EQ,1
62,GOLDETF,EQ,272
63,GREENLAM,EQ,1
64,GRINFRA,EQ,1
65,GRSE,EQ,924
66,GSEC10IETF,EQ,3
67,GTLINFRA,EQ,16187
68,GUJRAFFIA,EQ,517
69,HARSHA,EQ,16
70,HEALTHY,EQ,31
71,HFCL,EQ,400
72,HOACFOODS,SM,3000
73,HONASA,EQ,498
74,IBULHSGFIN,EQ,950
75,ICICIGI,EQ,15
76,IDEA,EQ,1
77,INCREDIBLE,EQ,669
78,INDHOTEL,EQ,10
79,INDIACEM,EQ,600
80,INDIANCARD,EQ,1
81,INDOBORAX,EQ,1
82,INDOCO,EQ,1
83,INDRAMEDCO,EQ,60
84,INDUSTOWER,EQ,185
85,INFY,EQ,6
86,INOXWIND,EQ,25
87,IRB,EQ,134
88,IRCTC,EQ,100
89,IREDA,EQ,1
90,ITDC,EQ,715
91,JAICORPLTD,EQ,13
92,JITFINFRA,EQ,4
93,JLHL,EQ,3005
94,JSWENERGY,EQ,1000
95,JUSTDIAL,EQ,272
96,JWL,EQ,10
97,JYOTISTRUC,EQ,1000
98,KCP,EQ,7
99,KEYFINSERV,EQ,120
100,KITEX,EQ,1
101,KPIGREEN,EQ,67
102,KRBL,EQ,181
103,KRITIKA,EQ,2101
104,LAURUSLABS,EQ,1
105,LIBAS,EQ,230
106,LICHSGFIN,EQ,100
107,LIQUIDBEES,EQ,1
108,LTGILTBEES,EQ,382
109,LTTS,EQ,3
110,LUXIND,EQ,1
111,M&M,EQ,10
112,MAFANG,EQ,1505
113,MARUTI,EQ,1
114,MASPTOP50,EQ,7
115,MAZDOCK,EQ,5
116,MEGASTAR,EQ,1162
117,MHRIL,EQ,1
118,MIDCAPETF,EQ,22
119,MIRCELECTR,EQ,5101
120,MOMOMENTUM,EQ,72
121,MONTECARLO,EQ,2
122,MOTHERSON,EQ,1600
123,MTNL,EQ,869911
124,MUNJALAU,EQ,22
125,NAGAFERT,EQ,1
126,NAVKARCORP,EQ,10
127,NBCC,EQ,265
128,NDTV,EQ,58
129,NECLIFE,EQ,100
130,NESCO,EQ,101
131,NESTLEIND,EQ,25
132,NETWORK18,EQ,1000
133,NEXT50IETF,EQ,66
134,NFL,EQ,20000
135,NIITLTD,EQ,700
136,NLCINDIA,EQ,20
137,OAL,EQ,1
138,ORIENTCEM,EQ,1000
139,OSWALGREEN,EQ,200
140,PARAGMILK,EQ,10
141,PATELENG,EQ,500
142,PAYTM,EQ,8
143,PCJEWELLER,EQ,23250
144,PEL,EQ,100
145,PENIND,EQ,2
146,PETRONET,EQ,335
147,PFC,EQ,449
148,PGIL,EQ,75
149,PIIND,EQ,116
150,PILITA,EQ,552
151,POWERGRID,EQ,255
152,PPLPHARMA,EQ,3000
153,PRESTIGE,EQ,3
154,PSUBANK,EQ,104
155,PVRINOX,EQ,25
156,PVTBANKADD,EQ,11
157,RADIANTCMS,EQ,26
158,RAILTEL,EQ,116
159,RAMCOCEM,EQ,280
160,RCF,EQ,20100
161,RPOWER,EQ,25
162,RVNL,EQ,510
163,SADBHAV,EQ,100
164,SALASAR,EQ,1
165,SAMBHAAV,EQ,2000
166,SANDHAR,EQ,219
167,SASTASUNDR,EQ,6
168,SBIETFIT,EQ,92
169,SCHNEIDER,EQ,30
170,SCILAL,EQ,94
171,SERVOTECH,EQ,834
172,SHANKARA,EQ,2
173,SHIVALIK,EQ,381
174,SILVERADD,EQ,228
175,SJVN,EQ,1331
176,SMSLIFE,EQ,397
177,SONAMLTD,EQ,600
178,SPANDANA,EQ,4760
179,SPECIALITY,EQ,1
180,SUMEETINDS,EQ,1000
181,SUNTV,EQ,119
182,SUVEN,EQ,102
183,SUVENPHAR,EQ,1
184,SYRMA,EQ,75
185,TATACONSUM,EQ,20
186,TFCILTD,EQ,1000
187,THERMAX,EQ,5
188,THYROCARE,EQ,50
189,TIMESGTY,EQ,33
190,TTML,EQ,132
191,TVSHLTD,EQ,2
192,UNIONBANK,EQ,10
193,VADILALIND,EQ,10
194,VAIBHAVGBL,EQ,5000
195,VARDHACRLC,EQ,17
196,VGUARD,EQ,2
197,VIMTALABS,EQ,1
198,WALCHANNAG,EQ,3639
199,WANBURY,EQ,550
200,WELENT,EQ,1
201,WELINV,EQ,2
202,YESBANK,EQ,5115
203,ZENSARTECH,EQ,600
204,ZOMATO,EQ,5
