MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,AB,IBULHSGFIN,SEC RE NCD 9.65% SR.I,       940.10,       940.10,       940.10,       940.10,       940.10,                     9401.00,10, ,1,      1063.80,       907.10
N,AH,IBULHSGFIN,SEC RE NCD 9.90% SR.IV,       720.00,       720.00,       720.00,       720.00,       720.00,                   151200.00,210, ,2,      1052.61,       680.00
N,AJ,IBULHSGFIN,SEC RE NCD SR.VI,      1032.90,      1032.90,      1032.90,      1032.90,      1032.90,                    20658.00,20, ,1,      1080.00,       820.20
N,AX,IBULHSGFIN,SEC RE NCD 9.48% SR V,       963.00,       950.20,       950.20,       950.20,       950.20,                     2850.60,3, ,1,      1065.00,       900.31
N,BI,IBULHSGFIN,SEC RE NCD SR III,       997.86,      1004.00,      1004.00,      1004.00,      1004.00,                     6024.00,6, ,1,      1080.00,       930.00
N,N0,ABFL,SEC RE NCD 8% SR I,      1019.90,      1080.00,      1080.00,      1040.00,      1050.00,                   274500.00,260, ,7,      1184.40,       901.00
N,N0,IBULHSGFIN,SEC RE NCD 9.39% SR.VIII,       910.00,       915.44,       915.44,       915.44,       915.44,                     9154.40,10, ,1,      1038.00,       815.00
N,N1,CREDITACC,SEC RE NCD 9.45% SR. I,       990.10,       998.00,       998.00,       996.00,       996.72,                   626196.80,628, ,10,      1033.92,       876.00
N,N1,IIFLSAMFIN,SEC RE NCD 9.60% SR 2,       995.00,       995.00,       995.00,       995.00,       995.00,                    90545.00,91, ,3,      1020.00,       901.00
N,N1,NHIT,SEC RE NCD 7.90% STRPP A,       302.65,       302.65,       304.56,       302.60,       302.65,                  1106314.33,3656, ,14,       316.90,       295.00
N,N2,CREDITACC,SEC RE NCD SR. II,      1145.00,      1145.00,      1145.00,      1145.00,      1145.00,                    22900.00,20, ,2,      1145.00,      1060.00
N,N2,HUDCO,8.20 NCD05MAR27 FV 1000,      1093.99,      1093.99,      1093.99,      1093.85,      1093.85,                   183787.80,168, ,4,      1209.99,      1060.00
