Sr. No,Symbol,Series,Security Name,From,To
1,ROML,BE,RAJ OIL MILLS LIMITED,10,5
2,YUKEN,EQ,YUKEN INDIA LIMITED,20,10
3,INDSWFTLTD,BE,IND-SWIFT LIMITED,5,2
4,LAGNAM,BE,LAGNAM SPINTEX LIMITED,5,2
5,ROLLT,BE,ROLLATAINERS LIMITED,5,2
6,SABTNL,BE,SRI ADHIKARI BROTHERS TELEVISION NETWORK LIMITED,5,2
