Confirmed list of securities to be auctioned in A 2024080 to be held on Apr 30 2024.

Sr No,Symbol,Series,Total Qty
1,AARTISURF,EQ,10
2,ABCAPITAL,EQ,35
3,ABFL,N0,2600
4,ABMINTLLTD,EQ,12
5,ADANIPORTS,EQ,1
6,ADL,EQ,37
7,AEGISCHEM,EQ,250
8,ANKITMETAL,EQ,1399
9,ANMOL,EQ,2898
10,APLAPOLLO,EQ,1
11,ARCHIDPLY,EQ,4
12,ARE&M,EQ,100
13,ATULAUTO,EQ,1
14,AUBANK,EQ,23
15,AVROIND,EQ,1
16,BALKRISIND,EQ,24
17,BALUFORGE,EQ,1
18,BANKBARODA,EQ,9
19,BEL,EQ,4000
20,BHINVIT,IV,150
21,BLUEJET,EQ,250
22,BRIGADE,EQ,1
23,BSE,EQ,48521
24,BSOFT,EQ,2
25,CARERATING,EQ,46
26,CCHHL,EQ,9772
27,CESC,EQ,3000
28,CGPOWER,EQ,40
29,CHOLAFIN,EQ,3
30,COFORGE,EQ,5
31,COUNCODOS,EQ,745
32,DALBHARAT,EQ,5
33,DAMODARIND,EQ,15
34,DBSTOCKBRO,EQ,140
35,DCMSHRIRAM,EQ,1
36,DIGISPICE,EQ,200
37,DREDGECORP,EQ,500
38,DRONE,SM,1000
39,DRREDDY,EQ,25
40,EGOLD,EQ,16
41,EIDPARRY,EQ,50
42,EIMCOELECO,EQ,11
43,ENERGYDEV,EQ,391
44,ENGINERSIN,EQ,5
45,ESTER,EQ,50
46,EXICOM,EQ,2000
47,FCSSOFT,EQ,1
48,FEDERALBNK,EQ,1868
49,FINCABLES,EQ,1
50,GEECEE,EQ,1267
51,GLS,EQ,67
52,GOLDETFADD,EQ,10
53,GOODLUCK,EQ,39
54,GOPAL,EQ,100
55,GPIL,EQ,1814
56,GRAPHITE,EQ,100
57,GREENPANEL,EQ,350
58,GTLINFRA,EQ,1
59,HARRMALAYA,EQ,68
60,HAVELLS,EQ,60
61,HCC,EQ,30
62,HDFCAMC,EQ,9
63,HDFCGROWTH,EQ,10
64,HIKAL,EQ,1
65,HINDALCO,EQ,150
66,HINDCOPPER,EQ,995
67,HINDMOTORS,EQ,8763
68,HINDOILEXP,EQ,74
69,HNGSNGBEES,EQ,18215
70,IBULHSGFIN,EQ,5442
71,ICICIBANK,EQ,60
72,IDFC,EQ,1
73,IIFLSEC,EQ,1
74,INCREDIBLE,EQ,81
75,INDHOTEL,EQ,13
76,INDIAGLYCO,EQ,2000
77,INDIANB,EQ,1
78,INDIASHLTR,EQ,1
79,INDIGO,EQ,5
80,IRCTC,EQ,30
81,IREDA,EQ,1
82,IRIS,EQ,5
83,JAMNAAUTO,EQ,50
84,JINDALSTEL,EQ,200
85,JISLJALEQS,EQ,307
86,JKCEMENT,EQ,1
87,JKIL,EQ,350
88,JUNIPER,EQ,99
89,KAVVERITEL,EQ,849
90,KCP,EQ,91
91,KILITCH,EQ,1
92,KIRLPNU,EQ,5
93,KOTAKBANK,EQ,50
94,KOTHARIPRO,EQ,1
95,KPIGREEN,EQ,5
96,KPITTECH,EQ,25
97,LIQUIDADD,EQ,22
98,LLOYDSENGG,EQ,70
99,LLOYDSME,EQ,100
100,LTF,EQ,200
101,LTFOODS,EQ,50
102,LYPSAGEMS,EQ,22
103,MAFANG,EQ,325
104,MAHABANK,EQ,801
105,MAITHANALL,EQ,5
106,MARALOVER,EQ,48
107,MARICO,EQ,152
108,MAXHEALTH,EQ,1000
109,MAXIND,EQ,1080
110,MCX,EQ,6
111,MEDICAMEQ,EQ,9609
112,MIRCELECTR,EQ,125
113,MNC,EQ,16
114,MPHASIS,EQ,18
115,MRPL,EQ,500
116,MVGJL,EQ,34
117,NAGAFERT,EQ,3459
118,NATIONALUM,EQ,50
119,NAUKRI,EQ,44
120,NIACL,EQ,100
121,OBCL,EQ,12415
122,ONGC,EQ,100
123,ORIENTPPR,EQ,25
124,OWAIS,SM,3200
125,PEARLPOLY,EQ,510
126,PKTEA,EQ,4
127,PNB,EQ,3400
128,POLICYBZR,EQ,10
129,POWERGRID,EQ,320
130,PRATHAM,SM,1600
131,PRIVISCL,EQ,1
132,RAILTEL,EQ,193
133,RENUKA,EQ,100
134,RITES,EQ,6
135,RKDL,EQ,110
136,RRKABEL,EQ,14
137,RUCHINFRA,EQ,336
138,RVNL,EQ,590
139,SAGARDEEP,EQ,18
140,SAIL,EQ,18010
141,SARLAPOLY,EQ,200
142,SATIN,EQ,2
143,SBIN,EQ,886
144,SCI,EQ,200
145,SETF10GILT,EQ,30
146,SHIVALIK,EQ,14322
147,SHIVAMILLS,EQ,5934
148,SHRADHA,EQ,1
149,SHRIPISTON,EQ,10
150,SIEMENS,EQ,1
151,SILVERADD,EQ,5
152,SOMANYCERA,EQ,92
153,SOUTHBANK,EQ,137
154,SPLPETRO,EQ,200
155,SUPREMEIND,EQ,827
156,SWSOLAR,EQ,460
157,TATACOMM,EQ,145
158,TATAMOTORS,EQ,50
159,TCLCONS,EQ,1598
160,TECHNOE,EQ,1229
161,TEJASNET,EQ,259
162,TEXRAIL,EQ,25
163,THANGAMAYL,EQ,50
164,THEMISMED,EQ,1
165,THERMAX,EQ,100
166,THOMASCOOK,EQ,50
167,TIDEWATER,EQ,2
168,TIPSINDLTD,EQ,75
169,TRENT,EQ,3
170,UCOBANK,EQ,50
171,UNIDT,EQ,5
172,UNIONBANK,EQ,3
173,UTIAMC,EQ,10
174,VEDL,EQ,500
175,VIRINCHI,EQ,200
176,VMARCIND,SM,1000
177,VSSL,EQ,1
178,WELCORP,EQ,25
179,WIPRO,EQ,2
180,XCHANGING,EQ,10
181,YESBANK,EQ,1
182,ZAGGLE,EQ,200
183,ZEEL,EQ,800
184,ZENTEC,EQ,260
185,ZOMATO,EQ,220
186,ZUARIIND,EQ,1995
