Symbol,Security,From Series,To Series,Change Date,Remarks
ROML,RAJ OIL MILLS LIMITED,EQ,BE,30-APR-2024,"-"
SETCO,SETCO AUTOMOTIVE LIMITED,EQ,BE,30-APR-2024,"-"
