Symbol,Security,From Series,To Series,Change Date,Remarks
ASHALOG,ASHAPURA LOGISTICS LIMITED,ST,SM,21-AUG-2024,"-"
BULKCORP,BULKCORP INTERNATIONAL LIMITED,ST,SM,21-AUG-2024,"-"
GPTINFRA,GPT INFRAPROJECTS LIMITED,EQ,BE,21-AUG-2024,"-"
IWEL,INOX WIND ENERGY LIMITED,EQ,BE,21-AUG-2024,"-"
KRITINUT,KRITI NUTRIENTS LIMITED,EQ,BE,21-AUG-2024,"-"
RAJINDLTD,RAJPUTANA INDUSTRIES LIMITED,ST,SM,21-AUG-2024,"-"
SSEGL,SATHLOKHAR SYNERGYS E&C GLOBAL LIMITED,ST,SM,21-AUG-2024,"-"
VINNY,VINNY OVERSEAS LIMITED,EQ,BE,21-AUG-2024,"-"
